sdf_number,annalog,protonated,isomers
19,C1CC1n1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(C2CC2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(C2CC2)n1
20,[C@]12(NC(c3ccccc3)=O)C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccc1
21,[C@]12(NC(c3ccc(Cl)cc3)=O)C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)cc1
22,[C@]12(NC(c3ccc(Br)cc3)=O)C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Br)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Br)cc1
23,[C@]12(NC(c3ccc(C)cc3)=O)C[C@H]3C[C@H](C[C@H](C3)C1)C2,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1
24,[C@]12(NC(c3ccc(F)cc3)=O)C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(F)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(F)cc1
25,[C@]12(NC(Cc3ccccc3)=O)C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(Cc1ccccc1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(Cc1ccccc1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
26,[C@]12(NC(C)=O)C[C@H]3C[C@H](C[C@H](C3)C1)C2,CC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
27,[C@]12(NC(C3CCCCC3)=O)C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CCCCC1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CCCCC1
28,c1ccc(-c2ccc(C(NC34CC5CC(CC(C5)C3)C4)=O)cc2)cc1,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(-c2ccccc2)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)cc1
29,c1ccc(-c2ccc(C(NC3CCCCC3)=O)cc2)cc1,O=C(NC1CCCCC1)c1ccc(-c2ccccc2)cc1,O=C(NC1CCCCC1)c1ccc(-c2ccccc2)cc1
30,c1ccc(-c2ccc(C(NCc3ccccc3)=O)cc2)cc1,O=C(NCc1ccccc1)c1ccc(-c2ccccc2)cc1,O=C(NCc1ccccc1)c1ccc(-c2ccccc2)cc1
31,c1ccc(-c2ccc(C(N3C4CC5CC(CC(C5)C3)C4)=O)cc2)cc1,O=C(c1ccc(-c2ccccc2)cc1)N1CC2CC3CC(C2)CC1C3,O=C(c1ccc(-c2ccccc2)cc1)N1C[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3
32,c1ccc(-c2ccc(C(NC3CCCCCC3)=O)cc2)cc1,O=C(NC1CCCCCC1)c1ccc(-c2ccccc2)cc1,O=C(NC1CCCCCC1)c1ccc(-c2ccccc2)cc1
33,c1ccc(-c2ccc(C(NC3C4CC5CC(CC3C5)C4)=O)cc2)cc1,O=C(NC1C2CC3CC(C2)CC1C3)c1ccc(-c2ccccc2)cc1,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)c1ccc(-c2ccccc2)cc1
34,c1ccc(-c2ccc(C(NC34CC5CC(CC(C5)C3)C4)=O)cc2)cn1,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(-c2cccnc2)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2cccnc2)cc1
35,[C@H]12C[C@H]3C[C@H](C[C@@](O)(C1)C3)C2,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
36,[C@H]12C[C@H]3C[C@H](C[C@@](C(=O)OC)(C1)C3)C2,COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
37,c1(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)ccc(OC)cc1,COc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,COc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1
38,c1cccc(-c2c(C)cc(C(NC3CCCCC3)=O)nc2)c1,Cc1cc(C(=O)NC2CCCCC2)ncc1-c1ccccc1,Cc1cc(C(=O)NC2CCCCC2)ncc1-c1ccccc1
39,c1cccc(-c2c(C)cc(C(NCc3ccccc3)=O)nc2)c1,Cc1cc(C(=O)NCc2ccccc2)ncc1-c1ccccc1,Cc1cc(C(=O)NCc2ccccc2)ncc1-c1ccccc1
40,c1cccc(-c2c(C)cc(C(NC3C4CC5CC(CC3C5)C4)=O)nc2)c1,Cc1cc(C(=O)NC2C3CC4CC(C3)CC2C4)ncc1-c1ccccc1,Cc1cc(C(=O)N[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)ncc1-c1ccccc1
41,c1cccc(-c2ccc(C(N[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5)C4)=O)nc2)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)cn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)cn1
42,c1cccc(-c2c(C)cc(C(NCc3ccccc3)=O)nc2)c1C,Cc1ccccc1-c1cnc(C(=O)NCc2ccccc2)cc1C,Cc1ccccc1-c1cnc(C(=O)NCc2ccccc2)cc1C
43,c1cccc(-c2cnc(C(=O)NC3CCCCCC3)cc2C)c1,Cc1cc(C(=O)NC2CCCCCC2)ncc1-c1ccccc1,Cc1cc(C(=O)NC2CCCCCC2)ncc1-c1ccccc1
44,c1cccc(-c2cnc(C(=O)NC(C)(C)C)cc2C)c1,Cc1cc(C(=O)NC(C)(C)C)ncc1-c1ccccc1,Cc1cc(C(=O)NC(C)(C)C)ncc1-c1ccccc1
45,c1cccc(-c2cnc(C(=O)NC3CC3)cc2C)c1,Cc1cc(C(=O)NC2CC2)ncc1-c1ccccc1,Cc1cc(C(=O)NC2CC2)ncc1-c1ccccc1
46,Cc1cc(C(NC23CC4CC(C2)CC(C3)C4)=O)ncc1-c1ccccc1,Cc1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)ncc1-c1ccccc1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)ncc1-c1ccccc1
47,Clc1cc(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)ncc1-c1ccccc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(Cl)c(-c2ccccc2)cn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(Cl)c(-c2ccccc2)cn1
48,Fc1cc(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)ncc1-c1ccccc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(F)c(-c2ccccc2)cn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(F)c(-c2ccccc2)cn1
49,Clc1cc(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)ccc1-c1ccccc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)c(Cl)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)c(Cl)c1
50,c1nc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)ccc1-c1ccc(F)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccc(F)cc2)cn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccc(F)cc2)cn1
51,c1nc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)ccc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccn1
52,N([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(c1cc2c(cc1)OCO2)=O,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2c(c1)OCO2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2c(c1)OCO2
53,N([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(c1nccc(C)c1)=O,Cc1ccnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1,Cc1ccnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1
54,N([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(c1ncc2ccccc2c1)=O,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc2ccccc2cn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc2ccccc2cn1
55,N([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(c1nc2c(cccc2)s1)=O,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc2ccccc2s1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc2ccccc2s1
56,c1cccc(-c2c(C)c(C(N[C@]34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)=O)nn2C)c1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1
57,c1cccc(-c2c(C)c(C(N[C@]34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)=O)nn2CCC)c1,CCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,CCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1
58,c1cccc(-c2c(C)c(C(NC3CCCCC3)=O)nn2CC2CC2)c1,Cc1c(C(=O)NC2CCCCC2)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(CC2CC2)c1-c1ccccc1
59,c1cccc(-c2c(C)c(C(N[C@]34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)=O)nn2CC)c1,CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1
60,c1cccc(-c2c(C)c(C(NC3CCCC3)=O)nn2CC2CC2)c1,Cc1c(C(=O)NC2CCCC2)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)NC2CCCC2)nn(CC2CC2)c1-c1ccccc1
61,c1ccccc1-c1c(C)c(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)=O)nn1CCCC,CCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,CCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1
62,c1cc(F)ccc1-c1c(C)c(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)=O)nn1C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccc(F)cc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccc(F)cc1
63,c1ccccc1-c1c(C)c(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)=O)n[nH]1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]c1-c1ccccc1
64,c1ccccc1-c1c(C)c(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)=O)n[nH]1,Cc1c(-c2ccccc2)n[nH]c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Cc1c(-c2ccccc2)n[nH]c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
65,[C@H]12C[C@@H]3C[C@H](C1)C[C@@](NC(c1c(C)c(-c4ccccc4)n(C(C)C)n1)=O)(C3)C2,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C(C)C)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C(C)C)c1-c1ccccc1
66,[C@H]12C[C@@H]3C[C@H](C1)C[C@@](NC(c1c(C)c(-c4ccccc4)n(C4CC4)n1)=O)(C3)C2,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CC2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CC2)c1-c1ccccc1
67,C1[C@H]2C[C@@]3(NC(c4nn(CC5CC5)c(-c5ccccc5)c4)=O)C[C@@H]1C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(CC2CC2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(CC2CC2)n1
68,c1cc(-c2n(CC(C)C)nc(C(=O)NC3CCCCC3)c2C)ccc1,Cc1c(C(=O)NC2CCCCC2)nn(CC(C)C)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(CC(C)C)c1-c1ccccc1
69,c1cc(-c2n(CC)nc(C(=O)NC34CC5CC(CC(C3)C5)C4)c2C)ccc1F,CCn1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(C)c1-c1ccc(F)cc1,CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccc(F)cc1
70,c1cc(-c2n(C)nc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5)C4C)c2C)ccc1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2C)C3)nn(C)c1-c1ccccc1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@@H]2C)C3)nn(C)c1-c1ccccc1
71,c1cc(-c2n(C)nc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5)C4C)c2C)ccc1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2C)C3)nn(C)c1-c1ccccc1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1-c1ccccc1
72,c1c(-c2n(CCC)nc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4C)c2C)cccc1,CCCn1nc(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2C)C3)c(C)c1-c1ccccc1,CCCn1nc(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@@H]2C)C3)c(C)c1-c1ccccc1
73,c1c(-c2n(CCC)nc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4C)c2C)cccc1,CCCn1nc(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2C)C3)c(C)c1-c1ccccc1,CCCn1nc(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)c(C)c1-c1ccccc1
74,c1c(-c2n(CCCC)nc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4C)c2C)cccc1,CCCCn1nc(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2C)C3)c(C)c1-c1ccccc1,CCCCn1nc(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@@H]2C)C3)c(C)c1-c1ccccc1
75,c1c(-c2n(CCCC)nc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4C)c2C)cccc1,CCCCn1nc(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2C)C3)c(C)c1-c1ccccc1,CCCCn1nc(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)c(C)c1-c1ccccc1
76,c1(-c2c(C)c(C(NC3CC3)=O)nn2CC(C)C)ccccc1,Cc1c(C(=O)NC2CC2)nn(CC(C)C)c1-c1ccccc1,Cc1c(C(=O)NC2CC2)nn(CC(C)C)c1-c1ccccc1
