sdf_number,annalog,protonated,isomers
15,C(c1n(Nc2cc(S(=O)(=O)O)ccc2)c(-c2ccccc2)cc1)(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)=O,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)n1Nc1cccc(S(=O)(=O)[O-])c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)n1Nc1cccc(S(=O)(=O)[O-])c1
16,[C@H]1([C@H](O)c2ccccc2)C(C)C(=O)N(CCC([C@H](C)C(=O)O)O)C1=O,CC1C(=O)N(CCC(O)[C@H](C)C(=O)[O-])C(=O)[C@H]1[C@H](O)c1ccccc1,C[C@@H]1C(=O)N(CC[C@H](O)[C@H](C)C(=O)[O-])C(=O)[C@H]1[C@H](O)c1ccccc1
17,[C@H]1([C@H](O)c2ccccc2)C(C)C(=O)N(CCC([C@H](C)C(=O)O)O)C1=O,CC1C(=O)N(CCC(O)[C@H](C)C(=O)[O-])C(=O)[C@H]1[C@H](O)c1ccccc1,C[C@H](C(=O)[O-])[C@@H](O)CCN1C(=O)[C@@H]([C@H](O)c2ccccc2)[C@@H](C)C1=O
18,[C@H]1([C@H](O)c2ccccc2)C(C)C(=O)N(CCC([C@H](C)C(=O)O)O)C1=O,CC1C(=O)N(CCC(O)[C@H](C)C(=O)[O-])C(=O)[C@H]1[C@H](O)c1ccccc1,C[C@@H]1C(=O)N(CC[C@@H](O)[C@H](C)C(=O)[O-])C(=O)[C@H]1[C@H](O)c1ccccc1
19,[C@H]1([C@H](O)c2ccccc2)C(C)C(=O)N(CCC([C@H](C)C(=O)O)O)C1=O,CC1C(=O)N(CCC(O)[C@H](C)C(=O)[O-])C(=O)[C@H]1[C@H](O)c1ccccc1,C[C@H](C(=O)[O-])[C@H](O)CCN1C(=O)[C@@H]([C@H](O)c2ccccc2)[C@@H](C)C1=O
20,c1ccc(Cn2c(-c3ccc(F)cc3)c(C)c(C(=O)NC(C)(C)C)c2)cc1,Cc1c(C(=O)NC(C)(C)C)cn(Cc2ccccc2)c1-c1ccc(F)cc1,Cc1c(C(=O)NC(C)(C)C)cn(Cc2ccccc2)c1-c1ccc(F)cc1
21,c1ccc(/C=C/C(=O)O)cc1,O=C([O-])/C=C/c1ccccc1,O=C([O-])/C=C/c1ccccc1
22,c1ccc(Cn2c(-c3cc(Cl)ccc3)c(C)c(C(=O)NCc3ccccc3)c2)cc1,Cc1c(C(=O)NCc2ccccc2)cn(Cc2ccccc2)c1-c1cccc(Cl)c1,Cc1c(C(=O)NCc2ccccc2)cn(Cc2ccccc2)c1-c1cccc(Cl)c1
23,c1ccc(Cn2cc3ccccc3c(C(=O)NC34CC5CC(CC(C3)C5)C4)c2=O)cc1,O=C(NC12CC3CC(CC(C3)C1)C2)c1c(=O)n(Cc2ccccc2)cc2ccccc12,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c(=O)n(Cc2ccccc2)cc2ccccc12
24,[C@H]12C[C@H]3C[C@](NC(=O)c4nn(-c5ccccc5)c(-c5ccccc5)c4)(C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(-c2ccccc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(-c2ccccc2)n1
25,[C@H]12C[C@H]3C[C@](NC(=O)c4nn(Cc5ccccc5C)c(-c5ccccc5)c4C)(C[C@H](C3)C1)C2,Cc1ccccc1Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,Cc1ccccc1Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1
26,[C@H]12C[C@H]3C[C@](NC(=O)c4nn(CC5CCCCC5)c(OC)c4C)(C[C@H](C3)C1)C2,COc1c(C)c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1CC1CCCCC1,COc1c(C)c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1CC1CCCCC1
27,[C@H]12C[C@H]3C[C@](NC(=O)c4nn(Cc5nnn(C)c5)c(-c5ccccc5)c4C)(C[C@H](C3)C1)C2,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2cn(C)nn2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2cn(C)nn2)c1-c1ccccc1
28,[C@H]12C[C@H]3C[C@](NC(=O)c4ccnc(-c5cc(F)ccc5)n4)(C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccnc(-c2cccc(F)c2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccnc(-c2cccc(F)c2)n1
29,C1[C@@H]2[C@H]3CCC(NC(=O)c4nn(CCc5ccccc5)c(-c5ccccc5)c4C)(C3)C12,Cc1c(C(=O)NC23CC[C@@H](C2)[C@H]2CC23)nn(CCc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)N[C@@]23CC[C@@H](C2)[C@H]2C[C@H]23)nn(CCc2ccccc2)c1-c1ccccc1
30,[C@H]12C[C@H]3C[C@](NC(=O)c4c(SCc5cc6ccoc6cc5C)[nH]c[n+]4C)(C[C@H](C3)C1)C2,Cc1cc2occc2cc1CSc1[nH]c[n+](C)c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Cc1cc2occc2cc1CSc1[nH]c[n+](C)c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
31,C1[C@]2(NC(=O)c3c(C)c(-c4ccccc4)n(-c4ccccc4C)n3)C[C@@H]3C[C@H]1C[C@H](C2)C3,Cc1ccccc1-n1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,Cc1ccccc1-n1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1
32,C1[C@]2(NC(=O)c3c(C)c(-c4ccccc4)n(Cc4cc(Cl)ccc4)n3)C[C@@H]3C[C@H]1C[C@H](C2)C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2cccc(Cl)c2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2cccc(Cl)c2)c1-c1ccccc1
33,C1[C@]2(NC(=O)c3c(C)c(-c4ccccc4)n(CCc4ccccc4)n3)C[C@@H]3C[C@H]1CC(=C2)C3,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)nn(CCc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C=C4C[C@H](C[C@H](C4)C2)C3)nn(CCc2ccccc2)c1-c1ccccc1
34,C1[C@]2(NC(=O)N3CCC(C(C)C)CC3)C[C@@H]3C[C@H]1C[C@H](C2)C3,CC(C)C1CCN(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)CC1,CC(C)C1CCN(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)CC1
35,C1[C@]2(NC(=O)c3c(C)c(-c4ccccc4)n(C(C4NCCCCC4)C)n3)C[C@@H]3C[C@H]1C[C@H](C2)C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C(C)C2CCCCC[NH2+]2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn([C@H](C)[C@@H]2CCCCC[NH2+]2)c1-c1ccccc1
36,C1[C@]2(NC(=O)c3c(C)c(-c4ccccc4)n(C(C4NCCCCC4)C)n3)C[C@@H]3C[C@H]1C[C@H](C2)C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C(C)C2CCCCC[NH2+]2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn([C@@H](C)[C@@H]2CCCCC[NH2+]2)c1-c1ccccc1
37,C1[C@]2(NC(=O)c3c(C)c(-c4ccccc4)n(C(C4NCCCCC4)C)n3)C[C@@H]3C[C@H]1C[C@H](C2)C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C(C)C2CCCCC[NH2+]2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn([C@H](C)[C@H]2CCCCC[NH2+]2)c1-c1ccccc1
38,C1[C@]2(NC(=O)c3c(C)c(-c4ccccc4)n(C(C4NCCCCC4)C)n3)C[C@@H]3C[C@H]1C[C@H](C2)C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C(C)C2CCCCC[NH2+]2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn([C@@H](C)[C@H]2CCCCC[NH2+]2)c1-c1ccccc1
39,C(/C=C/C(=O)O)OCC,CCOC/C=C/C(=O)[O-],CCOC/C=C/C(=O)[O-]
40,[C@@H](CN1C(=O)c2c(C)n[nH]c2C(C)=C1c1ccccc1)([C@@H]1C[C@@H](C(O)C)O1)CC(C)C,Cc1c(-c2ccccc2)n(C[C@@H](CC(C)C)[C@@H]2C[C@@H](C(C)O)O2)c(=O)c2c(C)n[nH]c12,Cc1c(-c2ccccc2)n(C[C@@H](CC(C)C)[C@@H]2C[C@@H]([C@H](C)O)O2)c(=O)c2c(C)n[nH]c12
41,[C@@H](CN1C(=O)c2c(C)n[nH]c2C(C)=C1c1ccccc1)([C@@H]1C[C@@H](C(O)C)O1)CC(C)C,Cc1c(-c2ccccc2)n(C[C@@H](CC(C)C)[C@@H]2C[C@@H](C(C)O)O2)c(=O)c2c(C)n[nH]c12,Cc1c(-c2ccccc2)n(C[C@@H](CC(C)C)[C@@H]2C[C@@H]([C@@H](C)O)O2)c(=O)c2c(C)n[nH]c12
42,[C@@H](CN1C(=O)c2c(C)n[nH]c2C(C)=C1c1ccccc1)([C@@H]1C[C@@H](C(O)C)O1)CC(C)C,Cc1nnc2c(C)c(-c3ccccc3)n(C[C@@H](CC(C)C)[C@@H]3C[C@@H](C(C)O)O3)c(O)c1-2,Cc1nnc2c(C)c(-c3ccccc3)n(C[C@@H](CC(C)C)[C@@H]3C[C@@H]([C@H](C)O)O3)c(O)c1-2
43,[C@@H](CN1C(=O)c2c(C)n[nH]c2C(C)=C1c1ccccc1)([C@@H]1C[C@@H](C(O)C)O1)CC(C)C,Cc1nnc2c(C)c(-c3ccccc3)n(C[C@@H](CC(C)C)[C@@H]3C[C@@H](C(C)O)O3)c(O)c1-2,Cc1nnc2c(C)c(-c3ccccc3)n(C[C@@H](CC(C)C)[C@@H]3C[C@@H]([C@@H](C)O)O3)c(O)c1-2
44,[C@@H](CN1C(=O)c2c(C)n[nH]c2C(C)=C1c1ccccc1)([C@@H]1C[C@@H](C(O)C)O1)CC(C)C,Cc1c(-c2ccccc2)n(C[C@@H](CC(C)C)[C@@H]2C[C@@H](C(C)O)O2)c(=O)c2c(C)[nH]nc12,Cc1c(-c2ccccc2)n(C[C@@H](CC(C)C)[C@@H]2C[C@@H]([C@H](C)O)O2)c(=O)c2c(C)[nH]nc12
45,[C@@H](CN1C(=O)c2c(C)n[nH]c2C(C)=C1c1ccccc1)([C@@H]1C[C@@H](C(O)C)O1)CC(C)C,Cc1c(-c2ccccc2)n(C[C@@H](CC(C)C)[C@@H]2C[C@@H](C(C)O)O2)c(=O)c2c(C)[nH]nc12,Cc1c(-c2ccccc2)n(C[C@@H](CC(C)C)[C@@H]2C[C@@H]([C@@H](C)O)O2)c(=O)c2c(C)[nH]nc12
46,C1[C@H]2C[C@]3(NC(/C=C/c4ccccc4)=O)C[C@H](C2)C[C@H]1C3,O=C(/C=C/c1ccccc1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(/C=C/c1ccccc1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
47,C1[C@H]2C[C@]3(NC(c4cc(-c5ccccc5)[nH]n4)=O)C[C@H](C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)[nH]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)[nH]n1
48,C1[C@H]2C[C@]3(NC(c4cc(-c5ccccc5)[nH]n4)=O)C[C@H](C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n[nH]1
49,C1[C@H]2C[C@]3(NC(c4c(C)c(-c5ccccc5)n(Cc5ccc(OC)c(OC)c5)n4)=O)C[C@H](C2)C[C@H]1C3,COc1ccc(Cn2nc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c(C)c2-c2ccccc2)cc1OC,COc1ccc(Cn2nc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c(C)c2-c2ccccc2)cc1OC
50,C1[C@H]2C[C@]3(NC(c4cc(-c5ccncc5)[nH]n4)=O)C[C@H](C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccncc2)[nH]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccncc2)[nH]n1
51,C1[C@H]2C[C@]3(NC(c4cc(-c5ccncc5)[nH]n4)=O)C[C@H](C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccncc2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccncc2)n[nH]1
52,C(c1nn(C)c(-c2cccc(Cl)c2)c1C(N)=O)(=O)N[C@@H]1CCC[C@@H](C2CCCCC2)C1,Cn1nc(C(=O)N[C@@H]2CCC[C@@H](C3CCCCC3)C2)c(C(N)=O)c1-c1cccc(Cl)c1,Cn1nc(C(=O)N[C@@H]2CCC[C@@H](C3CCCCC3)C2)c(C(N)=O)c1-c1cccc(Cl)c1
53,C(c1nn(Cc2ccccc2)c(-c2cccc(Cl)c2)c1C(O)=O)(=O)N[C@@H]1CCCC(CCC)C1,CCCC1CCC[C@@H](NC(=O)c2nn(Cc3ccccc3)c(-c3cccc(Cl)c3)c2C(=O)[O-])C1,CCC[C@@H]1CCC[C@@H](NC(=O)c2nn(Cc3ccccc3)c(-c3cccc(Cl)c3)c2C(=O)[O-])C1
54,C(c1nn(Cc2ccccc2)c(-c2cccc(Cl)c2)c1C(O)=O)(=O)N[C@@H]1CCCC(CCC)C1,CCCC1CCC[C@@H](NC(=O)c2nn(Cc3ccccc3)c(-c3cccc(Cl)c3)c2C(=O)[O-])C1,CCC[C@H]1CCC[C@@H](NC(=O)c2nn(Cc3ccccc3)c(-c3cccc(Cl)c3)c2C(=O)[O-])C1
55,C(c1nn(-c2ccccc2)c(-c2cccc(Cl)c2)c1C(N)=O)(=O)N1CCC[C@@H]([C@H]2C(C)CCCC2)C1,CC1CCCC[C@H]1[C@@H]1CCCN(C(=O)c2nn(-c3ccccc3)c(-c3cccc(Cl)c3)c2C(N)=O)C1,C[C@@H]1CCCC[C@H]1[C@@H]1CCCN(C(=O)c2nn(-c3ccccc3)c(-c3cccc(Cl)c3)c2C(N)=O)C1
56,C(c1nn(-c2ccccc2)c(-c2cccc(Cl)c2)c1C(N)=O)(=O)N1CCC[C@@H]([C@H]2C(C)CCCC2)C1,CC1CCCC[C@H]1[C@@H]1CCCN(C(=O)c2nn(-c3ccccc3)c(-c3cccc(Cl)c3)c2C(N)=O)C1,C[C@H]1CCCC[C@H]1[C@@H]1CCCN(C(=O)c2nn(-c3ccccc3)c(-c3cccc(Cl)c3)c2C(N)=O)C1
57,C(c1nn(C2CCOCC2)c(-c2cccc(Cl)c2)c1C(N)=O)(=O)Nc1ccc(C2CCC(F)(F)CC2)nc1,NC(=O)c1c(C(=O)Nc2ccc(C3CCC(F)(F)CC3)nc2)nn(C2CCOCC2)c1-c1cccc(Cl)c1,NC(=O)c1c(C(=O)Nc2ccc(C3CCC(F)(F)CC3)nc2)nn(C2CCOCC2)c1-c1cccc(Cl)c1
58,C(c1[nH]nc(-c2cccc(Cl)c2)c1C(N)=O)(=O)Nc1cnc(Cl)c(C2CCCC2)c1,NC(=O)c1c(-c2cccc(Cl)c2)n[nH]c1C(=O)Nc1cnc(Cl)c(C2CCCC2)c1,NC(=O)c1c(-c2cccc(Cl)c2)n[nH]c1C(=O)Nc1cnc(Cl)c(C2CCCC2)c1
59,C(c1[nH]nc(-c2cccc(Cl)c2)c1C(N)=O)(=O)Nc1cnc(Cl)c(C2CCCC2)c1,NC(=O)c1c(C(=O)Nc2cnc(Cl)c(C3CCCC3)c2)n[nH]c1-c1cccc(Cl)c1,NC(=O)c1c(C(=O)Nc2cnc(Cl)c(C3CCCC3)c2)n[nH]c1-c1cccc(Cl)c1
60,C(c1nn(C(C)C)c(-c2cccc(Cl)c2)c1C(N(C)C)=O)(=O)N[C@@H]1CC(C2CC2)CCC1,CC(C)n1nc(C(=O)N[C@H]2CCCC(C3CC3)C2)c(C(=O)N(C)C)c1-c1cccc(Cl)c1,CC(C)n1nc(C(=O)N[C@H]2CCC[C@H](C3CC3)C2)c(C(=O)N(C)C)c1-c1cccc(Cl)c1
61,C(c1nn(C(C)C)c(-c2cccc(Cl)c2)c1C(N(C)C)=O)(=O)N[C@@H]1CC(C2CC2)CCC1,CC(C)n1nc(C(=O)N[C@H]2CCCC(C3CC3)C2)c(C(=O)N(C)C)c1-c1cccc(Cl)c1,CC(C)n1nc(C(=O)N[C@H]2CCC[C@@H](C3CC3)C2)c(C(=O)N(C)C)c1-c1cccc(Cl)c1
62,C(c1nn(-c2cccc(Cl)c2)c(-c2cccc(Cl)c2)c1C(N)=O)O[C@@H]1CC[C@@H]([C@H]2CCC2)CC1,NC(=O)c1c(CO[C@H]2CC[C@H](C3CCC3)CC2)nn(-c2cccc(Cl)c2)c1-c1cccc(Cl)c1,NC(=O)c1c(CO[C@H]2CC[C@H](C3CCC3)CC2)nn(-c2cccc(Cl)c2)c1-c1cccc(Cl)c1
63,c1(Cn2c(-c3cc(Cl)ccc3)c(C(N)=O)c(C(NC3CCCCC3)=O)n2)ccccc1,NC(=O)c1c(C(=O)NC2CCCCC2)nn(Cc2ccccc2)c1-c1cccc(Cl)c1,NC(=O)c1c(C(=O)NC2CCCCC2)nn(Cc2ccccc2)c1-c1cccc(Cl)c1
64,c1(Cn2c(-c3cc(Cl)ccc3)c(C(N)=O)c(C(N[C@@H]3CCC[C@@H](C4CCCCC4)C3)=O)n2)ccccc1,NC(=O)c1c(C(=O)N[C@@H]2CCC[C@@H](C3CCCCC3)C2)nn(Cc2ccccc2)c1-c1cccc(Cl)c1,NC(=O)c1c(C(=O)N[C@@H]2CCC[C@@H](C3CCCCC3)C2)nn(Cc2ccccc2)c1-c1cccc(Cl)c1
65,c1(Cn2c(-c3cc(C(F)(F)F)ccc3)c(C(N)=O)c(C(NCCO)=O)n2)ccccc1,NC(=O)c1c(C(=O)NCCO)nn(Cc2ccccc2)c1-c1cccc(C(F)(F)F)c1,NC(=O)c1c(C(=O)NCCO)nn(Cc2ccccc2)c1-c1cccc(C(F)(F)F)c1
66,c1(Cn2c(-c3cc(Cl)ccc3)c(C(N)=O)c(C(NCc3ccc(C4CCN(C)CC4)cn3)=O)n2)ccccc1,C[NH+]1CCC(c2ccc(CNC(=O)c3nn(Cc4ccccc4)c(-c4cccc(Cl)c4)c3C(N)=O)nc2)CC1,C[N@H+]1CC[C@@H](c2ccc(CNC(=O)c3nn(Cc4ccccc4)c(-c4cccc(Cl)c4)c3C(N)=O)nc2)CC1
67,c1(Cn2c(-c3cc(Cl)ccc3)c(C(N)=O)c(C(NCc3ccc(C4CCN(C)CC4)cn3)=O)n2)ccccc1,C[NH+]1CCC(c2ccc(CNC(=O)c3nn(Cc4ccccc4)c(-c4cccc(Cl)c4)c3C(N)=O)nc2)CC1,C[N@H+]1CC[C@H](c2ccc(CNC(=O)c3nn(Cc4ccccc4)c(-c4cccc(Cl)c4)c3C(N)=O)nc2)CC1
68,C1Cn2c(-c3ccc(F)cc3)c(C(N[C@@H]3CCC[C@@H](C4CCCCC4)C3)=O)n2C[C@@H]2CCCCC21,O=C(N[C@@H]1CCC[C@@H](C2CCCCC2)C1)c1c(-c2ccc(F)cc2)n2n1C[C@@H]1CCCCC1CC2,O=C(N[C@@H]1CCC[C@@H](C2CCCCC2)C1)c1c(-c2ccc(F)cc2)n2n1C[C@@H]1CCCC[C@@H]1CC2
69,C1Cn2c(-c3ccc(F)cc3)c(C(N[C@@H]3CCC[C@@H](C4CCCCC4)C3)=O)n2C[C@@H]2CCCCC21,O=C(N[C@@H]1CCC[C@@H](C2CCCCC2)C1)c1c(-c2ccc(F)cc2)n2n1C[C@@H]1CCCCC1CC2,O=C(N[C@@H]1CCC[C@@H](C2CCCCC2)C1)c1c(-c2ccc(F)cc2)n2n1C[C@@H]1CCCC[C@H]1CC2
70,c1cc(-n2c(-c3cc(Cl)ccc3)c(C(N)=O)c(C(N[C@@H]3CC[C@@H]4[C@](C)(CC[C@@H]4CC)S3)=O)n2)ccc1C,CC[C@H]1CC[C@]2(C)S[C@H](NC(=O)c3nn(-c4ccc(C)cc4)c(-c4cccc(Cl)c4)c3C(N)=O)CC[C@@H]12,CC[C@H]1CC[C@]2(C)S[C@H](NC(=O)c3nn(-c4ccc(C)cc4)c(-c4cccc(Cl)c4)c3C(N)=O)CC[C@@H]12
71,c1(Cn2c(-c3cc(Cl)ccc3)c(C(Nn3nnc(-c4cccs4)c3)=O)n2C)cc(C)ccc1,Cc1cccc(Cn2c(-c3cccc(Cl)c3)c(C(=O)Nn3cc(-c4cccs4)nn3)n2C)c1,Cc1cccc(Cn2c(-c3cccc(Cl)c3)c(C(=O)Nn3cc(-c4cccs4)nn3)n2C)c1
