sdf_number,annalog,protonated,isomers
60,C1CCN(C(=O)c2sc(-c3ccccc3)nn2)CC1,O=C(c1nnc(-c2ccccc2)s1)N1CCCCC1,O=C(c1nnc(-c2ccccc2)s1)N1CCCCC1
61,Clc1ccc(-c2nnc(C(N3CCCCC3)=O)o2)cc1,O=C(c1nnc(-c2ccc(Cl)cc2)o1)N1CCCCC1,O=C(c1nnc(-c2ccc(Cl)cc2)o1)N1CCCCC1
62,Fc1ccc(-c2nnc(C(N3CCCCC3)=O)o2)cc1,O=C(c1nnc(-c2ccc(F)cc2)o1)N1CCCCC1,O=C(c1nnc(-c2ccc(F)cc2)o1)N1CCCCC1
63,c1ccc(-c2nnc(C(N3CCCCC3)=O)o2)cc1Cl,O=C(c1nnc(-c2cccc(Cl)c2)o1)N1CCCCC1,O=C(c1nnc(-c2cccc(Cl)c2)o1)N1CCCCC1
64,c1ccc(-c2nnc(C(N3CCCCC3)=O)o2)cc1F,O=C(c1nnc(-c2cccc(F)c2)o1)N1CCCCC1,O=C(c1nnc(-c2cccc(F)c2)o1)N1CCCCC1
65,C1CCCCN1C(=O)c1oc(C2CCCCC2)nn1,O=C(c1nnc(C2CCCCC2)o1)N1CCCCC1,O=C(c1nnc(C2CCCCC2)o1)N1CCCCC1
66,[C@H]12C[C@@]3(NC(c4ccccc4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccc1
67,[C@H]12C[C@@]3(NC(c4ccco4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccco1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccco1
68,[C@H]12C[C@@]3(NC(c4ccc(Cl)o4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)o1
69,[C@H]12C[C@@]3(NC(c4cccs4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccs1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccs1
70,[C@H]12C[C@@]3(NC(c4ccc(Cl)s4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)s1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)s1
71,[C@H]12C[C@@]3(NC(C)=O)C[C@H](C[C@@H](C1)C3)C2,CC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
72,[C@H]12C[C@@]3(NC(c4ccc(Br)o4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Br)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Br)o1
73,Cc1ccc(C(NC23CC4CC(C2)CC(C3)C4)=O)o1,Cc1ccc(C(=O)NC23CC4CC(CC(C4)C2)C3)o1,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)o1
74,Fc1ccc(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(F)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(F)o1
75,C(=O)(N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3)c1cnc(C)o1,Cc1ncc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)o1,Cc1ncc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)o1
76,C(=O)(N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3)c1ncc(C)o1,Cc1cnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)o1,Cc1cnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)o1
77,C1[C@H]2C[C@@H]3C[C@@](NC(c4sc(C)cc4)=O)(C[C@H]1C3)C2,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)s1,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)s1
78,C1[C@H]2C[C@@H]3C[C@@](O)(C[C@H]1C3)C2,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
79,C1[C@H]2C[C@H]3C[C@]1(NC(c1ncn[nH]1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncn[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncn[nH]1
80,C1[C@H]2C[C@H]3C[C@]1(NC(c1ncn[nH]1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc[nH]1
81,C1[C@H]2C[C@H]3C[C@]1(NC(c1ncn[nH]1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc[nH]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc[nH]n1
82,C1[C@H]2C[C@H]3C[C@]1(NC(c1nn[nH]n1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nn[n-]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nn[n-]n1
83,C1[C@H]2C[C@H]3C[C@]1(NC(c1ncon1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncon1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncon1
84,C1[C@H]2C[C@H]3C[C@]1(NC(c1nc[nH]c1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]cn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]cn1
85,C1[C@H]2C[C@H]3C[C@]1(NC(c1nc[nH]c1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc[nH]1
86,C1[C@H]2C[C@H]3C[C@]1(NC(c1nc[nH]c1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]c[nH+]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]c[nH+]1
87,C1[C@H]2C[C@H]3C[C@]1(NC(c1cc[nH]n1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc[nH]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc[nH]n1
88,C1[C@H]2C[C@H]3C[C@]1(NC(c1cc[nH]n1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccn[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccn[nH]1
89,C1[C@H]2C[C@H]3C[C@]1(NC(c1c[nH]nn1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]nn1
90,C1[C@H]2C[C@H]3C[C@]1(NC(c1c[nH]nn1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnn[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnn[nH]1
91,C1[C@H]2C[C@H]3C[C@]1(NC(c1c[nH]nn1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cn[nH]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cn[nH]n1
92,[C@H]12C[C@@H]3C[C@H](C1)C[C@](C(=O)OC)(C2)C3,COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
93,[C@H]12C[C@@H]3C[C@H](C1)C[C@](NC(=O)c1[nH]nnn1)(C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnn[n-]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnn[n-]1
94,[C@H]12C[C@@H]3C[C@H](C1)C[C@](NC(=O)C(=O)OC)(C2)C3,COC(=O)C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,COC(=O)C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
95,c1c(-c2cc(C(NC3CCCC3)=O)nn2C)cccc1,Cn1nc(C(=O)NC2CCCC2)cc1-c1ccccc1,Cn1nc(C(=O)NC2CCCC2)cc1-c1ccccc1
96,c1c(-c2cc(C(Nc3ccccc3)=O)nn2C)cccc1,Cn1nc(C(=O)Nc2ccccc2)cc1-c1ccccc1,Cn1nc(C(=O)Nc2ccccc2)cc1-c1ccccc1
97,c1c(-c2cc(C(NC3CC3)=O)nn2C)cccc1,Cn1nc(C(=O)NC2CC2)cc1-c1ccccc1,Cn1nc(C(=O)NC2CC2)cc1-c1ccccc1
98,c1c(-c2cc(C(NC3CCCCC3)=O)cn2C)cccc1,Cn1cc(C(=O)NC2CCCCC2)cc1-c1ccccc1,Cn1cc(C(=O)NC2CCCCC2)cc1-c1ccccc1
99,c1c(-c2cc(C(NC3CCCCC3)=O)n[nH]2)cccc1,O=C(NC1CCCCC1)c1cc(-c2ccccc2)[nH]n1,O=C(NC1CCCCC1)c1cc(-c2ccccc2)[nH]n1
100,c1c(-c2cc(C(NC3CCCCC3)=O)n[nH]2)cccc1,O=C(NC1CCCCC1)c1cc(-c2ccccc2)n[nH]1,O=C(NC1CCCCC1)c1cc(-c2ccccc2)n[nH]1
