sdf_number,annalog,protonated,isomers,docking_energy,cluster
19,[C@H]12C[C@H]3C[C@](NC(=O)c4ncc(-c5ccccc5)nn4)(C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncc(-c2ccccc2)nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncc(-c2ccccc2)nn1,-11.177,1
20,[C@H]12C[C@H]3C[C@](NC(=O)c4nc(C)c(-c5ccccc5)cn4)(C[C@H](C3)C1)C2,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)ncc1-c1ccccc1,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)ncc1-c1ccccc1,-11.694,7
21,[C@H]12C[C@H]3C[C@](NC(=O)c4ncc(-c5ccccc5)cn4)(C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncc(-c2ccccc2)cn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncc(-c2ccccc2)cn1,-11.332,1
22,[C@H]12C[C@H]3C[C@](NC(=O)c4nc5c(cc4)OCO5)(C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2c(n1)OCO2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2c(n1)OCO2,-9.472,44
23,[C@H]12C[C@H]3C[C@](NC(=O)c4ncc(-c5ccccc5)nc4)(C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc(-c2ccccc2)cn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc(-c2ccccc2)cn1,-11.208,18
24,[C@H]12C[C@H]3C[C@](NC(=O)c4nccc(-c5ccccc5)n4)(C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nccc(-c2ccccc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nccc(-c2ccccc2)n1,-10.771,1
25,[C@H]12C[C@H]3C[C@](NC(=O)c4nc5ccccc5n4C)(C[C@H](C3)C1)C2,Cn1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc2ccccc21,Cn1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc2ccccc21,-9.94,43
26,[C@H]12C[C@H]3C[C@](NC(=O)c4nc5ccccc5n4C)(C[C@H](C3)C1)C2,Cn1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH+]c2ccccc21,Cn1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH+]c2ccccc21,-9.94,42
27,[C@H]12C[C@H]3C[C@](NC(=O)c4nc(C)c(-c5ccccc5)c(C)n4)([C@H](C3)C1)C2,Cc1nc(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@H]2C4)C3)nc(C)c1-c1ccccc1,Cc1nc(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@H]2C4)C3)nc(C)c1-c1ccccc1,-11.248,41
28,n1c(C(NC2CCCCC2)=O)nc(C)c(-c2ccccc2)c1C,Cc1nc(C(=O)NC2CCCCC2)nc(C)c1-c1ccccc1,Cc1nc(C(=O)NC2CCCCC2)nc(C)c1-c1ccccc1,-9.831,10
29,n1c(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)nc2c(cccc2)c1C,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc2ccccc12,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc2ccccc12,-10.699,6
30,n1c(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)nc(C)cc1C,Cc1cc(C)nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,Cc1cc(C)nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,-9.903,6
31,n1c(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)ncc(C)c1C,Cc1cnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1C,Cc1cnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1C,-9.091,6
32,c1(C(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)=O)nc(C)c(C2CCCCC2)c(C)n1,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(C)c1C1CCCCC1,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(C)c1C1CCCCC1,-11.845,6
33,c1(C(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)=O)nc(C)c(C(F)(F)F)c(C)n1,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(C)c1C(F)(F)F,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(C)c1C(F)(F)F,-10.244,6
34,c1c(-c2c(C)nc(C(NCc3ccccc3)=O)nc2C)cccc1,Cc1nc(C(=O)NCc2ccccc2)nc(C)c1-c1ccccc1,Cc1nc(C(=O)NCc2ccccc2)nc(C)c1-c1ccccc1,-9.942,10
35,c1c(-c2c(C)nc(C(NC3CC3)=O)nc2C)cccc1,Cc1nc(C(=O)NC2CC2)nc(C)c1-c1ccccc1,Cc1nc(C(=O)NC2CC2)nc(C)c1-c1ccccc1,-9.313,10
36,c1c(-c2c(C)nc(C(NC3CCCC3)=O)nc2C)cccc1,Cc1nc(C(=O)NC2CCCC2)nc(C)c1-c1ccccc1,Cc1nc(C(=O)NC2CCCC2)nc(C)c1-c1ccccc1,-9.64,10
37,c1c(-c2c(C)nc(C(NCC3CCCCC3)=O)nc2C)cccc1,Cc1nc(C(=O)NCC2CCCCC2)nc(C)c1-c1ccccc1,Cc1nc(C(=O)NCC2CCCCC2)nc(C)c1-c1ccccc1,-10.116,10
38,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(Cc5ccccc5)[nH]4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(Cc2ccccc2)[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(Cc2ccccc2)[nH]1,-11.071,5
39,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(Cc5ccccc5)[nH]4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(Cc2ccccc2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(Cc2ccccc2)n[nH]1,-10.623,17
40,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(Cc5ccccc5)[nH]4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(Cc2ccccc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(Cc2ccccc2)n1,-10.898,1
41,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(C)[nH]4)=O)(C2)C[C@H]1C3,Cc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]1,Cc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]1,-9.096,5
42,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(C)[nH]4)=O)(C2)C[C@H]1C3,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]1,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]1,-9.171,1
43,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(C)[nH]4)=O)(C2)C[C@H]1C3,Cc1n[nH]c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,Cc1n[nH]c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,-9.085,9
44,C1[C@H]2C[C@@H]3C[C@](O)(C2)C[C@H]1C3,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-6.239,40
45,C1[C@H]2C[C@@H]3C[C@](NC(c4n[nH]c(-c5ccccc5)n4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(-c2ccccc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(-c2ccccc2)n1,-10.64,1
46,C1[C@H]2C[C@@H]3C[C@](NC(c4n[nH]c(-c5ccccc5)n4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccccc2)[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccccc2)[nH]1,-10.649,1
47,C1[C@H]2C[C@@H]3C[C@](NC(c4n[nH]c(-c5ccccc5)n4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(-c2ccccc2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(-c2ccccc2)n[nH]1,-10.506,1
48,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(C(C)(C)C)[nH]4)=O)(C2)C[C@H]1C3,CC(C)(C)c1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]1,CC(C)(C)c1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]1,-9.236,5
49,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(C(C)(C)C)[nH]4)=O)(C2)C[C@H]1C3,CC(C)(C)c1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]1,CC(C)(C)c1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]1,-9.332,24
50,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(C(C)(C)C)[nH]4)=O)(C2)C[C@H]1C3,CC(C)(C)c1n[nH]c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,CC(C)(C)c1n[nH]c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,-9.277,9
51,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(-c5ccncc5)[nH]4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccncc2)[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccncc2)[nH]1,-9.735,16
52,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(-c5ccncc5)[nH]4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(-c2ccncc2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(-c2ccncc2)n[nH]1,-9.74,16
53,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(-c5ccncc5)[nH]4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(-c2ccncc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(-c2ccncc2)n1,-9.718,1
54,c1cc(-c2nnc(C(NC3CCCCC3)=O)[nH]2)ccc1,O=C(NC1CCCCC1)c1nnc(-c2ccccc2)[nH]1,O=C(NC1CCCCC1)c1nnc(-c2ccccc2)[nH]1,-8.914,15
55,c1cc(-c2nnc(C(NC3CCCCC3)=O)[nH]2)ccc1,O=C(NC1CCCCC1)c1nc(-c2ccccc2)n[nH]1,O=C(NC1CCCCC1)c1nc(-c2ccccc2)n[nH]1,-8.846,4
56,c1cc(-c2nnc(C(NC3CCCCC3)=O)[nH]2)ccc1,O=C(NC1CCCCC1)c1n[nH]c(-c2ccccc2)n1,O=C(NC1CCCCC1)c1n[nH]c(-c2ccccc2)n1,-8.834,3
57,c1cc(-c2nnc(C(NCc3ccccc3)=O)[nH]2)ccc1,O=C(NCc1ccccc1)c1nnc(-c2ccccc2)[nH]1,O=C(NCc1ccccc1)c1nnc(-c2ccccc2)[nH]1,-9.316,23
58,c1cc(-c2nnc(C(NCc3ccccc3)=O)[nH]2)ccc1,O=C(NCc1ccccc1)c1nc(-c2ccccc2)n[nH]1,O=C(NCc1ccccc1)c1nc(-c2ccccc2)n[nH]1,-9.281,22
59,c1cc(-c2nnc(C(NCc3ccccc3)=O)[nH]2)ccc1,O=C(NCc1ccccc1)c1n[nH]c(-c2ccccc2)n1,O=C(NCc1ccccc1)c1n[nH]c(-c2ccccc2)n1,-9.306,21
60,c1cc(-c2nnc(C(NC3CCCCCC3)=O)[nH]2)ccc1,O=C(NC1CCCCCC1)c1nnc(-c2ccccc2)[nH]1,O=C(NC1CCCCCC1)c1nnc(-c2ccccc2)[nH]1,-6.773,15
61,c1cc(-c2nnc(C(NC3CCCCCC3)=O)[nH]2)ccc1,O=C(NC1CCCCCC1)c1nc(-c2ccccc2)n[nH]1,O=C(NC1CCCCCC1)c1nc(-c2ccccc2)n[nH]1,-6.744,4
62,c1cc(-c2nnc(C(NC3CCCCCC3)=O)[nH]2)ccc1,O=C(NC1CCCCCC1)c1n[nH]c(-c2ccccc2)n1,O=C(NC1CCCCCC1)c1n[nH]c(-c2ccccc2)n1,-6.936,3
63,c1cc(-c2nnc(C(Nc3ccccc3)=O)[nH]2)ccc1,O=C(Nc1ccccc1)c1nnc(-c2ccccc2)[nH]1,O=C(Nc1ccccc1)c1nnc(-c2ccccc2)[nH]1,-9.082,23
64,c1cc(-c2nnc(C(Nc3ccccc3)=O)[nH]2)ccc1,O=C(Nc1ccccc1)c1nc(-c2ccccc2)n[nH]1,O=C(Nc1ccccc1)c1nc(-c2ccccc2)n[nH]1,-9.018,22
65,c1cc(-c2nnc(C(Nc3ccccc3)=O)[nH]2)ccc1,O=C(Nc1ccccc1)c1n[nH]c(-c2ccccc2)n1,O=C(Nc1ccccc1)c1n[nH]c(-c2ccccc2)n1,-9.06,21
66,c1cc(-c2nnc(C(NC(C)(C)C)=O)[nH]2)ccc1,CC(C)(C)NC(=O)c1nnc(-c2ccccc2)[nH]1,CC(C)(C)NC(=O)c1nnc(-c2ccccc2)[nH]1,-8.499,23
67,c1cc(-c2nnc(C(NC(C)(C)C)=O)[nH]2)ccc1,CC(C)(C)NC(=O)c1nc(-c2ccccc2)n[nH]1,CC(C)(C)NC(=O)c1nc(-c2ccccc2)n[nH]1,-8.509,22
68,c1cc(-c2nnc(C(NC(C)(C)C)=O)[nH]2)ccc1,CC(C)(C)NC(=O)c1n[nH]c(-c2ccccc2)n1,CC(C)(C)NC(=O)c1n[nH]c(-c2ccccc2)n1,-8.501,21
69,c1cc(-c2nnc(C(N3CCCCC3)=O)[nH]2)ccc1,O=C(c1nnc(-c2ccccc2)[nH]1)N1CCCCC1,O=C(c1nnc(-c2ccccc2)[nH]1)N1CCCCC1,-9.114,39
70,c1cc(-c2nnc(C(N3CCCCC3)=O)[nH]2)ccc1,O=C(c1nc(-c2ccccc2)n[nH]1)N1CCCCC1,O=C(c1nc(-c2ccccc2)n[nH]1)N1CCCCC1,-8.725,38
71,c1cc(-c2nnc(C(N3CCCCC3)=O)[nH]2)ccc1,O=C(c1n[nH]c(-c2ccccc2)n1)N1CCCCC1,O=C(c1n[nH]c(-c2ccccc2)n1)N1CCCCC1,-9.214,37
72,c1cc(-c2nnc(C(NC3CCCCC3)=O)[nH]2)ccc1Cl,O=C(NC1CCCCC1)c1nnc(-c2ccc(Cl)cc2)[nH]1,O=C(NC1CCCCC1)c1nnc(-c2ccc(Cl)cc2)[nH]1,-9.217,4
73,c1cc(-c2nnc(C(NC3CCCCC3)=O)[nH]2)ccc1Cl,O=C(NC1CCCCC1)c1nc(-c2ccc(Cl)cc2)n[nH]1,O=C(NC1CCCCC1)c1nc(-c2ccc(Cl)cc2)n[nH]1,-9.158,4
74,c1cc(-c2nnc(C(NC3CCCCC3)=O)[nH]2)ccc1Cl,O=C(NC1CCCCC1)c1n[nH]c(-c2ccc(Cl)cc2)n1,O=C(NC1CCCCC1)c1n[nH]c(-c2ccc(Cl)cc2)n1,-9.112,3
75,c1cc(-c2nnc(C(NC3CCCCC3)=O)[nH]2)ccc1F,O=C(NC1CCCCC1)c1nnc(-c2ccc(F)cc2)[nH]1,O=C(NC1CCCCC1)c1nnc(-c2ccc(F)cc2)[nH]1,-9.052,3
76,c1cc(-c2nnc(C(NC3CCCCC3)=O)[nH]2)ccc1F,O=C(NC1CCCCC1)c1nc(-c2ccc(F)cc2)n[nH]1,O=C(NC1CCCCC1)c1nc(-c2ccc(F)cc2)n[nH]1,-9.018,3
77,c1cc(-c2nnc(C(NC3CCCCC3)=O)[nH]2)ccc1F,O=C(NC1CCCCC1)c1n[nH]c(-c2ccc(F)cc2)n1,O=C(NC1CCCCC1)c1n[nH]c(-c2ccc(F)cc2)n1,-9.244,3
78,C(=O)(c1nnc(C2CCCCC2)[nH]1)N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(C2CCCCC2)[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(C2CCCCC2)[nH]1,-10.579,5
79,C(=O)(c1nnc(C2CCCCC2)[nH]1)N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(C2CCCCC2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(C2CCCCC2)n[nH]1,-10.49,8
80,C(=O)(c1nnc(C2CCCCC2)[nH]1)N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(C2CCCCC2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(C2CCCCC2)n1,-10.566,8
81,C(=O)(c1nnc[nH]1)N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc[nH]1,-8.523,5
82,C(=O)(c1nnc[nH]1)N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncn[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncn[nH]1,-8.495,27
83,C(=O)(c1nnc[nH]1)N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc[nH]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc[nH]n1,-8.548,36
84,[C@H]12C[C@@H]3C[C@H](C1)C[C@@](NC(=O)c1[nH]nnn1)(C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnn[n-]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnn[n-]1,-8.47,35
85,[C@H]12C[C@@H]3C[C@H](C1)C[C@@](C(=O)Nc1[nH]c(-c4ccccc4)nn1)(C3)C2,O=C(Nc1nnc(-c2ccccc2)[nH]1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(Nc1nnc(-c2ccccc2)[nH]1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-10.752,20
86,[C@H]12C[C@@H]3C[C@H](C1)C[C@@](C(=O)Nc1[nH]c(-c4ccccc4)nn1)(C3)C2,O=C(Nc1nc(-c2ccccc2)n[nH]1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(Nc1nc(-c2ccccc2)n[nH]1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-10.845,20
87,[C@H]12C[C@@H]3C[C@H](C1)C[C@@](C(=O)Nc1[nH]c(-c4ccccc4)nn1)(C3)C2,O=C(Nc1n[nH]c(-c2ccccc2)n1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(Nc1n[nH]c(-c2ccccc2)n1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-10.798,20
88,c1ccc(-c2n(-c3ccccc3)nc(C(NCc3ccccc3)=O)c2C)cc1,Cc1c(C(=O)NCc2ccccc2)nn(-c2ccccc2)c1-c1ccccc1,Cc1c(C(=O)NCc2ccccc2)nn(-c2ccccc2)c1-c1ccccc1,-10.293,0
89,Clc1ccc(-c2n(-c3ccccc3)nc(C(Nc3ccccc3)=O)c2C)cc1,Cc1c(C(=O)Nc2ccccc2)nn(-c2ccccc2)c1-c1ccc(Cl)cc1,Cc1c(C(=O)Nc2ccccc2)nn(-c2ccccc2)c1-c1ccc(Cl)cc1,-10.88,0
90,c1ccc(-c2n(-c3ccccc3)nc(C(NC3CCCCC3)=O)c2C)cc1,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccccc2)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccccc2)c1-c1ccccc1,-10.286,0
