sdf_number,annalog,protonated,isomers,docking_energy
31,[C@H]12C[C@H]3C[C@](NC(=O)OCC)(C[C@H](C3)C1)C2,CCOC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCOC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.581
32,C(=C)C(NC1C2CC3CC(CC1C3)C2)=O,C=CC(=O)NC1C2CC3CC(C2)CC1C3,C=CC(=O)N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3,-7.991
33,C(=C)(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)OC,C=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)OC,C=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)OC,-7.269
34,C(=C)(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)OC,COC(C)=N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CO/C(C)=N/[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.7
35,C(=C)(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)OC,COC(C)=N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CO/C(C)=N\[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.303
36,C(=O)(CCC)NC12CC3CC(CC(C1)C3)C2,CCCC(=O)NC12CC3CC(CC(C3)C1)C2,CCCC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.865
37,CCCCC(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)=O,CCCCC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCCCC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-8.135
38,C1CC1C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)=O,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CC1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CC1,-7.952
39,CC(C)C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)=O,CC(C)C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CC(C)C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.956
40,CCCCCC(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)=O,CCCCCC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCCCCC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-8.539
41,N(C(=O)c1ccsn1)[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccsn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccsn1,-8.475
42,N(C(=O)c1ccco1)[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccco1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccco1,-8.839
43,N(C(=O)c1sccn1)[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nccs1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nccs1,-8.275
44,N(C(=O)c1cc[nH]n1)[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc[nH]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc[nH]n1,-8.71
45,N(C(=O)c1cc[nH]n1)[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccn[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccn[nH]1,-8.643
46,N(C(=O)c1ccno1)[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccno1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccno1,-8.608
47,N(C(=O)c1ccsc1)[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccsc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccsc1,-8.503
48,N(C(=O)c1cccs1)[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccs1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccs1,-8.683
49,C1[C@H]2C[C@H]3C[C@@H]1C[C@](NC(=O)c1ccoc1)(C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccoc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccoc1,-8.679
50,C1[C@H]2C[C@H]3C[C@@H]1C[C@](C(=O)OC)(C3)C2,COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.17
51,C1[C@H]2C[C@H]3C[C@@H]1C[C@](NC(=O)c1occn1)(C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncco1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncco1,-8.518
52,O=C(c1nocc1)NC12CC3CC(CC(C1)C3)C2,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccon1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccon1,-8.68
53,O=C(c1ncsc1)N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cscn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cscn1,-8.425
54,[C@H]12C[C@H]3C[C@H](C[C@@](C(O)=O)(C1)C3)C2,O=C([O-])[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C([O-])[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.06
