sdf_number,annalog,protonated,isomers,docking_energy
40,C1C2CC3CC1C(NC(=O)c1nn(CCCCCO)c(-c4ccccc4)c1C)(C2)C3,Cc1c(C(=O)NC23CC4CC(CC2C4)C3)nn(CCCCCO)c1-c1ccccc1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@H]2C4)C3)nn(CCCCCO)c1-c1ccccc1,-10.537
41,C1C2CC3(NC(=O)c4nn(CCCOC)c(-c5ccccc5)c4C)CC(CC1C3)C2,COCCCn1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(C)c1-c1ccccc1,COCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,-10.84
42,C1C2CC3(NC(=O)c4nn(Cc5ccccc5)c(C)c4C)CC(CC1C3)C2,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(Cc2ccccc2)c1C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2ccccc2)c1C,-11.775
43,C12CC3(NC(=O)c4nn(CCCCO)c(-c5ccccc5)c4C)CC(CC1C3)C2,Cc1c(C(=O)NC23CC4CC(C2)C(C4)C3)nn(CCCCO)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@@H]4C[C@H](C2)[C@@H](C4)C3)nn(CCCCO)c1-c1ccccc1,-10.373
44,C1C2CC3(NC(=O)c4nnc(-c5ccccc5)n4C)CC(CC1C3)C2,Cn1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nnc1-c1ccccc1,Cn1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1-c1ccccc1,-10.768
45,C1C2CC3(NC(=O)c4noc(-c5ccccc5)c4C)CC(CC1C3)C2,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)noc1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)noc1-c1ccccc1,-11.167
46,C12CC3(NC(=O)c4nn(CCCO)c(-c5ccccc5)c4C)CC(CC1C3)C2,Cc1c(C(=O)NC23CC4CC(C2)C(C4)C3)nn(CCCO)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@@H]4C[C@H](C2)[C@@H](C4)C3)nn(CCCO)c1-c1ccccc1,-10.257
47,C1C2CC3(NC(=O)c4cnn(CCCCCO)c4C)CC(CC1C3)C2,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)cnn1CCCCCO,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cnn1CCCCCO,-9.077
48,C1C2CC3(NC(=O)c4onc(-c5ccccc5)c4C)CC(CC1C3)C2,Cc1c(-c2ccccc2)noc1C(=O)NC12CC3CC(CC(C3)C1)C2,Cc1c(-c2ccccc2)noc1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-11.18
49,C1(NC(=O)c2nn(CCCCCO)c(-c3ccccc3)c2C)CCCC1,Cc1c(C(=O)NC2CCCC2)nn(CCCCCO)c1-c1ccccc1,Cc1c(C(=O)NC2CCCC2)nn(CCCCCO)c1-c1ccccc1,-9.119
50,C12CC3(NC(=O)c4nn(CCO)c(-c5ccccc5)c4C)CC(CC1C3)C2,Cc1c(C(=O)NC23CC4CC(C2)C(C4)C3)nn(CCO)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@@H]4C[C@H](C2)[C@@H](C4)C3)nn(CCO)c1-c1ccccc1,-10.356
51,C1C2CC3(NC(=O)c4cn(CCCCO)c(-c5ccccc5)c4C)CC(CC1C3)C2,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)cn(CCCCO)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(CCCCO)c1-c1ccccc1,-10.996
52,C12CC3(NC(=O)c4nn(CCCCCO)c(-c5ccccc5)c4C)CC(CC1C3)C2,Cc1c(C(=O)NC23CC4CC(C2)C(C4)C3)nn(CCCCCO)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@@H]4C[C@H](C2)[C@@H](C4)C3)nn(CCCCCO)c1-c1ccccc1,-10.668
53,C1C2CC3(NC(=O)c4n(C)nc(-c5ccccc5)c4C)CC(CC1C3)C2,Cc1c(-c2ccccc2)nn(C)c1C(=O)NC12CC3CC(CC(C3)C1)C2,Cc1c(-c2ccccc2)nn(C)c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-11.15
54,C1C2CC3(NC(=O)c4nn(CCCO)c(-c5ccccc5)c4)CC(CC1C3)C2,O=C(NC12CC3CC(CC(C3)C1)C2)c1cc(-c2ccccc2)n(CCCO)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(CCCO)n1,-10.244
55,C1N2CC3(NC(=O)c4nn(CCCCCO)c(-c5ccccc5)c4C)CC(C1C3)C2,Cc1c(C(=O)NC23CC4C[NH+](CC4C2)C3)nn(CCCCCO)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[N@H+](C[C@H]4C2)C3)nn(CCCCCO)c1-c1ccccc1,-10.077
56,C1C2CC3(NC(=O)c4nn(CCCCCO)c(C)c4C)CC(CC1C3)C2,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(CCCCCO)c1C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCCCCO)c1C,-9.071
57,C1CCC2(NC(=O)c3nn(CCCCCO)c(-c4ccccc4)c3C)CC(CC1)C2,Cc1c(C(=O)NC23CCCCCC(C2)C3)nn(CCCCCO)c1-c1ccccc1,Cc1c(C(=O)N[C@]23CCCCC[C@H](C2)C3)nn(CCCCCO)c1-c1ccccc1,-8.683
58,C1CCC2(NC(=O)c3nn(CCCCCO)c(-c4ccccc4)c3C)CC(CC1)C2,Cc1c(C(=O)NC23CCCCCC(C2)C3)nn(CCCCCO)c1-c1ccccc1,Cc1c(C(=O)N[C@]23CCCCC[C@@H](C2)C3)nn(CCCCCO)c1-c1ccccc1,-8.6
59,C1CCC2(NC(=O)c3nn(CCCCCO)c(-c4ccccc4)c3C)CC(C1)C2,Cc1c(C(=O)NC23CCCCC(C2)C3)nn(CCCCCO)c1-c1ccccc1,Cc1c(C(=O)N[C@]23CCCC[C@H](C2)C3)nn(CCCCCO)c1-c1ccccc1,-8.405
60,c1ccccc1-c1n(CCO)nc(C(=O)NC23CC4CC(CC(C2)C4)C3)c1,O=C(NC12CC3CC(CC(C3)C1)C2)c1cc(-c2ccccc2)n(CCO)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(CCO)n1,-10.318
61,c1ccccc1-c1nnc(C(=O)NC23CC4CC(CC(C2)C4)C3)o1,O=C(NC12CC3CC(CC(C3)C1)C2)c1nnc(-c2ccccc2)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccccc2)o1,-10.62
62,c1ccccc1-c1nnc(C(=O)NC23CC4CC(CC(C2)C4)C3)s1,O=C(NC12CC3CC(CC(C3)C1)C2)c1nnc(-c2ccccc2)s1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccccc2)s1,-10.732
63,c1ccccc1-c1nnc(C(=O)NC23CC4CC(CC(C2)C4)C3)cc1,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(-c2ccccc2)nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nn1,-11.563
64,c1ccccc1-c1[nH]nc(C(=O)NC23CC4CC(CC(C2)C4)C3)c1,O=C(NC12CC3CC(CC(C3)C1)C2)c1cc(-c2ccccc2)[nH]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)[nH]n1,-10.781
65,c1ccccc1-c1[nH]nc(C(=O)NC23CC4CC(CC(C2)C4)C3)c1,O=C(NC12CC3CC(CC(C3)C1)C2)c1cc(-c2ccccc2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n[nH]1,-10.781
66,c1ccccc1-c1n(CCCCO)nc(C(=O)NC2CCCCC2)c1C,Cc1c(C(=O)NC2CCCCC2)nn(CCCCO)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(CCCCO)c1-c1ccccc1,-9.35
67,c1ccccc1-c1n(-c2ccccc2)nc(C(=O)NC2CCCCC2)c1C,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccccc2)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccccc2)c1-c1ccccc1,-10.42
68,c1ccccc1-c1n(CCCC)nc(C(=O)NC23CC4CC(CC(C2)C4)C3)c1,CCCCn1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)cc1-c1ccccc1,CCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,-11.043
69,c1ccccc1-c1n(CCCO)nc(C(=O)NC2CCCCC2)c1C,Cc1c(C(=O)NC2CCCCC2)nn(CCCO)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(CCCO)c1-c1ccccc1,-9.183
70,c1ccccc1-c1ncc(C(=O)NC23CC4CC(CC(C2)C4)C3)cc1,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(-c2ccccc2)nc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nc1,-11.734
71,c1ccccc1-c1n(Cc2ccccc2)nc(C(=O)NC2CCCCC2)c1C,Cc1c(C(=O)NC2CCCCC2)nn(Cc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(Cc2ccccc2)c1-c1ccccc1,-11.98
72,c1ccccc1-c1c(C)nc(C(=O)NC23CC4CC(CC(C2)C4)C3)nc1C,Cc1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)nc(C)c1-c1ccccc1,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(C)c1-c1ccccc1,-11.839
73,c1ccccc1-c1cnc(C(=O)NC23CC4CC(CC(C2)C4)C3)cc1,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(-c2ccccc2)cn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)cn1,-11.72
74,c1ccccc1-c1n(CCCCCO)nc(C(=O)NC(C)(C)C)c1C,Cc1c(C(=O)NC(C)(C)C)nn(CCCCCO)c1-c1ccccc1,Cc1c(C(=O)NC(C)(C)C)nn(CCCCCO)c1-c1ccccc1,-8.736
75,c1ccccc1-c1n(-c2ccccc2)nc(C(=O)Nc2ccccc2)c1C,Cc1c(C(=O)Nc2ccccc2)nn(-c2ccccc2)c1-c1ccccc1,Cc1c(C(=O)Nc2ccccc2)nn(-c2ccccc2)c1-c1ccccc1,-10.937
76,c1ccccc1-c1n(CCOC)nc(C(=O)NC23CC4CC(CC(C2)C4)C3)c1,COCCn1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)cc1-c1ccccc1,COCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,-10.623
77,c1ccccc1-c1nnc(C(=O)NC23CC4CC(CC(C2)C4)C3)cc1C,Cc1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)nnc1-c1ccccc1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1-c1ccccc1,-11.803
78,c1ccccc1-c1n(CCCN)nc(C(=O)NC23CC4CC(CC(C2)C4)C3)c1,[NH3+]CCCn1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)cc1-c1ccccc1,[NH3+]CCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,-10.321
79,c1ccccc1-c1[nH]nc(C(=O)NC23CC4CC(CC(C2)C4)C3)n1,O=C(NC12CC3CC(CC(C3)C1)C2)c1n[nH]c(-c2ccccc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(-c2ccccc2)n1,-10.612
80,c1ccccc1-c1[nH]nc(C(=O)NC23CC4CC(CC(C2)C4)C3)n1,O=C(NC12CC3CC(CC(C3)C1)C2)c1nnc(-c2ccccc2)[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccccc2)[nH]1,-10.654
81,c1ccccc1-c1[nH]nc(C(=O)NC23CC4CC(CC(C2)C4)C3)n1,O=C(NC12CC3CC(CC(C3)C1)C2)c1nc(-c2ccccc2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(-c2ccccc2)n[nH]1,-10.636
82,c1ccccc1-c1n(CCC)nc(C(=O)NC23CC4CC(CC(C2)C4)C3)c1,CCCn1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)cc1-c1ccccc1,CCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,-10.936
83,c1ccccc1-c1c(C)nc(C(=O)NC23CC4CC(CC(C2)C4)C3)s1,Cc1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)sc1-c1ccccc1,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)sc1-c1ccccc1,-11.098
84,c1ccccc1-c1n(CCO)nc(C(=O)NC23CC4CC(CC(C2)C4)C3)c1Cl,O=C(NC12CC3CC(CC(C3)C1)C2)c1nn(CCO)c(-c2ccccc2)c1Cl,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nn(CCO)c(-c2ccccc2)c1Cl,-10.575
