sdf_number,annalog,protonated,isomers,docking_energy
11,c1(-c2c(C)c(C(=O)NC34CC5CC(CC(C3)C5)C4)nn2C2CCCCC2)ccccc1,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(C2CCCCC2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CCCCC2)c1-c1ccccc1,-12.675
12,c1c(-c2c(C)c(C(=O)N[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5)C4)nn2CC2CC2)cccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CC2CC2)c1-c1ccccc1,-11.975
13,c1(-c2c(C)c(C(=O)NC34C[C@H]5CC(CC(C3)C5)C4)nn2Cc2sccc2)ccccc1,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(Cc2cccs2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2cccs2)c1-c1ccccc1,-12.301
14,N1=C(c2c(C)c(C(=O)NC34CC5CC(CC(C3)C5)C4)nn2C)SC1,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(C)c1C1=NCS1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1C1=NCS1,-9.478
15,c1(-c2c(C)c(C(=O)N[C@@H](CC)C(C)C)nn2CC2CCCCCC2)ccccc1,CC[C@H](NC(=O)c1nn(CC2CCCCCC2)c(-c2ccccc2)c1C)C(C)C,CC[C@H](NC(=O)c1nn(CC2CCCCCC2)c(-c2ccccc2)c1C)C(C)C,-8.139
16,c1(-c2c(C)c(C(=O)N[C@]3(C)CC3)nn2C23CC4CC(CC(C2)C4)C3)ccccc1,Cc1c(C(=O)NC2(C)CC2)nn(C23CC4CC(CC(C4)C2)C3)c1-c1ccccc1,Cc1c(C(=O)NC2(C)CC2)nn([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1ccccc1,-11.025
17,c1(-c2c(C)c(C(=O)NC(NC34OC5CC(CC(C3)C5)C4)=O)cn2C)cc(C)ccc1,Cc1cccc(-c2c(C)c(C(=O)NC(=O)NC34CC5CC(CC(C5)O3)C4)cn2C)c1,Cc1cccc(-c2c(C)c(C(=O)NC(=O)N[C@@]34C[C@@H]5C[C@@H](C[C@@H](C5)O3)C4)cn2C)c1,-11.791
18,[nH]1nnc(-c2c(C)c(C(=O)N[C@@H]3CC[C@@H](OC(C)=O)CC3)nn2C)c1Cn1nccc1,CC(=O)O[C@H]1CC[C@H](NC(=O)c2nn(C)c(-c3nn[nH]c3Cn3cccn3)c2C)CC1,CC(=O)O[C@H]1CC[C@H](NC(=O)c2nn(C)c(-c3nn[nH]c3Cn3cccn3)c2C)CC1,-9.189
19,[nH]1nnc(-c2c(C)c(C(=O)N[C@@H]3CC[C@@H](OC(C)=O)CC3)nn2C)c1Cn1nccc1,CC(=O)O[C@H]1CC[C@H](NC(=O)c2nn(C)c(-c3[nH]nnc3Cn3cccn3)c2C)CC1,CC(=O)O[C@H]1CC[C@H](NC(=O)c2nn(C)c(-c3[nH]nnc3Cn3cccn3)c2C)CC1,-9.281
20,[nH]1nnc(-c2c(C)c(C(=O)N[C@@H]3CC[C@@H](OC(C)=O)CC3)nn2C)c1Cn1nccc1,CC(=O)O[C@H]1CC[C@H](NC(=O)c2nn(C)c(-c3n[nH]nc3Cn3cccn3)c2C)CC1,CC(=O)O[C@H]1CC[C@H](NC(=O)c2nn(C)c(-c3n[nH]nc3Cn3cccn3)c2C)CC1,-8.944
21,[C@]12(NC(=O)c3nn(CCc4ccccc4)c(-c4ccccc4)c3C)C[C@H]3C[C@H](C[C@H](C3)C1)C2,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCc2ccccc2)c1-c1ccccc1,-13.665
22,[C@]12(NC(=O)c3cn(Cc4ccccc4)c(-c4ccccc4)c3C)C[C@H]3C[C@H](C[C@H](C3)C1)C2,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2ccccc2)c1-c1ccccc1,-13.74
23,[C@]12(NC(=O)c3n[nH]c(-c4ccc(Cl)cc4)c3C)C[C@H]3C[C@H](C[C@H](C3)C1)C2,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]c1-c1ccc(Cl)cc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]c1-c1ccc(Cl)cc1,-10.633
24,[C@]12(NC(=O)c3n[nH]c(-c4ccc(Cl)cc4)c3C)C[C@H]3C[C@H](C[C@H](C3)C1)C2,Cc1c(-c2ccc(Cl)cc2)n[nH]c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Cc1c(-c2ccc(Cl)cc2)n[nH]c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-10.596
25,[C@]12(NC(=O)c3nn(-c4ccccc4)c(-c4ccncc4)c3C)C[C@H]3C[C@H](C[C@H](C3)C1)C2,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(-c2ccccc2)c1-c1ccncc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(-c2ccccc2)c1-c1ccncc1,-11.033
26,C1[C@@H]2C[C@@]3(NC(c4cn(CC5CC5)c(-c5ccccc5)c4C)=O)CC[C@]2(C)C[C@@H]1O3,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)O3)cn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)O3)cn(CC2CC2)c1-c1ccccc1,-12.186
27,C1[C@@H]2C[C@@]3(NC(c4cn(CCN(C)C)c(-c5ccccc5)c4C)=O)CC[C@]2(C)C[C@@H]1N3,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)[NH2+]3)cn(CC[NH+](C)C)c1-c1ccccc1,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)[NH2+]3)cn(CC[NH+](C)C)c1-c1ccccc1,-11.208
28,C1[C@@H]2C[C@@]3(NC(c4cn(Cc5ccc(Cl)cc5Cl)c(-c5ccccc5)c4C)=O)CC[C@]2(C)C[C@@H]1N3,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)[NH2+]3)cn(Cc2ccc(Cl)cc2Cl)c1-c1ccccc1,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)[NH2+]3)cn(Cc2ccc(Cl)cc2Cl)c1-c1ccccc1,-12.809
29,C1[C@@H]2C[C@@]3(NC(c4cn(CCCN5CCNCC5)c(-c5ccc(Cl)cc5)c4C)=O)CC[C@]2(C)C[C@@H]1O3,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)O3)cn(CCC[NH+]2CC[NH2+]CC2)c1-c1ccc(Cl)cc1,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)O3)cn(CCC[NH+]2CC[NH2+]CC2)c1-c1ccc(Cl)cc1,-10.988
30,C1[C@@H]2C[C@@]3(NC(c4cc[nH]c4)=O)CC[C@]2(C)C[C@@H]1S3,C[C@]12CC[C@]3(NC(=O)c4cc[nH]c4)C[C@H]1C[C@H](C2)S3,C[C@]12CC[C@]3(NC(=O)c4cc[nH]c4)C[C@H]1C[C@H](C2)S3,-9.089
31,C1[C@@H]2C[C@@]3(NC(/C=C/c4cn(CCCC5CCCCC5)c4=O)=O)CC[C@]2(C)C[C@@H]1O3,C[C@]12CC[C@]3(NC(=O)/C=C/C4=CN(CCCC5CCCCC5)C4=O)C[C@H]1C[C@H](C2)O3,C[C@]12CC[C@]3(NC(=O)/C=C/C4=CN(CCCC5CCCCC5)C4=O)C[C@H]1C[C@H](C2)O3,-10.183
32,C1[C@@H]2C[C@@]3(NC(c4cn(CCCC(C)C)c(-c5ccccc5Cl)c4C)=O)CC[C@]2(C)C[C@@H]13,Cc1c(C(=O)N[C@]23CC[C@]4(C)C[C@H]2C[C@@H]4C3)cn(CCCC(C)C)c1-c1ccccc1Cl,Cc1c(C(=O)N[C@]23CC[C@]4(C)C[C@H]2C[C@@H]4C3)cn(CCCC(C)C)c1-c1ccccc1Cl,-11.94
33,C1[C@@H]2C[C@@]3(NC(c4cn(CCCC(=O)N5CCN(CC)CC5)c(-c5ccccc5)c4C)=O)CC[C@]2(C)C[C@@H]1N3,CC[NH+]1CCN(C(=O)CCCn2cc(C(=O)N[C@@]34CC[C@]5(C)C[C@@H](C[C@@H]5C3)[NH2+]4)c(C)c2-c2ccccc2)CC1,CC[NH+]1CCN(C(=O)CCCn2cc(C(=O)N[C@@]34CC[C@]5(C)C[C@@H](C[C@@H]5C3)[NH2+]4)c(C)c2-c2ccccc2)CC1,-11.056
34,C(n1cc(C(=O)N[C@]23C[C@@H]4[C@](C)(CC2)C[C@H](C3)C4)c(C)c1-c1scnn1)C1CCCCC1,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)C3)cn(CC2CCCCC2)c1-c1nncs1,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)C3)cn(CC2CCCCC2)c1-c1nncs1,-12.794
35,C(n1cc(C(=O)N[C@]23C[C@@H]4[C@](C)(CC2)C[C@H](C3)C4)c(CCCCC)c1-c1ccccc1)CCOC,CCCCCc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)C3)cn(CCCOC)c1-c1ccccc1,CCCCCc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)C3)cn(CCCOC)c1-c1ccccc1,-10.769
36,Cn1cc(C(=O)N[C@]23[C@H](O)[C@@H]4[C@](C)(CC2)C[C@H](C3)C4)c(C)c1-c1cocc1,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4[C@H]2O)C3)cn(C)c1-c1ccoc1,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4[C@H]2O)C3)cn(C)c1-c1ccoc1,-10.634
37,C(n1cc(C(=O)N[C@]23C[C@@H]4[C@](C)(CC2)C[C@H](C3)C4)c(Cl)c1-c1ccc(Cl)cc1)C(=O)C(C)(C)C,CC(C)(C)C(=O)Cn1cc(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)C3)c(Cl)c1-c1ccc(Cl)cc1,CC(C)(C)C(=O)Cn1cc(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)C3)c(Cl)c1-c1ccc(Cl)cc1,-11.298
38,C(n1cc(C(=O)N[C@]23C[C@@H]4[C@](C)(CC2)C[C@H](C3)C4)c2nc(C)c(-c3ccccn3)nc21)CC,CCCn1cc(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)C3)c2nc(C)c(-c3ccccn3)nc21,CCCn1cc(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)C3)c2nc(C)c(-c3ccccn3)nc21,-11.264
39,C(n1cc(C(=O)N[C@]23C[C@@H]4[C@](C)(CC2)C[C@H](C3)C4)c(C)c1)[C@H](Cc1cc(F)ccc1F)O,Cc1cn(C[C@@H](O)Cc2cc(F)ccc2F)cc1C(=O)N[C@@]12CC[C@]3(C)C[C@@H](C[C@@H]3C1)C2,Cc1cn(C[C@@H](O)Cc2cc(F)ccc2F)cc1C(=O)N[C@@]12CC[C@]3(C)C[C@@H](C[C@@H]3C1)C2,-11.8
40,c1(-c2c(C)c(C(=O)N[C@@]34C[C@@H]5[C@@](C)(C[C@H](C3)C5)CC4)cn2CCC(C)(C)C)ccccc1,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)C3)cn(CCC(C)(C)C)c1-c1ccccc1,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)C3)cn(CCC(C)(C)C)c1-c1ccccc1,-12.427
41,c1(-c2c(C)c(C(=O)N[C@@]34C[C@@H]5[C@@](C)(C[C@H](C3)C5)CC4)cn2C[C@H]2CC[C@H](O)CC2)ccccc1,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)C3)cn(C[C@H]2CC[C@H](O)CC2)c1-c1ccccc1,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)C3)cn(C[C@H]2CC[C@H](O)CC2)c1-c1ccccc1,-13.12
42,c1(-c2c(C)c(C(=O)N[C@@]34C[C@@H]5[C@@](C)(C[C@H](C3)C5)CC4)cn2CCC(C=O)=C)ccccc1,C=C(C=O)CCn1cc(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)C3)c(C)c1-c1ccccc1,C=C(C=O)CCn1cc(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)C3)c(C)c1-c1ccccc1,-11.893
43,c1(-c2cc(C(=O)N[C@@]34C[C@@H]5[C@@](C)(C[C@H](C3)C5)CC4)cn2CCCC[C@H]2NCCC2)ccccc1,C[C@]12CC[C@@]3(NC(=O)c4cc(-c5ccccc5)n(CCCC[C@@H]5CCC[NH2+]5)c4)C[C@H](C[C@@H]1C3)C2,C[C@]12CC[C@@]3(NC(=O)c4cc(-c5ccccc5)n(CCCC[C@@H]5CCC[NH2+]5)c4)C[C@H](C[C@@H]1C3)C2,-12.073
44,c1(-c2c(C)c(C(=O)N[C@@]34C[C@@H]5[C@@](C)(C[C@H](C3)C5)CC4)cn2CCN2[C@H](CC3(C)CCCCC3)CCC2)ccccc1,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)C3)cn(CC[NH+]2CCC[C@H]2CC2(C)CCCCC2)c1-c1ccccc1,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)C3)cn(CC[N@@H+]2CCC[C@H]2CC2(C)CCCCC2)c1-c1ccccc1,-11.853
45,c1(-c2c(C)c(C(=O)N[C@@]34C[C@@H]5[C@@](C)(C[C@H](C3)C5)CC4)cn2CCN2[C@H](CC3(C)CCCCC3)CCC2)ccccc1,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)C3)cn(CC[NH+]2CCC[C@H]2CC2(C)CCCCC2)c1-c1ccccc1,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)C3)cn(CC[N@H+]2CCC[C@H]2CC2(C)CCCCC2)c1-c1ccccc1,-11.801
46,n1c(C(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)=O)ccnn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccnnn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccnnn1,-8.872
47,n1c(C(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)=O)c(C)c(-c2ccccc2)n1C1CC(C)C1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CC(C)C2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn([C@H]2C[C@@H](C)C2)c1-c1ccccc1,-12.541
48,n1c(C(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)=O)c(C)c(-c2ccccc2)n1C1CC(C)C1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CC(C)C2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn([C@H]2C[C@H](C)C2)c1-c1ccccc1,-12.633
49,n1c(C(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)=O)n(CC)c(-c2ccc(Cl)cc2)c1Cc1ccccc1,CCn1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(Cc2ccccc2)c1-c1ccc(Cl)cc1,CCn1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(Cc2ccccc2)c1-c1ccc(Cl)cc1,-12.635
50,n1c(C(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)=O)n(CC)c(-c2ccc(Cl)cc2)c1Cc1ccccc1,CCn1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH+]c(Cc2ccccc2)c1-c1ccc(Cl)cc1,CCn1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH+]c(Cc2ccccc2)c1-c1ccc(Cl)cc1,-12.58
51,n1c([C@H](N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)C)cc(C#N)n1-c1cccs1,C[C@@H]([NH2+][C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(C#N)n(-c2cccs2)n1,C[C@@H]([NH2+][C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(C#N)n(-c2cccs2)n1,-9.734
52,CS(n1c(C(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)=O)cn(-c2ccccc2)c1=O)(=O)=O,CS(=O)(=O)n1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(-c2ccccc2)c1=O,CS(=O)(=O)n1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(-c2ccccc2)c1=O,-10.288
53,n1c(C(N[C@H]2CC[C@H](O)CC2)=O)cc(Cl)c(Cl)c1N1CCc2ccccc2C1,O=C(N[C@H]1CC[C@H](O)CC1)c1cc(Cl)c(Cl)c(N2CCc3ccccc3C2)n1,O=C(N[C@H]1CC[C@H](O)CC1)c1cc(Cl)c(Cl)c(N2CCc3ccccc3C2)n1,-10.413
54,C1[C@]2(NC(c3nn(C(C)(C)C)c(-c4ccccc4)c3C)=O)C[C@H]3C[C@@H](C2)C[C@@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C(C)(C)C)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C(C)(C)C)c1-c1ccccc1,-12.111
55,C1[C@]2(NC(c3c[nH]c(-c4ccccc4)n3)=O)C[C@H]3C[C@@H](C2)C[C@@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]c(-c2ccccc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]c(-c2ccccc2)n1,-10.712
56,C1[C@]2(NC(c3c[nH]c(-c4ccccc4)n3)=O)C[C@H]3C[C@@H](C2)C[C@@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc(-c2ccccc2)[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc(-c2ccccc2)[nH]1,-10.711
57,C1[C@]2(NC(c3c[nH]c(-c4ccccc4)n3)=O)C[C@H]3C[C@@H](C2)C[C@@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]c(-c2ccccc2)[nH+]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]c(-c2ccccc2)[nH+]1,-10.663
58,C1[C@]2(NC(c3nn(-c4ccc(F)cc4)c(-c4ccc(F)cc4F)c3C)=O)C[C@H]3C[C@@H](C2)C[C@@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(-c2ccc(F)cc2)c1-c1ccc(F)cc1F,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(-c2ccc(F)cc2)c1-c1ccc(F)cc1F,-12.018
59,C1[C@]2(NC(c3nn(C4CC5CC5CC4)c(C)c3C)=O)C[C@H]3C[C@@H](C2)C[C@@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CCC3CC3C2)c1C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn([C@@H]2CC[C@@H]3C[C@@H]3C2)c1C,-11.418
60,C1[C@]2(NC(c3nn(C4CC5CC5CC4)c(C)c3C)=O)C[C@H]3C[C@@H](C2)C[C@@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CCC3CC3C2)c1C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn([C@H]2CC[C@@H]3C[C@@H]3C2)c1C,-11.304
61,C1[C@]2(NC(c3nn(C4CC5CC5CC4)c(C)c3C)=O)C[C@H]3C[C@@H](C2)C[C@@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CCC3CC3C2)c1C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn([C@@H]2CC[C@H]3C[C@@H]3C2)c1C,-11.041
62,C1[C@]2(NC(c3nn(C4CC5CC5CC4)c(C)c3C)=O)C[C@H]3C[C@@H](C2)C[C@@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CCC3CC3C2)c1C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn([C@H]2CC[C@H]3C[C@@H]3C2)c1C,-11.558
63,C1[C@]2(NC(c3nn(C4CC5CC5CC4)c(C)c3C)=O)C[C@H]3C[C@@H](C2)C[C@@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CCC3CC3C2)c1C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn([C@@H]2CC[C@@H]3C[C@H]3C2)c1C,-12.218
64,C1[C@]2(NC(c3nn(C4CC5CC5CC4)c(C)c3C)=O)C[C@H]3C[C@@H](C2)C[C@@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CCC3CC3C2)c1C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn([C@H]2CC[C@@H]3C[C@H]3C2)c1C,-11.731
65,C1[C@]2(NC(c3nn(C4CC5CC5CC4)c(C)c3C)=O)C[C@H]3C[C@@H](C2)C[C@@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CCC3CC3C2)c1C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn([C@@H]2CC[C@H]3C[C@H]3C2)c1C,-11.165
