sdf_number,annalog,protonated,isomers
28,n1c(O)c2n(c3c1c(Cl)ccc3)c(OCC1CCCNC1)nc2Cl,O=c1[nH]c2c(Cl)cccc2n2c(OCC3CCC[NH2+]C3)[nH+]c(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(OC[C@H]3CCC[NH2+]C3)[nH+]c(Cl)c12
29,n1c(O)c2n(c3c1cccc3)c(N1CCC(Cc3cc(Br)ccc3)CC1)nc2Cl,Oc1nc2ccccc2n2c(N3CCC(Cc4cccc(Br)c4)CC3)nc(Cl)c12,Oc1nc2ccccc2n2c(N3CCC(Cc4cccc(Br)c4)CC3)nc(Cl)c12
30,n1c(O)c2n(c3c1cccc3)c(N1CCC(Cc3cc(Br)ccc3)CC1)nc2Cl,O=c1[nH]c2ccccc2n2c(N3CCC(Cc4cccc(Br)c4)CC3)nc(Cl)c12,O=c1[nH]c2ccccc2n2c(N3CCC(Cc4cccc(Br)c4)CC3)nc(Cl)c12
31,n1c(O)c2n(c3c1cccc3)c(N1CCC(Cc3cc(Br)ccc3)CC1)nc2Cl,Oc1nc2ccccc2n2c(N3CCC(Cc4cccc(Br)c4)CC3)[nH+]c(Cl)c12,Oc1nc2ccccc2n2c(N3CCC(Cc4cccc(Br)c4)CC3)[nH+]c(Cl)c12
32,n1c(O)c2n(c3c1cccc3)c(N1CCC(Cc3cc(Br)ccc3)CC1)nc2Cl,O=c1[nH]c2ccccc2n2c(N3CCC(Cc4cccc(Br)c4)CC3)[nH+]c(Cl)c12,O=c1[nH]c2ccccc2n2c(N3CCC(Cc4cccc(Br)c4)CC3)[nH+]c(Cl)c12
33,n1c(O)c2n(c3c1cc(C)cc3)c(N1CCC(O)(C)CC1)nc2OC,COc1nc(N2CCC(C)(O)CC2)n2c1c(O)nc1cc(C)ccc12,COc1nc(N2CCC(C)(O)CC2)n2c1c(O)nc1cc(C)ccc12
34,n1c(O)c2n(c3c1cc(C)cc3)c(N1CCC(O)(C)CC1)nc2OC,COc1nc(N2CCC(C)(O)CC2)n2c1c(=O)[nH]c1cc(C)ccc12,COc1nc(N2CCC(C)(O)CC2)n2c1c(=O)[nH]c1cc(C)ccc12
35,n1c(O)c2n(c3c1cc(C)cc3)c(N1CCC(O)(C)CC1)nc2OC,COc1[nH+]c(N2CCC(C)(O)CC2)n2c1c(O)nc1cc(C)ccc12,COc1[nH+]c(N2CCC(C)(O)CC2)n2c1c(O)nc1cc(C)ccc12
36,n1c(O)c2n(c3c1cc(C)cc3)c(N1CCC(O)(C)CC1)nc2OC,COc1[nH+]c(N2CCC(C)(O)CC2)n2c1c(=O)[nH]c1cc(C)ccc12,COc1[nH+]c(N2CCC(C)(O)CC2)n2c1c(=O)[nH]c1cc(C)ccc12
37,c1c(O)nc2n(c1C#N)c(N1CCN(c3cc(C)ccc3OC)CC1)nc2N,COc1ccc(C)cc1N1CCN(c2nc(N)c3nc(O)cc(C#N)n23)CC1,COc1ccc(C)cc1N1CCN(c2nc(N)c3nc(O)cc(C#N)n23)CC1
38,c1c(O)nc2n(c1C#N)c(N1CCN(c3cc(C)ccc3OC)CC1)nc2N,COc1ccc(C)cc1N1CCN(c2nc(N)c3[nH]c(=O)cc(C#N)n23)CC1,COc1ccc(C)cc1N1CCN(c2nc(N)c3[nH]c(=O)cc(C#N)n23)CC1
39,c1c(O)nc2n(c1C#N)c(N1CCN(c3cc(C)ccc3OC)CC1)nc2N,COc1ccc(C)cc1N1CCN(c2[nH+]c(N)c3nc(O)cc(C#N)n23)CC1,COc1ccc(C)cc1N1CCN(c2[nH+]c(N)c3nc(O)cc(C#N)n23)CC1
40,c1c(O)nc2n(c1C#N)c(N1CCN(c3cc(C)ccc3OC)CC1)nc2N,COc1ccc(C)cc1N1CCN(c2[nH+]c(N)c3[nH]c(=O)cc(C#N)n23)CC1,COc1ccc(C)cc1N1CCN(c2[nH+]c(N)c3[nH]c(=O)cc(C#N)n23)CC1
41,c1(N2CCN(Cc3ccccc3)CC2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,Oc1nc2c(Cl)cccc2n2c(N3CC[NH+](Cc4ccccc4)CC3)nc(Cl)c12,Oc1nc2c(Cl)cccc2n2c(N3CC[NH+](Cc4ccccc4)CC3)nc(Cl)c12
42,c1(N2CCN(Cc3ccccc3)CC2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,O=c1[nH]c2c(Cl)cccc2n2c(N3CC[NH+](Cc4ccccc4)CC3)nc(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(N3CC[NH+](Cc4ccccc4)CC3)nc(Cl)c12
43,c1(N2CCN(Cc3ccccc3)CC2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,Oc1nc2c(Cl)cccc2n2c(N3CC[NH+](Cc4ccccc4)CC3)[nH+]c(Cl)c12,Oc1nc2c(Cl)cccc2n2c(N3CC[NH+](Cc4ccccc4)CC3)[nH+]c(Cl)c12
44,c1(N2CCN(Cc3ccccc3)CC2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,O=c1[nH]c2c(Cl)cccc2n2c(N3CC[NH+](Cc4ccccc4)CC3)[nH+]c(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(N3CC[NH+](Cc4ccccc4)CC3)[nH+]c(Cl)c12
45,c1(N2CCN(CCO)CC2)nc(Cl)c2c(=O)[nH]c3c(cccc3Cl)n12,O=c1[nH]c2c(Cl)cccc2n2c(N3CC[NH+](CCO)CC3)nc(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(N3CC[NH+](CCO)CC3)nc(Cl)c12
46,c1(N2CCN(CCO)CC2)nc(Cl)c2c(=O)[nH]c3c(cccc3Cl)n12,OCC[NH+]1CCN(c2nc(Cl)c3c(O)nc4c(Cl)cccc4n23)CC1,OCC[NH+]1CCN(c2nc(Cl)c3c(O)nc4c(Cl)cccc4n23)CC1
47,c1(N2CCN(CCO)CC2)nc(Cl)c2c(=O)[nH]c3c(cccc3Cl)n12,O=c1[nH]c2c(Cl)cccc2n2c(N3CC[NH+](CCO)CC3)[nH+]c(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(N3CC[NH+](CCO)CC3)[nH+]c(Cl)c12
48,c1(N2CCN(CCO)CC2)nc(Cl)c2c(=O)[nH]c3c(cccc3Cl)n12,OCC[NH+]1CCN(c2[nH+]c(Cl)c3c(O)nc4c(Cl)cccc4n23)CC1,OCC[NH+]1CCN(c2[nH+]c(Cl)c3c(O)nc4c(Cl)cccc4n23)CC1
49,c1(N2C[C@H](C)O[C@@H](C)C2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,C[C@H]1CN(c2nc(Cl)c3c(O)nc4c(Cl)cccc4n23)C[C@H](C)O1,C[C@H]1CN(c2nc(Cl)c3c(O)nc4c(Cl)cccc4n23)C[C@H](C)O1
50,c1(N2C[C@H](C)O[C@@H](C)C2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,C[C@H]1CN(c2nc(Cl)c3c(=O)[nH]c4c(Cl)cccc4n23)C[C@H](C)O1,C[C@H]1CN(c2nc(Cl)c3c(=O)[nH]c4c(Cl)cccc4n23)C[C@H](C)O1
51,c1(N2C[C@H](C)O[C@@H](C)C2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,C[C@H]1CN(c2[nH+]c(Cl)c3c(O)nc4c(Cl)cccc4n23)C[C@H](C)O1,C[C@H]1CN(c2[nH+]c(Cl)c3c(O)nc4c(Cl)cccc4n23)C[C@H](C)O1
52,c1(N2C[C@H](C)O[C@@H](C)C2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,C[C@H]1CN(c2[nH+]c(Cl)c3c(=O)[nH]c4c(Cl)cccc4n23)C[C@H](C)O1,C[C@H]1CN(c2[nH+]c(Cl)c3c(=O)[nH]c4c(Cl)cccc4n23)C[C@H](C)O1
53,c1(SCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,Oc1nc2c(Cl)cccc2n2c(SCC[NH+]3CCCC3)nc(Cl)c12,Oc1nc2c(Cl)cccc2n2c(SCC[NH+]3CCCC3)nc(Cl)c12
54,c1(SCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,O=c1[nH]c2c(Cl)cccc2n2c(SCC[NH+]3CCCC3)nc(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(SCC[NH+]3CCCC3)nc(Cl)c12
55,c1(SCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,Oc1nc2c(Cl)cccc2n2c(SCC[NH+]3CCCC3)[nH+]c(Cl)c12,Oc1nc2c(Cl)cccc2n2c(SCC[NH+]3CCCC3)[nH+]c(Cl)c12
56,c1(SCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,O=c1[nH]c2c(Cl)cccc2n2c(SCC[NH+]3CCCC3)[nH+]c(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(SCC[NH+]3CCCC3)[nH+]c(Cl)c12
57,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,Oc1nc2ccccc2n2c(NCCC[NH+]3CCCC3)nc(Cl)c12,Oc1nc2ccccc2n2c(NCCC[NH+]3CCCC3)nc(Cl)c12
58,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,O=c1[nH]c2ccccc2n2c(NCCC[NH+]3CCCC3)nc(Cl)c12,O=c1[nH]c2ccccc2n2c(NCCC[NH+]3CCCC3)nc(Cl)c12
59,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,Oc1nc2ccccc2n2c(=NCCC[NH+]3CCCC3)[nH]c(Cl)c12,Oc1nc2ccccc2n2/c(=N/CCC[NH+]3CCCC3)[nH]c(Cl)c12
60,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,Oc1nc2ccccc2n2c(=NCCC[NH+]3CCCC3)[nH]c(Cl)c12,Oc1nc2ccccc2n2/c(=N\CCC[NH+]3CCCC3)[nH]c(Cl)c12
61,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,Oc1[nH]c2ccccc2n2c(=NCCC[NH+]3CCCC3)nc(Cl)c1-2,Oc1[nH]c2ccccc2n2/c(=N/CCC[NH+]3CCCC3)nc(Cl)c1-2
62,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,Oc1[nH]c2ccccc2n2c(=NCCC[NH+]3CCCC3)nc(Cl)c1-2,Oc1[nH]c2ccccc2n2/c(=N\CCC[NH+]3CCCC3)nc(Cl)c1-2
63,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,O=c1[nH]c2ccccc2n2c(=NCCC[NH+]3CCCC3)[nH]c(Cl)c12,O=c1[nH]c2ccccc2n2/c(=N/CCC[NH+]3CCCC3)[nH]c(Cl)c12
64,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,O=c1[nH]c2ccccc2n2c(=NCCC[NH+]3CCCC3)[nH]c(Cl)c12,O=c1[nH]c2ccccc2n2/c(=N\CCC[NH+]3CCCC3)[nH]c(Cl)c12
65,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,Oc1nc2ccccc2n2c(NCCC[NH+]3CCCC3)[nH+]c(Cl)c12,Oc1nc2ccccc2n2c(NCCC[NH+]3CCCC3)[nH+]c(Cl)c12
66,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,O=c1[nH]c2ccccc2n2c(NCCC[NH+]3CCCC3)[nH+]c(Cl)c12,O=c1[nH]c2ccccc2n2c(NCCC[NH+]3CCCC3)[nH+]c(Cl)c12
67,c1(N2CCN(c3cc(C)ccc3OC)CC2)nc(Cl)c2c(=O)[nH]c3c(cccc3Cl)n12,COc1ccc(C)cc1N1CCN(c2nc(Cl)c3c(=O)[nH]c4c(Cl)cccc4n23)CC1,COc1ccc(C)cc1N1CCN(c2nc(Cl)c3c(=O)[nH]c4c(Cl)cccc4n23)CC1
68,c1(N2CCN(c3cc(C)ccc3OC)CC2)nc(Cl)c2c(=O)[nH]c3c(cccc3Cl)n12,COc1ccc(C)cc1N1CCN(c2nc(Cl)c3c(O)nc4c(Cl)cccc4n23)CC1,COc1ccc(C)cc1N1CCN(c2nc(Cl)c3c(O)nc4c(Cl)cccc4n23)CC1
69,c1(N2CCN(c3cc(C)ccc3OC)CC2)nc(Cl)c2c(=O)[nH]c3c(cccc3Cl)n12,COc1ccc(C)cc1N1CCN(c2[nH+]c(Cl)c3c(=O)[nH]c4c(Cl)cccc4n23)CC1,COc1ccc(C)cc1N1CCN(c2[nH+]c(Cl)c3c(=O)[nH]c4c(Cl)cccc4n23)CC1
70,c1(N2CCN(c3cc(C)ccc3OC)CC2)nc(Cl)c2c(=O)[nH]c3c(cccc3Cl)n12,COc1ccc(C)cc1N1CCN(c2[nH+]c(Cl)c3c(O)nc4c(Cl)cccc4n23)CC1,COc1ccc(C)cc1N1CCN(c2[nH+]c(Cl)c3c(O)nc4c(Cl)cccc4n23)CC1
71,c1(N2CC[C@@H](N)C2)nc(Cl)c2cnc3c(c2n1)cccc3Cl,[NH3+][C@@H]1CCN(c2nc(Cl)c3cnc4c(Cl)cccc4c3n2)C1,[NH3+][C@@H]1CCN(c2nc(Cl)c3cnc4c(Cl)cccc4c3n2)C1
72,n1nn(-c2cccc(OC)c2)nc1,COc1cccc(-n2ncnn2)c1,COc1cccc(-n2ncnn2)c1
73,c12c(nc(O)c3c(NC)nc(N4CCN(C(=O)OC(C)(C)C)CC4)n13)c(Cl)ccc2,CNc1nc(N2CCN(C(=O)OC(C)(C)C)CC2)n2c1c(O)nc1c(Cl)cccc12,CNc1nc(N2CCN(C(=O)OC(C)(C)C)CC2)n2c1c(O)nc1c(Cl)cccc12
74,c12c(nc(O)c3c(NC)nc(N4CCN(C(=O)OC(C)(C)C)CC4)n13)c(Cl)ccc2,CNc1nc(N2CCN(C(=O)OC(C)(C)C)CC2)n2c1c(=O)[nH]c1c(Cl)cccc12,CNc1nc(N2CCN(C(=O)OC(C)(C)C)CC2)n2c1c(=O)[nH]c1c(Cl)cccc12
75,c12c(nc(O)c3c(NC)nc(N4CCN(C(=O)OC(C)(C)C)CC4)n13)c(Cl)ccc2,CN=c1nc(N2CCN(C(=O)OC(C)(C)C)CC2)n2c3cccc(Cl)c3[nH]c(O)c1-2,C/N=c1\nc(N2CCN(C(=O)OC(C)(C)C)CC2)n2c3cccc(Cl)c3[nH]c(O)c1-2
76,c12c(nc(O)c3c(NC)nc(N4CCN(C(=O)OC(C)(C)C)CC4)n13)c(Cl)ccc2,CN=c1nc(N2CCN(C(=O)OC(C)(C)C)CC2)n2c3cccc(Cl)c3[nH]c(O)c1-2,C/N=c1/nc(N2CCN(C(=O)OC(C)(C)C)CC2)n2c3cccc(Cl)c3[nH]c(O)c1-2
77,c12c(nc(O)c3c(NC)nc(N4CCN(C(=O)OC(C)(C)C)CC4)n13)c(Cl)ccc2,CNc1[nH+]c(N2CCN(C(=O)OC(C)(C)C)CC2)n2c1c(O)nc1c(Cl)cccc12,CNc1[nH+]c(N2CCN(C(=O)OC(C)(C)C)CC2)n2c1c(O)nc1c(Cl)cccc12
78,c12c(nc(O)c3c(NC)nc(N4CCN(C(=O)OC(C)(C)C)CC4)n13)c(Cl)ccc2,CNc1[nH+]c(N2CCN(C(=O)OC(C)(C)C)CC2)n2c1c(=O)[nH]c1c(Cl)cccc12,CNc1[nH+]c(N2CCN(C(=O)OC(C)(C)C)CC2)n2c1c(=O)[nH]c1c(Cl)cccc12
79,c12c(nc(O)c3c(NC)nc(N4CCN(C(=O)OC(C)(C)C)CC4)n13)c(Cl)ccc2,CN=c1[nH+]c(N2CCN(C(=O)OC(C)(C)C)CC2)n2c3cccc(Cl)c3[nH]c(O)c1-2,C/N=c1\[nH+]c(N2CCN(C(=O)OC(C)(C)C)CC2)n2c3cccc(Cl)c3[nH]c(O)c1-2
80,c12c(nc(O)c3c(NC)nc(N4CCN(C(=O)OC(C)(C)C)CC4)n13)c(Cl)ccc2,CN=c1[nH+]c(N2CCN(C(=O)OC(C)(C)C)CC2)n2c3cccc(Cl)c3[nH]c(O)c1-2,C/N=c1/[nH+]c(N2CCN(C(=O)OC(C)(C)C)CC2)n2c3cccc(Cl)c3[nH]c(O)c1-2
81,c12c(nc(O)c3c(F)nc(N4CCOCC4)n13)cccc2Cl,Oc1nc2cccc(Cl)c2n2c(N3CCOCC3)nc(F)c12,Oc1nc2cccc(Cl)c2n2c(N3CCOCC3)nc(F)c12
82,c12c(nc(O)c3c(F)nc(N4CCOCC4)n13)cccc2Cl,O=c1[nH]c2cccc(Cl)c2n2c(N3CCOCC3)nc(F)c12,O=c1[nH]c2cccc(Cl)c2n2c(N3CCOCC3)nc(F)c12
83,c12c(nc(O)c3c(F)nc(N4CCOCC4)n13)cccc2Cl,Oc1nc2cccc(Cl)c2n2c(N3CCOCC3)[nH+]c(F)c12,Oc1nc2cccc(Cl)c2n2c(N3CCOCC3)[nH+]c(F)c12
84,c12c(nc(O)c3c(F)nc(N4CCOCC4)n13)cccc2Cl,O=c1[nH]c2cccc(Cl)c2n2c(N3CCOCC3)[nH+]c(F)c12,O=c1[nH]c2cccc(Cl)c2n2c(N3CCOCC3)[nH+]c(F)c12
85,c12c(nc(O)c3c(Cl)nc(Nc4cc(-c5ccccc5)ccc4)n13)c(Cl)ccc2,Oc1nc2c(Cl)cccc2n2c(Nc3cccc(-c4ccccc4)c3)nc(Cl)c12,Oc1nc2c(Cl)cccc2n2c(Nc3cccc(-c4ccccc4)c3)nc(Cl)c12
86,c12c(nc(O)c3c(Cl)nc(Nc4cc(-c5ccccc5)ccc4)n13)c(Cl)ccc2,O=c1[nH]c2c(Cl)cccc2n2c(Nc3cccc(-c4ccccc4)c3)nc(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(Nc3cccc(-c4ccccc4)c3)nc(Cl)c12
87,c12c(nc(O)c3c(Cl)nc(Nc4cc(-c5ccccc5)ccc4)n13)c(Cl)ccc2,Oc1nc2c(Cl)cccc2n2c(=Nc3cccc(-c4ccccc4)c3)[nH]c(Cl)c12,Oc1nc2c(Cl)cccc2n2/c(=N/c3cccc(-c4ccccc4)c3)[nH]c(Cl)c12
88,c12c(nc(O)c3c(Cl)nc(Nc4cc(-c5ccccc5)ccc4)n13)c(Cl)ccc2,Oc1nc2c(Cl)cccc2n2c(=Nc3cccc(-c4ccccc4)c3)[nH]c(Cl)c12,Oc1nc2c(Cl)cccc2n2/c(=N\c3cccc(-c4ccccc4)c3)[nH]c(Cl)c12
89,c12c(nc(O)c3c(Cl)nc(Nc4cc(-c5ccccc5)ccc4)n13)c(Cl)ccc2,Oc1[nH]c2c(Cl)cccc2n2c(=Nc3cccc(-c4ccccc4)c3)nc(Cl)c1-2,Oc1[nH]c2c(Cl)cccc2n2/c(=N/c3cccc(-c4ccccc4)c3)nc(Cl)c1-2
90,c12c(nc(O)c3c(Cl)nc(Nc4cc(-c5ccccc5)ccc4)n13)c(Cl)ccc2,Oc1[nH]c2c(Cl)cccc2n2c(=Nc3cccc(-c4ccccc4)c3)nc(Cl)c1-2,Oc1[nH]c2c(Cl)cccc2n2/c(=N\c3cccc(-c4ccccc4)c3)nc(Cl)c1-2
91,c12c(nc(O)c3c(Cl)nc(Nc4cc(-c5ccccc5)ccc4)n13)c(Cl)ccc2,O=c1[nH]c2c(Cl)cccc2n2c(=Nc3cccc(-c4ccccc4)c3)[nH]c(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2/c(=N/c3cccc(-c4ccccc4)c3)[nH]c(Cl)c12
