sdf_number,annalog,protonated,isomers,docking_energy
18,C1CCCC(c2[nH]c(C(Nc3ccc(C(F)(F)F)cc3)=O)nn2)C1,O=C(Nc1ccc(C(F)(F)F)cc1)c1n[nH]c(C2CCCCC2)n1,O=C(Nc1ccc(C(F)(F)F)cc1)c1n[nH]c(C2CCCCC2)n1,-10.551
19,C1CCCC(c2[nH]c(C(Nc3ccccc3)=O)nn2)C1,O=C(Nc1ccccc1)c1nnc(C2CCCCC2)[nH]1,O=C(Nc1ccccc1)c1nnc(C2CCCCC2)[nH]1,-9.076
20,C1CCCC(c2[nH]c(C(Nc3ccccc3)=O)nn2)C1,O=C(Nc1ccccc1)c1nc(C2CCCCC2)n[nH]1,O=C(Nc1ccccc1)c1nc(C2CCCCC2)n[nH]1,-9.018
21,C1CCCC(c2[nH]c(C(Nc3ccccc3)=O)nn2)C1,O=C(Nc1ccccc1)c1n[nH]c(C2CCCCC2)n1,O=C(Nc1ccccc1)c1n[nH]c(C2CCCCC2)n1,-8.872
22,O=C(N[C@]12C[C@@H]3C[C@H](C1)C[C@@H](C3)C2)c1[nH]c(-c2ccccc2)nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccccc2)[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccccc2)[nH]1,-10.566
23,O=C(N[C@]12C[C@@H]3C[C@H](C1)C[C@@H](C3)C2)c1[nH]c(-c2ccccc2)nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(-c2ccccc2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(-c2ccccc2)n[nH]1,-10.598
24,O=C(N[C@]12C[C@@H]3C[C@H](C1)C[C@@H](C3)C2)c1[nH]c(-c2ccccc2)nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(-c2ccccc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(-c2ccccc2)n1,-10.616
25,O=C(NC12CC3CC(C1)CC(C3)C2)c1[nH]c(C2CCCCC2)nn1,O=C(NC12CC3CC(CC(C3)C1)C2)c1nnc(C2CCCCC2)[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(C2CCCCC2)[nH]1,-10.587
26,O=C(NC12CC3CC(C1)CC(C3)C2)c1[nH]c(C2CCCCC2)nn1,O=C(NC12CC3CC(CC(C3)C1)C2)c1nc(C2CCCCC2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(C2CCCCC2)n[nH]1,-10.533
27,O=C(NC12CC3CC(C1)CC(C3)C2)c1[nH]c(C2CCCCC2)nn1,O=C(NC12CC3CC(CC(C3)C1)C2)c1n[nH]c(C2CCCCC2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(C2CCCCC2)n1,-10.591
28,O=C(N[C@]12C[C@@H]3C[C@H](C1)C[C@@H](C3)C2)c1oc(-c2ccccc2)nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccccc2)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccccc2)o1,-10.619
29,O=C(N[C@]12C[C@@H]3C[C@H](C1)C[C@@H](C3)C2)c1cn(-c2ccccc2)nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cn(-c2ccccc2)nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cn(-c2ccccc2)nn1,-10.467
30,O=C(N[C@]12C[C@@H]3C[C@H](C1)C[C@@H](C3)C2)c1nn(-c2ccccc2)nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnn(-c2ccccc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnn(-c2ccccc2)n1,-10.38
31,C1[C@H]2C[C@@]3(NC(c4nnc(C5CC5)[nH]4)=O)C[C@@H]1C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(C2CC2)[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(C2CC2)[nH]1,-9.482
32,C1[C@H]2C[C@@]3(NC(c4nnc(C5CC5)[nH]4)=O)C[C@@H]1C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(C2CC2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(C2CC2)n[nH]1,-9.348
33,C1[C@H]2C[C@@]3(NC(c4nnc(C5CC5)[nH]4)=O)C[C@@H]1C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(C2CC2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(C2CC2)n1,-9.571
34,C1[C@H]2C[C@@]3(NC(c4nnc(C5CCCC5)[nH]4)=O)C[C@@H]1C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(C2CCCC2)[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(C2CCCC2)[nH]1,-9.874
35,C1[C@H]2C[C@@]3(NC(c4nnc(C5CCCC5)[nH]4)=O)C[C@@H]1C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(C2CCCC2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(C2CCCC2)n[nH]1,-9.933
36,C1[C@H]2C[C@@]3(NC(c4nnc(C5CCCC5)[nH]4)=O)C[C@@H]1C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(C2CCCC2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(C2CCCC2)n1,-9.729
37,C1[C@H]2C[C@@]3(NC(c4nnc(C)[nH]4)=O)C[C@@H]1C[C@@H](C2)C3,Cc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]1,Cc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]1,-9.149
38,C1[C@H]2C[C@@]3(NC(c4nnc(C)[nH]4)=O)C[C@@H]1C[C@@H](C2)C3,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]1,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]1,-9.173
39,C1[C@H]2C[C@@]3(NC(c4nnc(C)[nH]4)=O)C[C@@H]1C[C@@H](C2)C3,Cc1n[nH]c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,Cc1n[nH]c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,-9.043
40,C1[C@H]2C[C@@]3(NC(c4nnc(C(C)C)[nH]4)=O)C[C@@H]1C[C@@H](C2)C3,CC(C)c1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]1,CC(C)c1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]1,-9.31
41,C1[C@H]2C[C@@]3(NC(c4nnc(C(C)C)[nH]4)=O)C[C@@H]1C[C@@H](C2)C3,CC(C)c1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]1,CC(C)c1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]1,-9.374
42,C1[C@H]2C[C@@]3(NC(c4nnc(C(C)C)[nH]4)=O)C[C@@H]1C[C@@H](C2)C3,CC(C)c1n[nH]c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,CC(C)c1n[nH]c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,-9.227
43,C1[C@H]2C[C@@]3(NC(c4nnc(CC(C)C)[nH]4)=O)C[C@@H]1C[C@@H](C2)C3,CC(C)Cc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]1,CC(C)Cc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]1,-9.179
44,C1[C@H]2C[C@@]3(NC(c4nnc(CC(C)C)[nH]4)=O)C[C@@H]1C[C@@H](C2)C3,CC(C)Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]1,CC(C)Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]1,-9.686
45,C1[C@H]2C[C@@]3(NC(c4nnc(CC(C)C)[nH]4)=O)C[C@@H]1C[C@@H](C2)C3,CC(C)Cc1n[nH]c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,CC(C)Cc1n[nH]c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,-9.184
46,C1[C@H]2C[C@@]3(NC(c4nnc(CCC)[nH]4)=O)C[C@@H]1C[C@@H](C2)C3,CCCc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]1,CCCc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]1,-9.623
47,C1[C@H]2C[C@@]3(NC(c4nnc(CCC)[nH]4)=O)C[C@@H]1C[C@@H](C2)C3,CCCc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]1,CCCc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]1,-9.585
48,C1[C@H]2C[C@@]3(NC(c4nnc(CCC)[nH]4)=O)C[C@@H]1C[C@@H](C2)C3,CCCc1n[nH]c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,CCCc1n[nH]c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,-9.437
49,O=C(N1CCOCC1)c1nnc(-c2ccccc2)o1,O=C(c1nnc(-c2ccccc2)o1)N1CCOCC1,O=C(c1nnc(-c2ccccc2)o1)N1CCOCC1,-8.421
50,O=C(N(CC)CC)c1nnc(-c2ccccc2)o1,CCN(CC)C(=O)c1nnc(-c2ccccc2)o1,CCN(CC)C(=O)c1nnc(-c2ccccc2)o1,-7.737
51,O=C(NCc1ccccc1)c1nnc(-c2ccccc2)o1,O=C(NCc1ccccc1)c1nnc(-c2ccccc2)o1,O=C(NCc1ccccc1)c1nnc(-c2ccccc2)o1,-9.375
52,O=C(NC1CCCCC1)c1nnc(-c2ccccc2)o1,O=C(NC1CCCCC1)c1nnc(-c2ccccc2)o1,O=C(NC1CCCCC1)c1nnc(-c2ccccc2)o1,-9.517
53,O=C(N(C)C)c1nnc(-c2ccccc2)o1,CN(C)C(=O)c1nnc(-c2ccccc2)o1,CN(C)C(=O)c1nnc(-c2ccccc2)o1,-7.666
54,O=C(N1CCCC1)c1nnc(-c2ccccc2)o1,O=C(c1nnc(-c2ccccc2)o1)N1CCCC1,O=C(c1nnc(-c2ccccc2)o1)N1CCCC1,-8.905
55,O=C(Nc1ccccc1)c1nnc(-c2ccccc2)o1,O=C(Nc1ccccc1)c1nnc(-c2ccccc2)o1,O=C(Nc1ccccc1)c1nnc(-c2ccccc2)o1,-8.89
56,C1N(C(c2nnc(Cc3ccccc3)o2)=O)CCCC1,O=C(c1nnc(Cc2ccccc2)o1)N1CCCCC1,O=C(c1nnc(Cc2ccccc2)o1)N1CCCCC1,-8.758
57,C1N(C(c2nnc(C)o2)=O)CCCC1,Cc1nnc(C(=O)N2CCCCC2)o1,Cc1nnc(C(=O)N2CCCCC2)o1,-6.434
58,C1N(C(c2nnc(-c3ccccc3)o2)=O)CC1,O=C(c1nnc(-c2ccccc2)o1)N1CCC1,O=C(c1nnc(-c2ccccc2)o1)N1CCC1,-8.269
59,N(C(c1nnc(-c2ccccc2)o1)=O)C,CNC(=O)c1nnc(-c2ccccc2)o1,CNC(=O)c1nnc(-c2ccccc2)o1,-7.533
60,C1CCN(C(=O)c2sc(-c3ccccc3)nn2)CC1,O=C(c1nnc(-c2ccccc2)s1)N1CCCCC1,O=C(c1nnc(-c2ccccc2)s1)N1CCCCC1,-8.679
61,Clc1ccc(-c2nnc(C(N3CCCCC3)=O)o2)cc1,O=C(c1nnc(-c2ccc(Cl)cc2)o1)N1CCCCC1,O=C(c1nnc(-c2ccc(Cl)cc2)o1)N1CCCCC1,-9.234
62,Fc1ccc(-c2nnc(C(N3CCCCC3)=O)o2)cc1,O=C(c1nnc(-c2ccc(F)cc2)o1)N1CCCCC1,O=C(c1nnc(-c2ccc(F)cc2)o1)N1CCCCC1,-9.133
63,c1ccc(-c2nnc(C(N3CCCCC3)=O)o2)cc1Cl,O=C(c1nnc(-c2cccc(Cl)c2)o1)N1CCCCC1,O=C(c1nnc(-c2cccc(Cl)c2)o1)N1CCCCC1,-9.545
64,c1ccc(-c2nnc(C(N3CCCCC3)=O)o2)cc1F,O=C(c1nnc(-c2cccc(F)c2)o1)N1CCCCC1,O=C(c1nnc(-c2cccc(F)c2)o1)N1CCCCC1,-9.162
65,C1CCCCN1C(=O)c1oc(C2CCCCC2)nn1,O=C(c1nnc(C2CCCCC2)o1)N1CCCCC1,O=C(c1nnc(C2CCCCC2)o1)N1CCCCC1,-9.15
66,[C@H]12C[C@@]3(NC(c4ccccc4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccc1,-9.701
67,[C@H]12C[C@@]3(NC(c4ccco4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccco1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccco1,-8.878
68,[C@H]12C[C@@]3(NC(c4ccc(Cl)o4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)o1,-9.389
69,[C@H]12C[C@@]3(NC(c4cccs4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccs1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccs1,-8.67
70,[C@H]12C[C@@]3(NC(c4ccc(Cl)s4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)s1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)s1,-9.11
71,[C@H]12C[C@@]3(NC(C)=O)C[C@H](C[C@@H](C1)C3)C2,CC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.358
72,[C@H]12C[C@@]3(NC(c4ccc(Br)o4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Br)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Br)o1,-9.246
73,Cc1ccc(C(NC23CC4CC(C2)CC(C3)C4)=O)o1,Cc1ccc(C(=O)NC23CC4CC(CC(C4)C2)C3)o1,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)o1,-9.503
74,Fc1ccc(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(F)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(F)o1,-9.17
75,C(=O)(N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3)c1cnc(C)o1,Cc1ncc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)o1,Cc1ncc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)o1,-9.239
76,C(=O)(N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3)c1ncc(C)o1,Cc1cnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)o1,Cc1cnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)o1,-9.007
77,C1[C@H]2C[C@@H]3C[C@@](NC(c4sc(C)cc4)=O)(C[C@H]1C3)C2,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)s1,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)s1,-9.164
78,C1[C@H]2C[C@@H]3C[C@@](O)(C[C@H]1C3)C2,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-6.232
79,C1[C@H]2C[C@H]3C[C@]1(NC(c1ncn[nH]1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncn[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncn[nH]1,-8.528
80,C1[C@H]2C[C@H]3C[C@]1(NC(c1ncn[nH]1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc[nH]1,-8.518
81,C1[C@H]2C[C@H]3C[C@]1(NC(c1ncn[nH]1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc[nH]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc[nH]n1,-8.51
82,C1[C@H]2C[C@H]3C[C@]1(NC(c1nn[nH]n1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nn[n-]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nn[n-]n1,-8.519
83,C1[C@H]2C[C@H]3C[C@]1(NC(c1ncon1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncon1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncon1,-8.523
84,C1[C@H]2C[C@H]3C[C@]1(NC(c1nc[nH]c1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]cn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]cn1,-8.529
85,C1[C@H]2C[C@H]3C[C@]1(NC(c1nc[nH]c1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc[nH]1,-8.525
86,C1[C@H]2C[C@H]3C[C@]1(NC(c1nc[nH]c1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]c[nH+]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]c[nH+]1,-8.527
87,C1[C@H]2C[C@H]3C[C@]1(NC(c1cc[nH]n1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc[nH]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc[nH]n1,-8.68
88,C1[C@H]2C[C@H]3C[C@]1(NC(c1cc[nH]n1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccn[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccn[nH]1,-8.63
89,C1[C@H]2C[C@H]3C[C@]1(NC(c1c[nH]nn1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]nn1,-8.359
90,C1[C@H]2C[C@H]3C[C@]1(NC(c1c[nH]nn1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnn[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnn[nH]1,-8.531
91,C1[C@H]2C[C@H]3C[C@]1(NC(c1c[nH]nn1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cn[nH]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cn[nH]n1,-8.555
92,[C@H]12C[C@@H]3C[C@H](C1)C[C@](C(=O)OC)(C2)C3,COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.17
93,[C@H]12C[C@@H]3C[C@H](C1)C[C@](NC(=O)c1[nH]nnn1)(C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnn[n-]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnn[n-]1,-8.508
94,[C@H]12C[C@@H]3C[C@H](C1)C[C@](NC(=O)C(=O)OC)(C2)C3,COC(=O)C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,COC(=O)C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.711
95,c1c(-c2cc(C(NC3CCCC3)=O)nn2C)cccc1,Cn1nc(C(=O)NC2CCCC2)cc1-c1ccccc1,Cn1nc(C(=O)NC2CCCC2)cc1-c1ccccc1,-9.082
96,c1c(-c2cc(C(Nc3ccccc3)=O)nn2C)cccc1,Cn1nc(C(=O)Nc2ccccc2)cc1-c1ccccc1,Cn1nc(C(=O)Nc2ccccc2)cc1-c1ccccc1,-9.325
