sdf_number,annalog,protonated,isomers,docking_energy,cluster
22,c1c(-c2ccccc2)c(Cl)cc(C(=O)NC2CCCCC2)c1,O=C(NC1CCCCC1)c1ccc(-c2ccccc2)c(Cl)c1,O=C(NC1CCCCC1)c1ccc(-c2ccccc2)c(Cl)c1,-10.506,21
23,c1c(C)ccc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)c1,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,-9.706,0
24,c1cc(-c2ccccc2)cc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccc(-c2ccccc2)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccc(-c2ccccc2)c1,-11.539,0
25,c1cccc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccc1,-9.706,0
26,c1c(-c2ccccc2)c(Cl)cc(C(=O)NC(C)(C)C)c1,CC(C)(C)NC(=O)c1ccc(-c2ccccc2)c(Cl)c1,CC(C)(C)NC(=O)c1ccc(-c2ccccc2)c(Cl)c1,-9.587,20
27,C1[C@H]2C[C@@H]3C[C@](NC(c4ccc(OC)cc4)=O)(C2)C[C@H]1C3,COc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,COc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,-9.383,0
28,C1[C@H]2C[C@@H]3C[C@](NC(c4c(Cl)cccc4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccc1Cl,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccc1Cl,-9.816,0
29,C1[C@H]2C[C@@H]3C[C@](NC(c4ccc(F)cc4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(F)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(F)cc1,-4.928,0
30,C1[C@H]2C[C@@H]3C[C@](NC(c4ccc(Cl)cc4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)cc1,-9.572,0
31,C1[C@H]2C[C@@H]3C[C@](NC(c4ccc(Br)cc4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Br)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Br)cc1,-9.635,0
32,C1[C@H]2C[C@@H]3C[C@](NC(c4c(F)cccc4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccc1F,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccc1F,-9.868,0
33,[C@]12(NC(c3cc(Cl)c(Cl)cc3)=O)C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)c(Cl)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)c(Cl)c1,-9.748,4
34,[C@]12(NC(c3cc(F)c(F)cc3)=O)C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(F)c(F)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(F)c(F)c1,-9.771,4
35,c1(-c2ccc(C(NC34CC5CC(CC(C5)C3)C4)=O)cc2Cl)ccccc1,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(-c2ccccc2)c(Cl)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)c(Cl)c1,-12.356,0
36,c1(-c2ccc(C(NC34CC5CC(CC(C5)C3)C4)=O)cc2F)ccccc1,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(-c2ccccc2)c(F)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)c(F)c1,-12.496,0
37,c1(-c2ccc(C(NC34CC5CC(CC(C5)C3)C4)=O)cc2C)ccccc1,Cc1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)ccc1-c1ccccc1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)ccc1-c1ccccc1,-12.517,0
38,C1[C@H]2C[C@@H]3C[C@@](NC(/C=C/c4ccccc4)=O)(C[C@H]1C3)C2,O=C(/C=C/c1ccccc1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(/C=C/c1ccccc1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-10.145,19
39,C1[C@H]2C[C@@H]3C[C@@](NC(c4cccc(Cl)c4)=O)(C[C@H]1C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccc(Cl)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccc(Cl)c1,-9.909,0
40,N(C(c1ccccc1)=O)[C@H]1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)c1ccccc1,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)c1ccccc1,-9.445,3
41,N(C(c1ccc(C)cc1)=O)[C@H]1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,Cc1ccc(C(=O)N[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)cc1,Cc1ccc(C(=O)N[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)cc1,-9.757,3
42,N(C(c1ccc(OC)cc1)=O)[C@H]1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,COc1ccc(C(=O)N[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)cc1,COc1ccc(C(=O)N[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)cc1,-9.341,3
43,N(C(c1cccc2ccccc21)=O)[C@H]1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)c1cccc2ccccc12,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)c1cccc2ccccc12,-10.715,3
44,N(C(C1CCCCC1)=O)[C@H]1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)C1CCCCC1,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)C1CCCCC1,-8.816,18
45,N(C(c1ccc(Br)cc1)=O)[C@H]1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)c1ccc(Br)cc1,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)c1ccc(Br)cc1,-9.618,3
46,N(C(c1ccc(Cl)cc1)=O)[C@H]1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)c1ccc(Cl)cc1,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)c1ccc(Cl)cc1,-9.613,3
47,N(C(c1cc2ccccc2cc1)=O)[C@H]1[C@H]2C[C@@H]3C[C@H](C2)C[C@H]1C3,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)c1ccc2ccccc2c1,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)c1ccc2ccccc2c1,-11.159,3
48,C1[C@H]2C[C@@H]3C[C@@H]([C@H](NC(=O)/C=C/c4ccccc4)[C@H]1C3)C2,O=C(/C=C/c1ccccc1)N[C@H]1[C@@H]2C[C@H]3C[C@H](C[C@@H]1C3)C2,O=C(/C=C/c1ccccc1)N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3,-9.947,17
49,C1[C@H]2C[C@@H]3C[C@@H]([C@H](NC(=O)c4ccc(F)cc4)[C@H]1C3)C2,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@H](C[C@@H]1C3)C2)c1ccc(F)cc1,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)c1ccc(F)cc1,-9.515,3
50,[C@H]12C[C@H]3C[C@H](C[C@H](C3)C1)[C@@H]2NC(=O)Cc1ccccc1,O=C(Cc1ccccc1)N[C@H]1[C@@H]2C[C@H]3C[C@H](C[C@@H]1C3)C2,O=C(Cc1ccccc1)N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3,-9.335,3
51,[C@H]12C[C@H]3C[C@H](C[C@H](C3)C1)[C@@H]2NC(=O)c1c(Cl)cccc1,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@H](C[C@@H]1C3)C2)c1ccccc1Cl,O=C(N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3)c1ccccc1Cl,-9.545,3
52,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)[C@@H]2NC(c1c(C)cccc1)=O,Cc1ccccc1C(=O)N[C@H]1[C@@H]2C[C@H]3C[C@H](C[C@@H]1C3)C2,Cc1ccccc1C(=O)N[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3,-9.53,3
53,C1[C@H]2C[C@H]3C[C@]1(NC(c1nnc(-c4ccccc4)o1)=O)[C@H](C)[C@@H](C2)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1nnc(-c2ccccc2)o1)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1nnc(-c2ccccc2)o1)C3,-11.01,5
54,C1[C@H]2C[C@H]3C[C@]1(NC(c1n[nH]c(-c4ccccc4)c1C)=O)[C@H](C)[C@@H](C2)C3,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)n[nH]c1-c1ccccc1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)n[nH]c1-c1ccccc1,-11.749,1
55,C1[C@H]2C[C@H]3C[C@]1(NC(c1n[nH]c(-c4ccccc4)c1C)=O)[C@H](C)[C@@H](C2)C3,Cc1c(-c2ccccc2)n[nH]c1C(=O)N[C@@]12C[C@@H]3C[C@@H](C[C@@H](C3)[C@H]1C)C2,Cc1c(-c2ccccc2)n[nH]c1C(=O)N[C@@]12C[C@@H]3C[C@@H](C[C@@H](C3)[C@H]1C)C2,-11.729,1
56,C1[C@H]2C[C@H]3C[C@]1(NC(c1nn(C)c(C)c1C)=O)[C@H](C)[C@@H](C2)C3,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C,-9.764,1
57,C1[C@H]2C[C@H]3C[C@]1(NC(c1n[nH]c(-c4ccccc4)c1)=O)[C@H](C)[C@@H](C2)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(-c2ccccc2)[nH]n1)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(-c2ccccc2)[nH]n1)C3,-11.342,5
58,C1[C@H]2C[C@H]3C[C@]1(NC(c1n[nH]c(-c4ccccc4)c1)=O)[C@H](C)[C@@H](C2)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(-c2ccccc2)n[nH]1)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(-c2ccccc2)n[nH]1)C3,-11.534,5
59,C1[C@H]2C[C@H]3C[C@]1(NC(c1nn(-c4ccccc4)cc1C)=O)[C@H](C)[C@@H](C2)C3,Cc1cn(-c2ccccc2)nc1C(=O)N[C@@]12C[C@@H]3C[C@@H](C[C@@H](C3)[C@H]1C)C2,Cc1cn(-c2ccccc2)nc1C(=O)N[C@@]12C[C@@H]3C[C@@H](C[C@@H](C3)[C@H]1C)C2,-11.309,1
60,C1[C@H]2C[C@H]3C[C@]1(NC(c1nnc(-c4ccccc4)s1)=O)[C@H](C)[C@@H](C2)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1nnc(-c2ccccc2)s1)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1nnc(-c2ccccc2)s1)C3,-11.324,5
61,C1[C@H]2C[C@H]3C[C@]1(NC(c1nn(C)cc1)=O)[C@H](C)[C@@H](C2)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1ccn(C)n1)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1ccn(C)n1)C3,-9.423,7
62,C1[C@H]2C[C@H]3C[C@]1(NC(c1nn(C)cc1C)=O)[C@H](C)[C@@H](C2)C3,Cc1cn(C)nc1C(=O)N[C@@]12C[C@@H]3C[C@@H](C[C@@H](C3)[C@H]1C)C2,Cc1cn(C)nc1C(=O)N[C@@]12C[C@@H]3C[C@@H](C[C@@H](C3)[C@H]1C)C2,-9.884,7
63,[C@@]12(NC(c3nn(C)c(-c4ccccc4)c3)=O)C[C@@H]3C[C@@H](C[C@H](C1)C3)[C@H]2C,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(-c2ccccc2)n(C)n1)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(-c2ccccc2)n(C)n1)C3,-11.577,1
64,[C@@]12(NC(c3nn(-c4ccccc4)c(C)n3)=O)C[C@@H]3C[C@@H](C[C@H](C1)C3)[C@H]2C,Cc1nc(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn1-c1ccccc1,Cc1nc(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn1-c1ccccc1,-11.301,14
65,c1(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)c(C)c(-c2ccccc2)n(C)n1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1,-11.501,1
66,c1(C(=O)N[C@]23[C@H](C)[C@@H]4C[C@H](C2)C[C@@H](C4)C3)c(C)c(C2CCCCC2)n(C)n1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C1CCCCC1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C1CCCCC1,-12.044,1
67,c1(C(=O)N[C@]23[C@@H](C)[C@@H]4C[C@H](C2)C[C@@H](C4)C3)c(C)c(-c2ccccc2)n(C)n1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@@H]2C)C3)nn(C)c1-c1ccccc1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@@H]2C)C3)nn(C)c1-c1ccccc1,-11.934,1
68,c1(C(=O)N[C@]23[C@H](C)[C@@H]4C[C@H](C2)C[C@@H](C4)C3)c(C)c(-c2occc2)n(C)n1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1-c1ccco1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1-c1ccco1,-10.958,1
69,c1(C(=O)N[C@]23[C@H](C)[C@@H]4C[C@H](C2)C[C@@H](C4)C3)c(C)c(-c2ccncc2)n(C)n1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1-c1ccncc1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1-c1ccncc1,-11.274,1
70,[C@@H]12C[C@]3(NC(=O)c4noc(-c5ccccc5)c4C)C[C@@H](C[C@H](C1)[C@H]3C)C2,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)noc1-c1ccccc1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)noc1-c1ccccc1,-11.765,1
71,[C@@H]12C[C@]3(NC(=O)c4nnn(C)c4C)C[C@@H](C[C@H](C1)[C@H]3C)C2,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nnn1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nnn1C,-9.412,7
72,[C@@H]12C[C@]3(NC(=O)c4nn(C)c(C#N)c4C)C[C@@H](C[C@H](C1)[C@H]3C)C2,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C#N,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C#N,-9.975,1
73,c1ccccc1-c1n(C(C)C)nc(C(=O)NC2CCCCC2)c1C,Cc1c(C(=O)NC2CCCCC2)nn(C(C)C)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(C(C)C)c1-c1ccccc1,-10.167,12
74,c1ccccc1-c1nnc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nn1,-11.533,10
75,c1ccccc1-c1nnc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccccc2)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccccc2)o1,-10.612,13
76,c1ccccc1-c1nnc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)cc1C,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1-c1ccccc1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1-c1ccccc1,-11.853,10
77,c1ccccc1-c1n(CC)nc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)c1C,CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,-11.346,11
