sdf_number,annalog,protonated,isomers
34,C1CCC(n2nc(C(=O)NCCCC)cc2-c2ccccc2)C1,CCCCNC(=O)c1cc(-c2ccccc2)n(C2CCCC2)n1,CCCCNC(=O)c1cc(-c2ccccc2)n(C2CCCC2)n1
35,C1CCC(n2nc(C(=O)NC3CCCC3)cc2-c2ccccc2)C1,O=C(NC1CCCC1)c1cc(-c2ccccc2)n(C2CCCC2)n1,O=C(NC1CCCC1)c1cc(-c2ccccc2)n(C2CCCC2)n1
36,C1CCC(n2nc(C(=O)NCC3CCCCC3)cc2-c2ccccc2)C1,O=C(NCC1CCCCC1)c1cc(-c2ccccc2)n(C2CCCC2)n1,O=C(NCC1CCCCC1)c1cc(-c2ccccc2)n(C2CCCC2)n1
37,c1(C(NC23CC4CC(CC(C2)C4)C3)=O)nn(C2CCCC2)c(-c2ccccc2)c1,O=C(NC12CC3CC(CC(C3)C1)C2)c1cc(-c2ccccc2)n(C2CCCC2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(C2CCCC2)n1
38,c1(C(N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)=O)nn(CC(C)C)c(-c2ccccc2)c1,CC(C)Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,CC(C)Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1
39,C1CCCC1n1nc(C(=O)Nc2ccccc2)cc1-c1ccccc1,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n(C2CCCC2)n1,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n(C2CCCC2)n1
40,C1[C@]2(NC(=O)c3cc(-c4ccccc4)n(C4CCC4)n3)C[C@@H]3C[C@H]1C[C@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(C2CCC2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(C2CCC2)n1
41,O=C(NC12CC3CC(CC(C3)C1)C2)c1nn(C)c(C2CCCCC2)c1C,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(C)c1C1CCCCC1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1C1CCCCC1
42,O=C(N[C@@]12[C@H](C)[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)c1n(C)nc(C2CCCCC2)c1,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCCC2)nn1C)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCCC2)nn1C)C3
43,O=C(NC12CC3CC(CC(C3)C1)C2)c1nn(C)c(-c2ccccc2)c1C,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(C)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1
44,O=C(N[C@@]12[C@H](C)[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)c1n[nH]c(C2CCCCC2)c1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)n[nH]c1C1CCCCC1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)n[nH]c1C1CCCCC1
45,O=C(N[C@@]12[C@H](C)[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)c1n[nH]c(C2CCCCC2)c1C,Cc1c(C2CCCCC2)n[nH]c1C(=O)N[C@@]12C[C@@H]3C[C@@H](C[C@@H](C3)[C@H]1C)C2,Cc1c(C2CCCCC2)n[nH]c1C(=O)N[C@@]12C[C@@H]3C[C@@H](C[C@@H](C3)[C@H]1C)C2
46,O=C(N[C@@]12[C@H](C)[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)c1nn(C)c(C2CCCCC2)c1,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCCC2)n(C)n1)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCCC2)n(C)n1)C3
47,O=C(N[C@@]12[C@H](C)[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)c1nn(C)c(C2CCCC2)c1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C1CCCC1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C1CCCC1
48,O=C(N[C@@]12[C@H](C)[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)c1n[nH]c(C2CCCCC2)c1,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCCC2)[nH]n1)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCCC2)[nH]n1)C3
49,O=C(N[C@@]12[C@H](C)[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)c1n[nH]c(C2CCCCC2)c1,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCCC2)n[nH]1)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCCC2)n[nH]1)C3
50,O=C(N[C@@]12[C@H](C)[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)c1nn(C)c(C2CCCC2)c1,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCC2)n(C)n1)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCC2)n(C)n1)C3
51,n1c(C(N[C@]23[C@H](C)[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)c(C)c(C(C)C)n1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C(C)C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C(C)C
52,n1c(C(N[C@]23[C@H](C)[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)c(C)c(C(C)(C)C)n1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C(C)(C)C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C(C)(C)C
53,n1c(C(N[C@]23[C@H](C)[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)c(C)c(C(F)(F)F)n1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C(F)(F)F,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C(F)(F)F
54,c1(C2CCCCC2)n(C)nc(C(NC2CCCCC2)=O)c1C,Cc1c(C(=O)NC2CCCCC2)nn(C)c1C1CCCCC1,Cc1c(C(=O)NC2CCCCC2)nn(C)c1C1CCCCC1
55,c1(C)n(C)nc(C(N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)[C@H]3C)=O)c1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C
56,c1(C2CC2)n(C)nc(C(N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)[C@H]3C)=O)c1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C1CC1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C1CC1
57,c1(C2CCCCC2)n(C)nc(C(NC2CCCC2)=O)c1C,Cc1c(C(=O)NC2CCCC2)nn(C)c1C1CCCCC1,Cc1c(C(=O)NC2CCCC2)nn(C)c1C1CCCCC1
58,c1(C2CCCCC2)n(C)nc(C(NC2CCCCCC2)=O)c1C,Cc1c(C(=O)NC2CCCCCC2)nn(C)c1C1CCCCC1,Cc1c(C(=O)NC2CCCCCC2)nn(C)c1C1CCCCC1
59,C1CCC(c2n(C)nc(C(=O)NC(C)(C)C)c2C)CC1,Cc1c(C(=O)NC(C)(C)C)nn(C)c1C1CCCCC1,Cc1c(C(=O)NC(C)(C)C)nn(C)c1C1CCCCC1
60,C1CCC(c2n(C)nc(C(=O)NCc3ccccc3)c2C)CC1,Cc1c(C(=O)NCc2ccccc2)nn(C)c1C1CCCCC1,Cc1c(C(=O)NCc2ccccc2)nn(C)c1C1CCCCC1
61,C1CCC(c2n(C)nc(C(=O)NC3CC3)c2C)CC1,Cc1c(C(=O)NC2CC2)nn(C)c1C1CCCCC1,Cc1c(C(=O)NC2CC2)nn(C)c1C1CCCCC1
62,c1c(-c2ccccc2)nnc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nn1
63,c1(C)c(-c2ccccc2)nnc(C(=O)NC2CCCCC2)c1,Cc1cc(C(=O)NC2CCCCC2)nnc1-c1ccccc1,Cc1cc(C(=O)NC2CCCCC2)nnc1-c1ccccc1
64,c1(C)c(C)nnc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)c1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1C,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1C
65,c1(C)cnnc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)c1,Cc1cnnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1,Cc1cnnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1
66,c1(C)c(C(C)C)nnc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)c1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1C(C)C,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1C(C)C
67,c1(C)c(-c2ccccc2)nnc(C(=O)NCc2ccccc2)c1,Cc1cc(C(=O)NCc2ccccc2)nnc1-c1ccccc1,Cc1cc(C(=O)NCc2ccccc2)nnc1-c1ccccc1
68,c1(C)c(-c2ccccc2)nnc(C(=O)NC(C)(C)C)c1,Cc1cc(C(=O)NC(C)(C)C)nnc1-c1ccccc1,Cc1cc(C(=O)NC(C)(C)C)nnc1-c1ccccc1
69,c1ccc(-c2c(C)cc(C(NC3CCCC3)=O)nn2)cc1,Cc1cc(C(=O)NC2CCCC2)nnc1-c1ccccc1,Cc1cc(C(=O)NC2CCCC2)nnc1-c1ccccc1
70,c1ccc(-c2c(C)cc(C(NC3CCCCCC3)=O)nn2)cc1,Cc1cc(C(=O)NC2CCCCCC2)nnc1-c1ccccc1,Cc1cc(C(=O)NC2CCCCCC2)nnc1-c1ccccc1
71,c1ccc(-c2c(C)cc(C(N[C@H]3CC[C@H](C)CC3)=O)nn2)cc1,Cc1cc(C(=O)N[C@H]2CC[C@H](C)CC2)nnc1-c1ccccc1,Cc1cc(C(=O)N[C@H]2CC[C@H](C)CC2)nnc1-c1ccccc1
72,c1ccc(-c2ccc(C(N[C@]34C[C@@H]5C[C@H](C3)C[C@H](C4)C5)=O)cn2)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nc1
73,c1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)nnc(C2CCCCC2)c1C,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1C1CCCCC1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1C1CCCCC1
74,c1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)nnc(CCC)c1C,CCCc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1C,CCCc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1C
75,c1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)nnc(CC)c1C,CCc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1C,CCc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1C
76,c1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)nnc(-c2occc2)c1C,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1-c1ccco1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1-c1ccco1
77,c1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)nnc(CCCC)c1C,CCCCc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1C,CCCCc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1C
78,N([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(=O)c1nn(C2CCCCC2)c(CCC)c1,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1C1CCCCC1,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1C1CCCCC1
79,N([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(=O)c1nn(C)c(CCC)c1,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1C,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1C
80,N([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(=O)c1nn(CCCCC)c(CCC)c1,CCCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1CCC,CCCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1CCC
81,N([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(=O)c1nn(Cc2ccccc2)c(C)c1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1Cc1ccccc1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1Cc1ccccc1
82,N([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(=O)c1nn(CC(C)C)c(CCC)c1,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1CC(C)C,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1CC(C)C
83,N([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(=O)c1nn(Cc2ccccc2)c(CC)c1,CCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1Cc1ccccc1,CCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1Cc1ccccc1
84,N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2=O,[NH3+][C@@]12C[C@@H]3C[C@@H](C[C@@H](C3)C1=O)C2,[NH3+][C@@]12C[C@@H]3C[C@@H](C[C@@H](C3)C1=O)C2
85,N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,[NH3+][C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,[NH3+][C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
86,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4ccn(Cc5ccccc5)n4)=O)(C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccn(Cc2ccccc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccn(Cc2ccccc2)n1
87,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4cc(CCc5ccccc5)n(C)n4)=O)(C3)C1)C2,Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1CCc1ccccc1,Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1CCc1ccccc1
