sdf_number,annalog,protonated,isomers
18,C(=O)(NC12CC3CC(CC(C3)C1)C2)c1cn(Cc2ccc(F)cc2F)c(-c2ccc(F)cc2F)c1C,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)cn(Cc2ccc(F)cc2F)c1-c1ccc(F)cc1F,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2ccc(F)cc2F)c1-c1ccc(F)cc1F
19,C(=O)(N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2)c1cn(-c2ccc(F)cc2F)c(C)c1C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(-c2ccc(F)cc2F)c1C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(-c2ccc(F)cc2F)c1C
20,C(=O)(Nc1c(F)cccc1F)c1cn(-c2ccc(F)cc2F)c(-c2ccc(F)cc2F)c1C,Cc1c(C(=O)Nc2c(F)cccc2F)cn(-c2ccc(F)cc2F)c1-c1ccc(F)cc1F,Cc1c(C(=O)Nc2c(F)cccc2F)cn(-c2ccc(F)cc2F)c1-c1ccc(F)cc1F
21,C1COC(=O)N1[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C1OCCN1[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C1OCCN1[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
22,C(=O)(NCC12CC3CC(CC(C3)C1)C2)c1cn(Cc2ccccc2)c(-c2ccc(F)cc2F)c1,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(-c2ccc(F)cc2F)n(Cc2ccccc2)c1,O=C(NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccc(F)cc2F)n(Cc2ccccc2)c1
23,C(=O)(NC12CC3CC(CC(C1)C3)C2)c1n(Cc2ccc(F)cc2F)nc2c1cncc2,O=C(NC12CC3CC(CC(C3)C1)C2)c1c2cnccc2nn1Cc1ccc(F)cc1F,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c2cnccc2nn1Cc1ccc(F)cc1F
24,C(=O)(NC12CC3CC(CC(O1)C3)C2)c1cn(-c2cc(F)c(F)cc2)c(Br)c1C,Cc1c(C(=O)NC23CC4CC(CC(C4)O2)C3)cn(-c2ccc(F)c(F)c2)c1Br,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)O2)C3)cn(-c2ccc(F)c(F)c2)c1Br
25,C(=O)(N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2)c1cn([C@H]2CC[C@H](OC(c3ccccc3F)=O)CC2)c(-c2ccc(O)cc2F)c1C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn([C@H]2CC[C@H](OC(=O)c3ccccc3F)CC2)c1-c1ccc(O)cc1F,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn([C@H]2CC[C@H](OC(=O)c3ccccc3F)CC2)c1-c1ccc(O)cc1F
26,n1(C2CCNCC2)c(-c2c(F)cc(F)cc2)c(C)c(C(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)=O)c1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C2CC[NH2+]CC2)c1-c1ccc(F)cc1F,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C2CC[NH2+]CC2)c1-c1ccc(F)cc1F
27,n1(-c2c(F)cc(F)cc2)c(-c2c(F)cc(F)cc2)cc(C(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)=O)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccc(F)cc2F)n(-c2ccc(F)cc2F)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccc(F)cc2F)n(-c2ccc(F)cc2F)c1
28,n1(C2OCC(F)(F)CC2)c(-c2c(F)cc(F)cc2)c(C)c(C(N(CC)CC)=O)c1,CCN(CC)C(=O)c1cn(C2CCC(F)(F)CO2)c(-c2ccc(F)cc2F)c1C,CCN(CC)C(=O)c1cn([C@@H]2CCC(F)(F)CO2)c(-c2ccc(F)cc2F)c1C
29,n1(C2OCC(F)(F)CC2)c(-c2c(F)cc(F)cc2)c(C)c(C(N(CC)CC)=O)c1,CCN(CC)C(=O)c1cn(C2CCC(F)(F)CO2)c(-c2ccc(F)cc2F)c1C,CCN(CC)C(=O)c1cn([C@H]2CCC(F)(F)CO2)c(-c2ccc(F)cc2F)c1C
30,n1(Cc2c(F)cc(F)cc2)c(-c2c(F)cc(F)cc2)c(C)c(C(N[C@@H]2C(C)C[C@H](C(C)C)CO2)=O)c1,Cc1c(C(=O)N[C@H]2OC[C@@H](C(C)C)CC2C)cn(Cc2ccc(F)cc2F)c1-c1ccc(F)cc1F,Cc1c(C(=O)N[C@H]2OC[C@@H](C(C)C)C[C@@H]2C)cn(Cc2ccc(F)cc2F)c1-c1ccc(F)cc1F
31,n1(Cc2c(F)cc(F)cc2)c(-c2c(F)cc(F)cc2)c(C)c(C(N[C@@H]2C(C)C[C@H](C(C)C)CO2)=O)c1,Cc1c(C(=O)N[C@H]2OC[C@@H](C(C)C)CC2C)cn(Cc2ccc(F)cc2F)c1-c1ccc(F)cc1F,Cc1c(C(=O)N[C@H]2OC[C@@H](C(C)C)C[C@H]2C)cn(Cc2ccc(F)cc2F)c1-c1ccc(F)cc1F
32,n1(N)c2c(cccn2)c(-c2c(F)cccc2)c(C)c(C(NC23CC4CC(CC(C4)C2)C3)=O)c1,CC1=C(c2ccccc2F)c2cccnc2N(N)C=C1C(=O)NC12CC3CC(CC(C3)C1)C2,CC1=C(c2ccccc2F)c2cccnc2N(N)C=C1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
33,n1(-c2c(F)cc(F)cc2)c(-c2c(F)cc(F)cc2)c2c(ccc(/C=N\NC(N3CCN(S(=O)(=O)C)CC3)=O)c2)c1,CS(=O)(=O)N1CCN(C(=O)N/N=C\c2ccc3cn(-c4ccc(F)cc4F)c(-c4ccc(F)cc4F)c3c2)CC1,CS(=O)(=O)N1CCN(C(=O)N/N=C\c2ccc3cn(-c4ccc(F)cc4F)c(-c4ccc(F)cc4F)c3c2)CC1
34,n1(-c2c(F)cc(F)cc2)c(-c2c(F)cc(F)cc2)c2c(ccc(/C=N\NC(N3CCN(S(=O)(=O)C)CC3)=O)c2)c1,CS(=O)(=O)N1CCN(C(=O)NN=Cc2ccc3cn(-c4ccc(F)cc4F)c(-c4ccc(F)cc4F)c3c2)CC1,CS(=O)(=O)N1CCN(C(=O)N/N=C/c2ccc3cn(-c4ccc(F)cc4F)c(-c4ccc(F)cc4F)c3c2)CC1
35,n1(Cc2c(F)cc(F)cc2)c(-c2c(F)cc(F)cc2)c(C)c(C(N/C2=C(/[C@@H](C)C[C@H]3COCCO3)CC2)=O)c1,Cc1c(C(=O)NC2=C([C@@H](C)C[C@H]3COCCO3)CC2)cn(Cc2ccc(F)cc2F)c1-c1ccc(F)cc1F,Cc1c(C(=O)NC2=C([C@@H](C)C[C@H]3COCCO3)CC2)cn(Cc2ccc(F)cc2F)c1-c1ccc(F)cc1F
36,n1(Cc2c(F)cc(F)cc2)c(-c2c(F)cc(F)cc2)c(C)c(C(N/C2=C(/[C@@H](C)C[C@H]3COCCO3)CC2)=O)c1,Cc1c(C(=O)NC2=CCC2[C@@H](C)C[C@H]2COCCO2)cn(Cc2ccc(F)cc2F)c1-c1ccc(F)cc1F,Cc1c(C(=O)NC2=CC[C@@H]2[C@@H](C)C[C@H]2COCCO2)cn(Cc2ccc(F)cc2F)c1-c1ccc(F)cc1F
37,n1(Cc2c(F)cc(F)cc2)c(-c2c(F)cc(F)cc2)c(C)c(C(N/C2=C(/[C@@H](C)C[C@H]3COCCO3)CC2)=O)c1,Cc1c(C(=O)NC2=CCC2[C@@H](C)C[C@H]2COCCO2)cn(Cc2ccc(F)cc2F)c1-c1ccc(F)cc1F,Cc1c(C(=O)NC2=CC[C@H]2[C@@H](C)C[C@H]2COCCO2)cn(Cc2ccc(F)cc2F)c1-c1ccc(F)cc1F
38,c1(F)ccc(Cn2c(-c3ccc(F)cc3)c(C)c(C(=O)N[C@]34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)c2)c(F)c1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2ccc(F)cc2F)c1-c1ccc(F)cc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2ccc(F)cc2F)c1-c1ccc(F)cc1
39,c1(F)ccc(Cn2c(-c3c(F)cc(F)cc3)c(C)c(C(=O)N3CCCCC3)c2)c(F)c1,Cc1c(C(=O)N2CCCCC2)cn(Cc2ccc(F)cc2F)c1-c1ccc(F)cc1F,Cc1c(C(=O)N2CCCCC2)cn(Cc2ccc(F)cc2F)c1-c1ccc(F)cc1F
40,c1ccc(Cn2c(-c3c(F)cc(F)cc3)c(C)c(C#N)c2)cc1,Cc1c(C#N)cn(Cc2ccccc2)c1-c1ccc(F)cc1F,Cc1c(C#N)cn(Cc2ccccc2)c1-c1ccc(F)cc1F
41,c1(F)cc(Cn2c(-c3ccc(O)cc3)c(C)c(C(=O)N[C@]34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)c2)ccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2cccc(F)c2)c1-c1ccc(O)cc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2cccc(F)c2)c1-c1ccc(O)cc1
42,c1(-c2n(CCc3ccccc3)nc(C(N[C@]34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)=O)c2C)ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCc2ccccc2)c1-c1ccccc1
43,c1(-c2n(Cc3cc4c(cc3)OCO4)nc(C(N[C@]34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)=O)c2C)ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2ccc3c(c2)OCO3)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2ccc3c(c2)OCO3)c1-c1ccccc1
44,c1(-c2n(-c3ccc(Cl)cc3)nc(C(NN(C)C)=O)c2C)ccccc1,Cc1c(C(=O)NN(C)C)nn(-c2ccc(Cl)cc2)c1-c1ccccc1,Cc1c(C(=O)NN(C)C)nn(-c2ccc(Cl)cc2)c1-c1ccccc1
45,c1(-c2n(C3CCCCC3)nc(C(NC3CCC(CC)CC3)=O)c2C)ccccc1,CCC1CCC(NC(=O)c2nn(C3CCCCC3)c(-c3ccccc3)c2C)CC1,CC[C@H]1CC[C@@H](NC(=O)c2nn(C3CCCCC3)c(-c3ccccc3)c2C)CC1
46,c1(-c2n(C3CCCCC3)nc(C(NC3CCC(CC)CC3)=O)c2C)ccccc1,CCC1CCC(NC(=O)c2nn(C3CCCCC3)c(-c3ccccc3)c2C)CC1,CC[C@H]1CC[C@H](NC(=O)c2nn(C3CCCCC3)c(-c3ccccc3)c2C)CC1
47,c1(-c2n(C[C@H](C)O)nc(C(N[C@]34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)=O)c2C)cccc(F)c1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C[C@H](C)O)c1-c1cccc(F)c1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C[C@H](C)O)c1-c1cccc(F)c1
48,c1(-c2n(-c3ccc(Cl)cc3)cc(C(N[C@]34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)=O)c2C)cc(Cl)c(Cl)cc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(-c2ccc(Cl)cc2)c1-c1ccc(Cl)c(Cl)c1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(-c2ccc(Cl)cc2)c1-c1ccc(Cl)c(Cl)c1
49,c1(-c2n(-c3ccc(Cl)cc3)nc([C@H](N/C=C/C(C)(C)C)O)c2C)ccccc1,Cc1c([C@@H](O)N/C=C/C(C)(C)C)nn(-c2ccc(Cl)cc2)c1-c1ccccc1,Cc1c([C@@H](O)N/C=C/C(C)(C)C)nn(-c2ccc(Cl)cc2)c1-c1ccccc1
50,c1(-c2n(-c3ccc(Cl)cc3)nc([C@H](N/C=C/C(C)(C)C)O)c2C)ccccc1,Cc1c([C@@H](O)N=CCC(C)(C)C)nn(-c2ccc(Cl)cc2)c1-c1ccccc1,Cc1c([C@@H](O)/N=C/CC(C)(C)C)nn(-c2ccc(Cl)cc2)c1-c1ccccc1
51,c1(-c2n(-c3ccc(Cl)cc3)nc([C@H](N/C=C/C(C)(C)C)O)c2C)ccccc1,Cc1c([C@@H](O)N=CCC(C)(C)C)nn(-c2ccc(Cl)cc2)c1-c1ccccc1,Cc1c([C@@H](O)/N=C\CC(C)(C)C)nn(-c2ccc(Cl)cc2)c1-c1ccccc1
52,c1(-c2n(-c3ccc(Cl)cc3)nc([C@H](N/C=C/C(C)(C)C)O)c2C)ccccc1,Cc1c([C@@H](O)NC=CC(C)(C)C)nn(-c2ccc(Cl)cc2)c1-c1ccccc1,Cc1c([C@@H](O)N/C=C\C(C)(C)C)nn(-c2ccc(Cl)cc2)c1-c1ccccc1
53,c1(-c2n(C(C)(C)C)nc(C(N/N=C/c3ccc4c(c3)-c3ccccc3C4(C)C)=O)c2C)ccccc1,Cc1c(C(=O)N/N=C/c2ccc3c(c2)-c2ccccc2C3(C)C)nn(C(C)(C)C)c1-c1ccccc1,Cc1c(C(=O)N/N=C/c2ccc3c(c2)-c2ccccc2C3(C)C)nn(C(C)(C)C)c1-c1ccccc1
54,c1(-c2n(C(C)(C)C)nc(C(N/N=C/c3ccc4c(c3)-c3ccccc3C4(C)C)=O)c2C)ccccc1,Cc1c(C(=O)NN=Cc2ccc3c(c2)-c2ccccc2C3(C)C)nn(C(C)(C)C)c1-c1ccccc1,Cc1c(C(=O)N/N=C\c2ccc3c(c2)-c2ccccc2C3(C)C)nn(C(C)(C)C)c1-c1ccccc1
55,C1[C@]2(NC(=O)c3c(C)c(-c4ccccc4)n(Cc4ccccc4)n3)C[C@@H]3C[C@H]1C[C@H](C2)C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2ccccc2)c1-c1ccccc1
56,C1[C@]2(NC(=O)c3c(C)c(-c4ccccc4)n(Cc4ccc(F)cc4)n3)C[C@@H]3C[C@H]1C[C@H](C2)C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2ccc(F)cc2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2ccc(F)cc2)c1-c1ccccc1
57,C1[C@]2(NC(=O)c3c(C)c(-c4ccccc4)n(-c4ccc(Br)cc4)n3)C[C@@H]3C[C@H]1C[C@H](C2)C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(-c2ccc(Br)cc2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(-c2ccc(Br)cc2)c1-c1ccccc1
58,C1[C@]2(NC(=O)c3cc(-c4ccccc4)[nH]n3)C[C@@H]3C[C@H]1C[C@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)[nH]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)[nH]n1
59,C1[C@]2(NC(=O)c3cc(-c4ccccc4)[nH]n3)C[C@@H]3C[C@H]1C[C@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n[nH]1
60,C1[C@]2(NC(=O)c3c(C)c(-c4ccccc4)n(C)n3)CC3C[C@H]1C[C@H](C2)C3,Cc1c(C(=O)N[C@]23CC4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1
61,C1[C@]2(NC(=O)C3CCCCC3)C[C@@H]3C[C@H]1C[C@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CCCCC1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CCCCC1
62,C1[C@]2(NC(=O)c3cc(-c4ccccc4)n(Cc4c(F)cccc4)n3)C[C@@H]3C[C@H]1C[C@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(Cc2ccccc2F)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(Cc2ccccc2F)n1
63,C1[C@]2(NC(=O)c3cc(-c4cccc(OC)c4)n(Cc4ccc(Cl)cc4)n3)C[C@@H]3C[C@H]1C[C@H](C2)C3,COc1cccc(-c2cc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2Cc2ccc(Cl)cc2)c1,COc1cccc(-c2cc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2Cc2ccc(Cl)cc2)c1
64,C1[C@H]2C[C@]3(NC(c4c(C)c(-c5ccccc5)n(Cc5ccccc5Cl)n4)=O)C[C@H](C2)C[C@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2ccccc2Cl)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2ccccc2Cl)c1-c1ccccc1
65,C1[C@H]2C[C@]3(NC(c4c(C)c(-c5ccccc5)n(CC5CCCC5)n4)=O)C[C@H](C2)C[C@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CC2CCCC2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CC2CCCC2)c1-c1ccccc1
66,C1[C@H]2C[C@]3(NC(c4c(C)c(-c5ccccc5)n(CCc5ccc(C(F)(F)F)cc5)n4)=O)C[C@H](C2)C[C@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCc2ccc(C(F)(F)F)cc2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCc2ccc(C(F)(F)F)cc2)c1-c1ccccc1
67,C1[C@H]2C[C@]3(NC(OCc4ccccc4)=O)C[C@H](C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)OCc1ccccc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)OCc1ccccc1
