sdf_number,annalog,protonated,isomers,docking_energy,cluster
17,c1cc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)ccc1-c1ccc(F)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccc(F)cc2)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccc(F)cc2)cc1,-11.943,1
18,c1cc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)ccc1-c1ccc(Cl)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccc(Cl)cc2)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccc(Cl)cc2)cc1,-10.782,1
19,C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)(c1ccc2ccccc2c1)=O,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2ccccc2c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2ccccc2c1,-11.206,1
20,[C@H]12C[C@H]3C[C@H](C[C@@](NC(c4nn(C)c(-c5ccccc5)c4)=O)(C1)C3)C2,Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,-10.94,0
21,[C@H]12C[C@H]3C[C@H](C[C@@](NC(c4nn(C(C)C)c(-c5ccccc5)c4)=O)(C1)C3)C2,CC(C)n1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,CC(C)n1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,-11.543,0
22,[C@H]12C[C@H]3C[C@H](C[C@@](NC(c4nn(CC)c(-c5ccccc5)c4)=O)(C1)C3)C2,CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,-10.915,0
23,[C@H]12C[C@H]3C[C@H](C[C@@](NC(c4nn(C5CC5)c(-c5ccccc5)c4)=O)(C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(C2CC2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(C2CC2)n1,-11.278,0
24,[C@H]12C[C@H]3C[C@H](C[C@@](NC(c4n[nH]c(-c5ccccc5)c4)=O)(C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)[nH]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)[nH]n1,-10.777,12
25,[C@H]12C[C@H]3C[C@H](C[C@@](NC(c4n[nH]c(-c5ccccc5)c4)=O)(C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n[nH]1,-10.771,10
26,[C@H]12C[C@H]3C[C@H](C[C@@](NC(c4nn(CCCC)c(-c5ccccc5)c4)=O)(C1)C3)C2,CCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,CCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,-11.013,0
27,[C@H]12C[C@H]3C[C@H](C[C@@](NC(c4nn(CCC)c(-c5ccccc5)c4)=O)(C1)C3)C2,CCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,CCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,-10.852,0
28,[C@H]12C[C@H]3C[C@H](C[C@@](O)(C1)C3)C2,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-6.236,22
29,C1CCC(n2nc(C(=O)NC3CCCCC3)cc2-c2ccccc2)C1,O=C(NC1CCCCC1)c1cc(-c2ccccc2)n(C2CCCC2)n1,O=C(NC1CCCCC1)c1cc(-c2ccccc2)n(C2CCCC2)n1,-10.54,0
30,C1CCC(n2nc(C(=O)NC3CCCCCC3)cc2-c2ccccc2)C1,O=C(NC1CCCCCC1)c1cc(-c2ccccc2)n(C2CCCC2)n1,O=C(NC1CCCCCC1)c1cc(-c2ccccc2)n(C2CCCC2)n1,-8.046,0
31,C1CCC(n2nc(C(=O)NCc3ccccc3)cc2-c2ccccc2)C1,O=C(NCc1ccccc1)c1cc(-c2ccccc2)n(C2CCCC2)n1,O=C(NCc1ccccc1)c1cc(-c2ccccc2)n(C2CCCC2)n1,-11.136,0
32,C1CCC(n2nc(C(=O)NC3CC3)cc2-c2ccccc2)C1,O=C(NC1CC1)c1cc(-c2ccccc2)n(C2CCCC2)n1,O=C(NC1CC1)c1cc(-c2ccccc2)n(C2CCCC2)n1,-9.967,0
33,C1CCC(n2nc(C(=O)NC(C)(C)C)cc2-c2ccccc2)C1,CC(C)(C)NC(=O)c1cc(-c2ccccc2)n(C2CCCC2)n1,CC(C)(C)NC(=O)c1cc(-c2ccccc2)n(C2CCCC2)n1,-10.036,0
34,C1CCC(n2nc(C(=O)NCCCC)cc2-c2ccccc2)C1,CCCCNC(=O)c1cc(-c2ccccc2)n(C2CCCC2)n1,CCCCNC(=O)c1cc(-c2ccccc2)n(C2CCCC2)n1,-9.24,5
35,C1CCC(n2nc(C(=O)NC3CCCC3)cc2-c2ccccc2)C1,O=C(NC1CCCC1)c1cc(-c2ccccc2)n(C2CCCC2)n1,O=C(NC1CCCC1)c1cc(-c2ccccc2)n(C2CCCC2)n1,-9.561,0
36,C1CCC(n2nc(C(=O)NCC3CCCCC3)cc2-c2ccccc2)C1,O=C(NCC1CCCCC1)c1cc(-c2ccccc2)n(C2CCCC2)n1,O=C(NCC1CCCCC1)c1cc(-c2ccccc2)n(C2CCCC2)n1,-10.971,0
37,c1(C(NC23CC4CC(CC(C2)C4)C3)=O)nn(C2CCCC2)c(-c2ccccc2)c1,O=C(NC12CC3CC(CC(C3)C1)C2)c1cc(-c2ccccc2)n(C2CCCC2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(C2CCCC2)n1,-11.79,0
38,c1(C(N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)=O)nn(CC(C)C)c(-c2ccccc2)c1,CC(C)Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,CC(C)Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,-11.295,0
39,C1CCCC1n1nc(C(=O)Nc2ccccc2)cc1-c1ccccc1,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n(C2CCCC2)n1,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n(C2CCCC2)n1,-10.648,0
40,C1[C@]2(NC(=O)c3cc(-c4ccccc4)n(C4CCC4)n3)C[C@@H]3C[C@H]1C[C@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(C2CCC2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(C2CCC2)n1,-11.626,0
41,O=C(NC12CC3CC(CC(C3)C1)C2)c1nn(C)c(C2CCCCC2)c1C,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(C)c1C1CCCCC1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1C1CCCCC1,-11.511,3
42,O=C(N[C@@]12[C@H](C)[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)c1n(C)nc(C2CCCCC2)c1,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCCC2)nn1C)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCCC2)nn1C)C3,-11.66,3
43,O=C(NC12CC3CC(CC(C3)C1)C2)c1nn(C)c(-c2ccccc2)c1C,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(C)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1,-11.512,15
44,O=C(N[C@@]12[C@H](C)[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)c1n[nH]c(C2CCCCC2)c1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)n[nH]c1C1CCCCC1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)n[nH]c1C1CCCCC1,-11.687,3
45,O=C(N[C@@]12[C@H](C)[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)c1n[nH]c(C2CCCCC2)c1C,Cc1c(C2CCCCC2)n[nH]c1C(=O)N[C@@]12C[C@@H]3C[C@@H](C[C@@H](C3)[C@H]1C)C2,Cc1c(C2CCCCC2)n[nH]c1C(=O)N[C@@]12C[C@@H]3C[C@@H](C[C@@H](C3)[C@H]1C)C2,-11.891,9
46,O=C(N[C@@]12[C@H](C)[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)c1nn(C)c(C2CCCCC2)c1,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCCC2)n(C)n1)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCCC2)n(C)n1)C3,-11.581,3
47,O=C(N[C@@]12[C@H](C)[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)c1nn(C)c(C2CCCC2)c1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C1CCCC1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C1CCCC1,-11.14,3
48,O=C(N[C@@]12[C@H](C)[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)c1n[nH]c(C2CCCCC2)c1,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCCC2)[nH]n1)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCCC2)[nH]n1)C3,-11.064,9
49,O=C(N[C@@]12[C@H](C)[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)c1n[nH]c(C2CCCCC2)c1,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCCC2)n[nH]1)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCCC2)n[nH]1)C3,-11.563,9
50,O=C(N[C@@]12[C@H](C)[C@@H]3C[C@@H](C[C@@H](C3)C1)C2)c1nn(C)c(C2CCCC2)c1,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCC2)n(C)n1)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(NC(=O)c1cc(C2CCCC2)n(C)n1)C3,-10.988,3
51,n1c(C(N[C@]23[C@H](C)[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)c(C)c(C(C)C)n1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C(C)C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C(C)C,-10.029,3
52,n1c(C(N[C@]23[C@H](C)[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)c(C)c(C(C)(C)C)n1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C(C)(C)C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C(C)(C)C,-10.478,3
53,n1c(C(N[C@]23[C@H](C)[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)c(C)c(C(F)(F)F)n1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C(F)(F)F,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C(F)(F)F,-10.223,3
54,c1(C2CCCCC2)n(C)nc(C(NC2CCCCC2)=O)c1C,Cc1c(C(=O)NC2CCCCC2)nn(C)c1C1CCCCC1,Cc1c(C(=O)NC2CCCCC2)nn(C)c1C1CCCCC1,-9.57,8
55,c1(C)n(C)nc(C(N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)[C@H]3C)=O)c1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C,-9.78,3
56,c1(C2CC2)n(C)nc(C(N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)[C@H]3C)=O)c1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C1CC1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)[C@H]2C)C3)nn(C)c1C1CC1,-10.179,3
57,c1(C2CCCCC2)n(C)nc(C(NC2CCCC2)=O)c1C,Cc1c(C(=O)NC2CCCC2)nn(C)c1C1CCCCC1,Cc1c(C(=O)NC2CCCC2)nn(C)c1C1CCCCC1,-8.968,8
58,c1(C2CCCCC2)n(C)nc(C(NC2CCCCCC2)=O)c1C,Cc1c(C(=O)NC2CCCCCC2)nn(C)c1C1CCCCC1,Cc1c(C(=O)NC2CCCCCC2)nn(C)c1C1CCCCC1,-7.005,8
59,C1CCC(c2n(C)nc(C(=O)NC(C)(C)C)c2C)CC1,Cc1c(C(=O)NC(C)(C)C)nn(C)c1C1CCCCC1,Cc1c(C(=O)NC(C)(C)C)nn(C)c1C1CCCCC1,-8.625,8
60,C1CCC(c2n(C)nc(C(=O)NCc3ccccc3)c2C)CC1,Cc1c(C(=O)NCc2ccccc2)nn(C)c1C1CCCCC1,Cc1c(C(=O)NCc2ccccc2)nn(C)c1C1CCCCC1,-9.769,8
61,C1CCC(c2n(C)nc(C(=O)NC3CC3)c2C)CC1,Cc1c(C(=O)NC2CC2)nn(C)c1C1CCCCC1,Cc1c(C(=O)NC2CC2)nn(C)c1C1CCCCC1,-8.342,8
62,c1c(-c2ccccc2)nnc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nn1,-11.509,10
63,c1(C)c(-c2ccccc2)nnc(C(=O)NC2CCCCC2)c1,Cc1cc(C(=O)NC2CCCCC2)nnc1-c1ccccc1,Cc1cc(C(=O)NC2CCCCC2)nnc1-c1ccccc1,-9.961,11
64,c1(C)c(C)nnc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)c1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1C,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1C,-9.323,7
65,c1(C)cnnc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)c1,Cc1cnnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1,Cc1cnnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1,-9.626,7
66,c1(C)c(C(C)C)nnc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)c1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1C(C)C,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1C(C)C,-9.904,7
67,c1(C)c(-c2ccccc2)nnc(C(=O)NCc2ccccc2)c1,Cc1cc(C(=O)NCc2ccccc2)nnc1-c1ccccc1,Cc1cc(C(=O)NCc2ccccc2)nnc1-c1ccccc1,-9.933,14
68,c1(C)c(-c2ccccc2)nnc(C(=O)NC(C)(C)C)c1,Cc1cc(C(=O)NC(C)(C)C)nnc1-c1ccccc1,Cc1cc(C(=O)NC(C)(C)C)nnc1-c1ccccc1,-8.7,11
69,c1ccc(-c2c(C)cc(C(NC3CCCC3)=O)nn2)cc1,Cc1cc(C(=O)NC2CCCC2)nnc1-c1ccccc1,Cc1cc(C(=O)NC2CCCC2)nnc1-c1ccccc1,-9.558,11
70,c1ccc(-c2c(C)cc(C(NC3CCCCCC3)=O)nn2)cc1,Cc1cc(C(=O)NC2CCCCCC2)nnc1-c1ccccc1,Cc1cc(C(=O)NC2CCCCCC2)nnc1-c1ccccc1,-7.502,11
71,c1ccc(-c2c(C)cc(C(N[C@H]3CC[C@H](C)CC3)=O)nn2)cc1,Cc1cc(C(=O)N[C@H]2CC[C@H](C)CC2)nnc1-c1ccccc1,Cc1cc(C(=O)N[C@H]2CC[C@H](C)CC2)nnc1-c1ccccc1,-10.553,11
72,c1ccc(-c2ccc(C(N[C@]34C[C@@H]5C[C@H](C3)C[C@H](C4)C5)=O)cn2)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nc1,-11.712,10
73,c1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)nnc(C2CCCCC2)c1C,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1C1CCCCC1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1C1CCCCC1,-11.81,7
74,c1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)nnc(CCC)c1C,CCCc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1C,CCCc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1C,-9.841,7
75,c1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)nnc(CC)c1C,CCc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1C,CCc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1C,-9.497,7
76,c1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)nnc(-c2occc2)c1C,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1-c1ccco1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1-c1ccco1,-10.763,7
77,c1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)nnc(CCCC)c1C,CCCCc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1C,CCCCc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1C,-9.902,7
78,N([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(=O)c1nn(C2CCCCC2)c(CCC)c1,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1C1CCCCC1,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1C1CCCCC1,-10.953,0
79,N([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(=O)c1nn(C)c(CCC)c1,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1C,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1C,-9.479,2
80,N([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(=O)c1nn(CCCCC)c(CCC)c1,CCCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1CCC,CCCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1CCC,-9.748,2
81,N([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(=O)c1nn(Cc2ccccc2)c(C)c1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1Cc1ccccc1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1Cc1ccccc1,-11.478,4
82,N([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(=O)c1nn(CC(C)C)c(CCC)c1,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1CC(C)C,CCCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1CC(C)C,-9.848,2
83,N([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C(=O)c1nn(Cc2ccccc2)c(CC)c1,CCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1Cc1ccccc1,CCc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1Cc1ccccc1,-11.332,2
