sdf_number,annalog,protonated,isomers,docking_energy,cluster
11,C1[C@H]2C[C@H]3C[C@]1(NC(c1cc(-c4ccccc4)[nH]n1)=O)C[C@H](C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n[nH]1,-10.793,2
12,C1[C@H]2C[C@H]3C[C@]1(NC(c1cc(-c4ccccc4)n(CC)n1)=O)C[C@H](C3)C2,CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,-10.987,1
13,C1[C@H]2C[C@H]3C[C@]1(NC(c1ccn(Cc4ccccc4)n1)=O)C[C@H](C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccn(Cc2ccccc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccn(Cc2ccccc2)n1,-11.001,1
14,C1[C@H]2C[C@H]3C[C@]1(NC(c1cc(-c4ccccc4)n(CCC)n1)=O)C[C@H](C3)C2,CCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,CCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,-10.936,1
15,C1[C@H]2C[C@H]3C[C@]1(NC(c1cc(-c4ccccc4)n(CCCC)n1)=O)C[C@H](C3)C2,CCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,CCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,-10.975,1
16,C1[C@H]2C[C@H]3C[C@]1(NC(c1cc(C)n(-c4ccccc4)n1)=O)C[C@H](C3)C2,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1-c1ccccc1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1-c1ccccc1,-10.78,16
17,c1ccccc1Cn1c(-c2ccccc2)cc(C(NC23CC4CC(C2)CC(C4)C3)=O)n1,O=C(NC12CC3CC(CC(C3)C1)C2)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,-13.257,1
18,c1ccccc1Cn1c(C)cc(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)=O)n1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1Cc1ccccc1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1Cc1ccccc1,-11.402,1
19,c1ccccc1Cn1c(-c2ccccc2)cc(C(N2CCCCC2)=O)n1,O=C(c1cc(-c2ccccc2)n(Cc2ccccc2)n1)N1CCCCC1,O=C(c1cc(-c2ccccc2)n(Cc2ccccc2)n1)N1CCCCC1,-11.098,20
20,c1ccccc1Cn1c(-c2ccccc2)cc(C(NC2CCCC2)=O)n1,O=C(NC1CCCC1)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,O=C(NC1CCCC1)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,-10.687,1
21,c1ccccc1-c1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1CC(C)C,CC(C)Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,CC(C)Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,-11.358,1
22,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4ccc(-c5ccccc5)nn4)=O)(C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nn1,-11.577,2
23,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4ccc(-c5ccccc5)cn4)=O)(C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)cn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)cn1,-11.694,2
24,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4cc5c(cc4)OCO5)=O)(C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2c(c1)OCO2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2c(c1)OCO2,-9.983,19
25,[C@H]12C[C@H]3C[C@H](C[C@](NC(/C=C/c4ccccc4)=O)(C3)C1)C2,O=C(/C=C/c1ccccc1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(/C=C/c1ccccc1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-10.142,25
26,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4ccc(-c5ccccc5)c(C)n4)=O)(C3)C1)C2,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)ccc1-c1ccccc1,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)ccc1-c1ccccc1,-11.992,2
27,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4ccc(-c5ccccc5)nc4)=O)(C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nc1,-11.583,2
28,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4cc(C)c(-c5ccccc5)cn4)=O)(C3)C1)C2,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)ncc1-c1ccccc1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)ncc1-c1ccccc1,-12.016,9
29,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4ccc(-c5ccc(F)cc5)nn4)=O)(C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccc(F)cc2)nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccc(F)cc2)nn1,-11.321,2
30,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4nc5c(cc4)OCO5)=O)(C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2c(n1)OCO2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2c(n1)OCO2,-9.444,19
31,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4nc(C)cc(C)c4)=O)(C3)C1)C2,Cc1cc(C)nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1,Cc1cc(C)nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1,-10.311,15
32,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4ccc(-c5ccccc5)cc4)=O)(C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)cc1,-12.218,2
33,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4nc(C)c(C)cc4)=O)(C3)C1)C2,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1C,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1C,-9.404,8
34,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4nccc(-c5ccccc5)c4)=O)(C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)ccn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)ccn1,-11.246,2
35,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4nc(C)c(C)c(C)c4)=O)(C3)C1)C2,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(C)c1C,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(C)c1C,-9.781,8
36,c1ccc(-c2c(C)cc(C(NC3CCCCC3)=O)nc2C)cc1,Cc1cc(C(=O)NC2CCCCC2)nc(C)c1-c1ccccc1,Cc1cc(C(=O)NC2CCCCC2)nc(C)c1-c1ccccc1,-10.516,7
37,c1ccc(-c2c(C)cc(C(NCc3ccccc3)=O)nc2C)cc1,Cc1cc(C(=O)NCc2ccccc2)nc(C)c1-c1ccccc1,Cc1cc(C(=O)NCc2ccccc2)nc(C)c1-c1ccccc1,-10.47,14
38,c1ccc(-c2c(C)cc(C(NC3CCCC3)=O)nc2C)cc1,Cc1cc(C(=O)NC2CCCC2)nc(C)c1-c1ccccc1,Cc1cc(C(=O)NC2CCCC2)nc(C)c1-c1ccccc1,-10.127,7
39,c1ccc(-c2c(C)cc(C(N[C@H]3CC[C@H](C)CC3)=O)nc2C)cc1,Cc1cc(C(=O)N[C@H]2CC[C@H](C)CC2)nc(C)c1-c1ccccc1,Cc1cc(C(=O)N[C@H]2CC[C@H](C)CC2)nc(C)c1-c1ccccc1,-10.054,7
40,c1ccc(-c2c(C)cc(C(NC3CCCCCC3)=O)nc2C)cc1,Cc1cc(C(=O)NC2CCCCCC2)nc(C)c1-c1ccccc1,Cc1cc(C(=O)NC2CCCCCC2)nc(C)c1-c1ccccc1,-7.924,7
41,c1ccc(-c2c(C)cc(C(NC3CC3)=O)nc2C)cc1,Cc1cc(C(=O)NC2CC2)nc(C)c1-c1ccccc1,Cc1cc(C(=O)NC2CC2)nc(C)c1-c1ccccc1,-9.533,4
42,n1c(C(=O)NC23CC4CC(CC(C4)C2)C3)c(C)c(-c2ccccc2)n1CC1CC1,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CC2CC2)c1-c1ccccc1,-11.987,0
43,n1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c(-c2ccccc2)n1C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1,-11.483,3
44,n1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c(-c2ccccc2)n1C1CC1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CC2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CC2)c1-c1ccccc1,-11.585,3
45,n1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c(-c2ccccc2)n1CCC,CCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,CCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,-11.352,3
46,n1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c(-c2ccccc2)n1C(C)C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C(C)C)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C(C)C)c1-c1ccccc1,-11.664,3
47,n1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c(-c2ccccc2)n1CC(C)C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CC(C)C)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CC(C)C)c1-c1ccccc1,-11.883,3
48,n1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c(-c2ccccc2)n1CC,CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,-11.381,3
49,c1cc(-c2c(C)c(C(=O)NC3CCCCC3)nn2CC2CC2)ccc1,Cc1c(C(=O)NC2CCCCC2)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(CC2CC2)c1-c1ccccc1,-10.045,0
50,c1cc(-c2c(C)c(C(=O)NC3CC3)nn2CC2CC2)ccc1,Cc1c(C(=O)NC2CC2)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)NC2CC2)nn(CC2CC2)c1-c1ccccc1,-8.884,0
51,c1cc(-c2n(CCCC)nc(C(N[C@]34C[C@@H]5C[C@H](C3)C[C@H](C4)C5)=O)c2C)ccc1,CCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,CCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,-11.455,3
52,c1cc(-c2n(CC3CC3)nc(C(NC34CC5CC(C3)CC(C4)C5)=O)c2)ccc1,O=C(NC12CC3CC(CC(C3)C1)C2)c1cc(-c2ccccc2)n(CC2CC2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(CC2CC2)n1,-11.574,1
53,C1(Cn2c(-c3ccccc3)c(C)c(C(NCc3ccccc3)=O)n2)CC1,Cc1c(C(=O)NCc2ccccc2)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)NCc2ccccc2)nn(CC2CC2)c1-c1ccccc1,-10.298,0
54,C1(Cn2c(-c3ccccc3)c(C)c(C(NCCCC)=O)n2)CC1,CCCCNC(=O)c1nn(CC2CC2)c(-c2ccccc2)c1C,CCCCNC(=O)c1nn(CC2CC2)c(-c2ccccc2)c1C,-9.257,0
55,C1(Cn2c(-c3ccccc3)c(C)c(C(NCC(C)(C)C)=O)n2)CC1,Cc1c(C(=O)NCC(C)(C)C)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)NCC(C)(C)C)nn(CC2CC2)c1-c1ccccc1,-9.285,0
56,C1(Cn2c(-c3ccccc3)c(C)c(C(NCC3CCCCC3)=O)n2)CC1,Cc1c(C(=O)NCC2CCCCC2)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)NCC2CCCCC2)nn(CC2CC2)c1-c1ccccc1,-10.659,0
57,C1(Cn2c(-c3ccccc3)c(C)c(C(NCC(C)C)=O)n2)CC1,Cc1c(C(=O)NCC(C)C)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)NCC(C)C)nn(CC2CC2)c1-c1ccccc1,-9.115,0
58,C1(Cn2c(-c3ccccc3)c(C)c(C(NC(C)(C)C)=O)n2)CC1,Cc1c(C(=O)NC(C)(C)C)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)NC(C)(C)C)nn(CC2CC2)c1-c1ccccc1,-9.512,0
59,n1(C)c(-c2ccccc2)c(C)c(C(NC2CCCCC2)=O)n1,Cc1c(C(=O)NC2CCCCC2)nn(C)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(C)c1-c1ccccc1,-9.522,0
60,n1(CC)c(-c2ccccc2)c(C)c(C(NC2CCCCC2)=O)n1,CCn1nc(C(=O)NC2CCCCC2)c(C)c1-c1ccccc1,CCn1nc(C(=O)NC2CCCCC2)c(C)c1-c1ccccc1,-9.736,0
61,n1(Cc2ccccc2)c(-c2ccccc2)c(C)c(C(OCC)=O)n1,CCOC(=O)c1nn(Cc2ccccc2)c(-c2ccccc2)c1C,CCOC(=O)c1nn(Cc2ccccc2)c(-c2ccccc2)c1C,-9.868,5
62,n1(Cc2ccccc2)c(-c2ccccc2)c(C)c(C(N)=O)n1,Cc1c(C(N)=O)nn(Cc2ccccc2)c1-c1ccccc1,Cc1c(C(N)=O)nn(Cc2ccccc2)c1-c1ccccc1,-9.784,5
63,n1(Cc2ccccc2)c(-c2ccccc2)c(C)c(C(NCCCC)=O)n1,CCCCNC(=O)c1nn(Cc2ccccc2)c(-c2ccccc2)c1C,CCCCNC(=O)c1nn(Cc2ccccc2)c(-c2ccccc2)c1C,-10.453,5
64,n1(CC(C)C)c(-c2ccccc2)c(C)c(C(NC2CCCCC2)=O)n1,Cc1c(C(=O)NC2CCCCC2)nn(CC(C)C)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(CC(C)C)c1-c1ccccc1,-9.954,0
65,n1(Cc2ccccc2)c(-c2ccccc2)c(C)c(C(O)=O)n1,Cc1c(C(=O)[O-])nn(Cc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)[O-])nn(Cc2ccccc2)c1-c1ccccc1,-10.067,5
66,n1(Cc2ccccc2)c(-c2ccccc2)c(C)c(C(NC2CC2)=O)n1,Cc1c(C(=O)NC2CC2)nn(Cc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)NC2CC2)nn(Cc2ccccc2)c1-c1ccccc1,-10.422,0
67,n1n(CC=C)c(-c2ccccc2)c(C)c1C(NC1CCCCC1)=O,C=CCn1nc(C(=O)NC2CCCCC2)c(C)c1-c1ccccc1,C=CCn1nc(C(=O)NC2CCCCC2)c(C)c1-c1ccccc1,-9.653,0
68,n1n(CCC)c(-c2ccccc2)c(C)c1C(NC1CCCCC1)=O,CCCn1nc(C(=O)NC2CCCCC2)c(C)c1-c1ccccc1,CCCn1nc(C(=O)NC2CCCCC2)c(C)c1-c1ccccc1,-9.943,0
69,n1n(CCCC)c(-c2ccccc2)c(C)c1C(NC1CCCCC1)=O,CCCCn1nc(C(=O)NC2CCCCC2)c(C)c1-c1ccccc1,CCCCn1nc(C(=O)NC2CCCCC2)c(C)c1-c1ccccc1,-9.836,0
70,C(c1nn(C2CCCCC2)c(-c2ccccc2)c1C)(=O)NC1CCCCC1,Cc1c(C(=O)NC2CCCCC2)nn(C2CCCCC2)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(C2CCCCC2)c1-c1ccccc1,-10.498,0
71,C(c1nn(Cc2ccccc2)c(-c2ccccc2)c1C)(=O)N1CCOCC1,Cc1c(C(=O)N2CCOCC2)nn(Cc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)N2CCOCC2)nn(Cc2ccccc2)c1-c1ccccc1,-11.189,5
72,C(c1nn(Cc2ccccc2)c(-c2ccccc2)c1C)(=O)NC1CCCC1,Cc1c(C(=O)NC2CCCC2)nn(Cc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)NC2CCCC2)nn(Cc2ccccc2)c1-c1ccccc1,-11.358,0
73,C1CC(NC(c2nn(C(C)C)c(-c3ccccc3)c2C)=O)CCC1,Cc1c(C(=O)NC2CCCCC2)nn(C(C)C)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(C(C)C)c1-c1ccccc1,-10.254,0
74,C1CN(c2nn(Cc3ccccc3)c(-c3ccccc3)c2C)CCC1,Cc1c(N2CCCCC2)nn(Cc2ccccc2)c1-c1ccccc1,Cc1c(N2CCCCC2)nn(Cc2ccccc2)c1-c1ccccc1,-11.339,24
75,C(NC(c1nn(Cc2ccccc2)c(-c2ccccc2)c1C)=O)C,CCNC(=O)c1nn(Cc2ccccc2)c(-c2ccccc2)c1C,CCNC(=O)c1nn(Cc2ccccc2)c(-c2ccccc2)c1C,-10.052,5
76,C1(NC(c2c(C)c(-c3ccccc3)[nH]n2)=O)CCCCC1,Cc1c(C(=O)NC2CCCCC2)n[nH]c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)n[nH]c1-c1ccccc1,-9.338,18
77,C1(NC(c2c(C)c(-c3ccccc3)[nH]n2)=O)CCCCC1,Cc1c(-c2ccccc2)n[nH]c1C(=O)NC1CCCCC1,Cc1c(-c2ccccc2)n[nH]c1C(=O)NC1CCCCC1,-9.391,18
78,C1(NC(c2c(C)c(C)n(-c3ccccc3)n2)=O)CCCCC1,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccccc2)c1C,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccccc2)c1C,-9.731,13
79,C1(NC(c2c(C)c(-c3ccccc3)n(C)n2)=O)CCCCCC1,Cc1c(C(=O)NC2CCCCCC2)nn(C)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCCC2)nn(C)c1-c1ccccc1,-7.235,0
80,C1[C@H]2C[C@]3(NC(=O)c4ncc(-c5ccccc5)nc4)C[C@@H](C[C@H]1C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc(-c2ccccc2)cn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc(-c2ccccc2)cn1,-11.233,2
81,C1[C@H]2C[C@]3(NC(=O)c4nnc(-c5ccccc5)s4)C[C@@H](C[C@H]1C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccccc2)s1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccccc2)s1,-10.714,6
82,C1[C@H]2C[C@]3(NC(=O)c4cnc(-c5ccccc5)nc4)C[C@@H](C[C@H]1C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc(-c2ccccc2)nc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc(-c2ccccc2)nc1,-11.413,6
83,C1[C@H]2C[C@]3(NC(=O)c4nnc(C)cc4)C[C@@H](C[C@H]1C3)C2,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1,-9.527,2
84,c1cc(-c2nnc(C(=O)NC3CCCCC3)cc2C)ccc1,Cc1cc(C(=O)NC2CCCCC2)nnc1-c1ccccc1,Cc1cc(C(=O)NC2CCCCC2)nnc1-c1ccccc1,-9.989,4
85,c1cc(-c2nnc(C(=O)NC3CCCCCC3)cc2C)ccc1,Cc1cc(C(=O)NC2CCCCCC2)nnc1-c1ccccc1,Cc1cc(C(=O)NC2CCCCCC2)nnc1-c1ccccc1,-7.505,4
86,c1cc(-c2nnc(C(=O)NC(C)(C)C)cc2C)ccc1,Cc1cc(C(=O)NC(C)(C)C)nnc1-c1ccccc1,Cc1cc(C(=O)NC(C)(C)C)nnc1-c1ccccc1,-8.699,4
87,c1cc(-c2nnc(C(=O)NCc3ccccc3)cc2C)ccc1,Cc1cc(C(=O)NCc2ccccc2)nnc1-c1ccccc1,Cc1cc(C(=O)NCc2ccccc2)nnc1-c1ccccc1,-9.893,4
88,c1cc(-c2nnc(C(=O)NC3CC3)cc2C)ccc1,Cc1cc(C(=O)NC2CC2)nnc1-c1ccccc1,Cc1cc(C(=O)NC2CC2)nnc1-c1ccccc1,-8.879,4
89,c1cc(-c2nnc(C(=O)NC3CCCCC3)cc2)ccc1,O=C(NC1CCCCC1)c1ccc(-c2ccccc2)nn1,O=C(NC1CCCCC1)c1ccc(-c2ccccc2)nn1,-9.741,12
90,c1cc(-c2nnc(C(=O)NC3CCCCC3)cc2C)ccc1F,Cc1cc(C(=O)NC2CCCCC2)nnc1-c1ccc(F)cc1,Cc1cc(C(=O)NC2CCCCC2)nnc1-c1ccc(F)cc1,-10.385,4
