sdf_number,annalog,protonated,isomers,docking_energy
11,C1C(c2[nH]c(C(=O)N3[C@H]4C[C@@H]5C[C@@H](C[C@H]3C5)C4)nn2)CC1,O=C(c1nc(C2CCC2)n[nH]1)N1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,O=C(c1nc(C2CCC2)n[nH]1)N1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,-9.464
12,C1C(c2[nH]c(C(=O)N3[C@H]4C[C@@H]5C[C@@H](C[C@H]3C5)C4)nn2)CC1,O=C(c1n[nH]c(C2CCC2)n1)N1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,O=C(c1n[nH]c(C2CCC2)n1)N1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,-9.904
13,C1C(c2[nH]c(C(=O)N3CCC(C)CC3)nn2)CCCC1,CC1CCN(C(=O)c2nnc(C3CCCCC3)[nH]2)CC1,CC1CCN(C(=O)c2nnc(C3CCCCC3)[nH]2)CC1,-9.046
14,C1C(c2[nH]c(C(=O)N3CCC(C)CC3)nn2)CCCC1,CC1CCN(C(=O)c2nc(C3CCCCC3)n[nH]2)CC1,CC1CCN(C(=O)c2nc(C3CCCCC3)n[nH]2)CC1,-9.14
15,C1C(c2[nH]c(C(=O)N3CCC(C)CC3)nn2)CCCC1,CC1CCN(C(=O)c2n[nH]c(C3CCCCC3)n2)CC1,CC1CCN(C(=O)c2n[nH]c(C3CCCCC3)n2)CC1,-9.091
16,C1C(c2[nH]c(C(=O)N3CCCCCC3)nn2)CCCC1,O=C(c1nnc(C2CCCCC2)[nH]1)N1CCCCCC1,O=C(c1nnc(C2CCCCC2)[nH]1)N1CCCCCC1,-6.377
17,C1C(c2[nH]c(C(=O)N3CCCCCC3)nn2)CCCC1,O=C(c1nc(C2CCCCC2)n[nH]1)N1CCCCCC1,O=C(c1nc(C2CCCCC2)n[nH]1)N1CCCCCC1,-6.412
18,C1C(c2[nH]c(C(=O)N3CCCCCC3)nn2)CCCC1,O=C(c1n[nH]c(C2CCCCC2)n1)N1CCCCCC1,O=C(c1n[nH]c(C2CCCCC2)n1)N1CCCCCC1,-6.34
19,C1C(c2[nH]c(C(=O)N3CCC(C)(C)CC3)nn2)CCCC1,CC1(C)CCN(C(=O)c2nnc(C3CCCCC3)[nH]2)CC1,CC1(C)CCN(C(=O)c2nnc(C3CCCCC3)[nH]2)CC1,-9.327
20,C1C(c2[nH]c(C(=O)N3CCC(C)(C)CC3)nn2)CCCC1,CC1(C)CCN(C(=O)c2nc(C3CCCCC3)n[nH]2)CC1,CC1(C)CCN(C(=O)c2nc(C3CCCCC3)n[nH]2)CC1,-8.994
21,C1C(c2[nH]c(C(=O)N3CCC(C)(C)CC3)nn2)CCCC1,CC1(C)CCN(C(=O)c2n[nH]c(C3CCCCC3)n2)CC1,CC1(C)CCN(C(=O)c2n[nH]c(C3CCCCC3)n2)CC1,-9.511
22,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(C(C)(C)C)[nH]1)=O,CC(C)(C)c1nnc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)[nH]1,CC(C)(C)c1nnc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)[nH]1,-9.332
23,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(C(C)(C)C)[nH]1)=O,CC(C)(C)c1nc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n[nH]1,CC(C)(C)c1nc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n[nH]1,-9.419
24,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(C(C)(C)C)[nH]1)=O,CC(C)(C)c1n[nH]c(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n1,CC(C)(C)c1n[nH]c(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n1,-9.272
25,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(C2CC2)[nH]1)=O,O=C(c1nnc(C2CC2)[nH]1)N1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,O=C(c1nnc(C2CC2)[nH]1)N1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,-9.293
26,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(C2CC2)[nH]1)=O,O=C(c1nc(C2CC2)n[nH]1)N1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,O=C(c1nc(C2CC2)n[nH]1)N1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,-9.11
27,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(C2CC2)[nH]1)=O,O=C(c1n[nH]c(C2CC2)n1)N1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,O=C(c1n[nH]c(C2CC2)n1)N1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,-9.512
28,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(C2CCCC2)[nH]1)=O,O=C(c1nnc(C2CCCC2)[nH]1)N1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,O=C(c1nnc(C2CCCC2)[nH]1)N1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,-9.838
29,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(C2CCCC2)[nH]1)=O,O=C(c1nc(C2CCCC2)n[nH]1)N1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,O=C(c1nc(C2CCCC2)n[nH]1)N1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,-9.812
30,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(C2CCCC2)[nH]1)=O,O=C(c1n[nH]c(C2CCCC2)n1)N1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,O=C(c1n[nH]c(C2CCCC2)n1)N1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,-9.271
31,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(C)[nH]1)=O,Cc1nnc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)[nH]1,Cc1nnc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)[nH]1,-8.545
32,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(C)[nH]1)=O,Cc1nc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n[nH]1,Cc1nc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n[nH]1,-8.73
33,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(C)[nH]1)=O,Cc1n[nH]c(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n1,Cc1n[nH]c(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n1,-8.683
34,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(C(C)C)[nH]1)=O,CC(C)c1nnc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)[nH]1,CC(C)c1nnc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)[nH]1,-8.998
35,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(C(C)C)[nH]1)=O,CC(C)c1nc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n[nH]1,CC(C)c1nc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n[nH]1,-9.166
36,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(C(C)C)[nH]1)=O,CC(C)c1n[nH]c(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n1,CC(C)c1n[nH]c(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n1,-9.294
37,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(C2CCCCC2)o1)=O,O=C(c1nnc(C2CCCCC2)o1)N1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,O=C(c1nnc(C2CCCCC2)o1)N1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2,-10.381
38,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(CCCC)[nH]1)=O,CCCCc1nnc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)[nH]1,CCCCc1nnc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)[nH]1,-8.867
39,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(CCCC)[nH]1)=O,CCCCc1nc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n[nH]1,CCCCc1nc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n[nH]1,-8.939
40,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)C3)N2C(c1nnc(CCCC)[nH]1)=O,CCCCc1n[nH]c(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n1,CCCCc1n[nH]c(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n1,-8.686
41,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)N3C(c1nnc(CCCCC)[nH]1)=O)C2,CCCCCc1nnc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)[nH]1,CCCCCc1nnc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)[nH]1,-9.092
42,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)N3C(c1nnc(CCCCC)[nH]1)=O)C2,CCCCCc1nc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n[nH]1,CCCCCc1nc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n[nH]1,-9.254
43,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)N3C(c1nnc(CCCCC)[nH]1)=O)C2,CCCCCc1n[nH]c(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n1,CCCCCc1n[nH]c(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n1,-9.224
44,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)N3C(c1nnc(CCC)[nH]1)=O)C2,CCCc1nnc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)[nH]1,CCCc1nnc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)[nH]1,-8.939
45,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)N3C(c1nnc(CCC)[nH]1)=O)C2,CCCc1nc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n[nH]1,CCCc1nc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n[nH]1,-8.979
46,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)N3C(c1nnc(CCC)[nH]1)=O)C2,CCCc1n[nH]c(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n1,CCCc1n[nH]c(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n1,-8.819
47,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)N3C(c1nnc(CC(C)C)[nH]1)=O)C2,CC(C)Cc1nnc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)[nH]1,CC(C)Cc1nnc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)[nH]1,-9.301
48,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)N3C(c1nnc(CC(C)C)[nH]1)=O)C2,CC(C)Cc1nc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n[nH]1,CC(C)Cc1nc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n[nH]1,-9.004
49,[C@H]12C[C@H]3C[C@H](C[C@@H](C1)N3C(c1nnc(CC(C)C)[nH]1)=O)C2,CC(C)Cc1n[nH]c(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n1,CC(C)Cc1n[nH]c(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n1,-9.038
50,[C@H]12C[C@H]3C[C@H](C[C@@H](N1C(c1[nH]c(CC)nn1)=O)C3)C2,CCc1nnc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)[nH]1,CCc1nnc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)[nH]1,-8.84
51,[C@H]12C[C@H]3C[C@H](C[C@@H](N1C(c1[nH]c(CC)nn1)=O)C3)C2,CCc1nc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n[nH]1,CCc1nc(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n[nH]1,-8.634
52,[C@H]12C[C@H]3C[C@H](C[C@@H](N1C(c1[nH]c(CC)nn1)=O)C3)C2,CCc1n[nH]c(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n1,CCc1n[nH]c(C(=O)N2[C@H]3C[C@@H]4C[C@@H](C[C@H]2C4)C3)n1,-8.946
53,[C@H]12C[C@H]3C[C@H](C[C@@H](O1)C3)C2,C1[C@H]2C[C@H]3C[C@@H]1C[C@@H](C2)O3,C1[C@H]2C[C@H]3C[C@@H]1C[C@@H](C2)O3,-6.117
54,[C@]12(N)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,[NH3+][C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,[NH3+][C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-6.261
55,[C@]12(NC)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,C[NH2+][C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,C[NH2+][C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-6.553
56,[C@]12(NC(=O)N)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,NC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,NC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.095
57,[C@]12(O)C[C@@H]3C[C@H](C1)C[C@@H](C3)C2,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-6.247
58,[C@]12(NC(=O)C)C[C@@H]3C[C@H](C1)CC(C3)C2,CC(=O)N[C@]12CC3C[C@H](C[C@H](C3)C1)C2,CC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.331
59,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)OCC)C3)C2,CCOC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCOC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.493
60,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)CC)C3)C2,CCC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.715
61,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)CCC)C3)C2,CCCC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCCC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.665
62,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)OC)C3)C2,COC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,COC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.392
63,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)C=C)C3)C2,C=CC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,C=CC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.599
64,C1[C@H]2C[C@@]3(NC=O)C[C@@H]1C[C@H](C3)C2,O=CN[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=CN[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-6.992
65,O=C(NCC12CC3CC(C1)CC(C3)C2)C,CC(=O)NCC12CC3CC(CC(C3)C1)C2,CC(=O)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.642
66,C12CC3CC(CC(C1)C3)C2,C1C2CC3CC1CC(C2)C3,C1C2CC3CC1CC(C2)C3,-6.542
67,O(C)[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,CO[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CO[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-6.573
68,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)c1ccccc1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccccc1,-9.764
69,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)c1sccc1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccs1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccs1,-8.661
70,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)C(C)(C)C)C3)C2,CC(C)(C)C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CC(C)(C)C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-8.401
71,C1[C@H]2C[C@@H]3C[C@@H](C[C@@]1(NC(=O)c1occc1C)C3)C2,Cc1ccoc1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Cc1ccoc1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-9.092
72,[C@H]12C[C@@]3(NC(c4ccoc4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccoc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccoc1,-8.696
73,[C@H]12C[C@@]3(NC(C4CC4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CC1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CC1,-7.984
74,C(=O)(NC12CC3CC(C1)CC(C3)C2)c1ccco1,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccco1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccco1,-8.864
75,C(=O)(N[C@]12C[C@@H]3C[C@H](C1)C[C@@H](C3)C2)c1nccs1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nccs1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nccs1,-8.299
76,C1[C@H]2C[C@H]3C[C@@H]1C[C@](C(=O)OC)(C3)C2,COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.159
77,C1[C@H]2C[C@H]3C[C@@H]1C[C@](NC(=O)c1ccsc1)(C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccsc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccsc1,-8.47
78,c1(NC(c2nc(C3CCCCC3)n[nH]2)=O)ccc(Cl)cc1,O=C(Nc1ccc(Cl)cc1)c1nc(C2CCCCC2)n[nH]1,O=C(Nc1ccc(Cl)cc1)c1nc(C2CCCCC2)n[nH]1,-9.176
79,c1(NC(c2nc(C3CCCCC3)n[nH]2)=O)ccc(Cl)cc1,O=C(Nc1ccc(Cl)cc1)c1nnc(C2CCCCC2)[nH]1,O=C(Nc1ccc(Cl)cc1)c1nnc(C2CCCCC2)[nH]1,-9.137
80,c1(NC(c2nc(C3CCCCC3)n[nH]2)=O)ccc(Cl)cc1,O=C(Nc1ccc(Cl)cc1)c1n[nH]c(C2CCCCC2)n1,O=C(Nc1ccc(Cl)cc1)c1n[nH]c(C2CCCCC2)n1,-9.19
81,c1(NC(c2nc(C)n[nH]2)=O)ccc(C(F)(F)F)cc1,Cc1n[nH]c(C(=O)Nc2ccc(C(F)(F)F)cc2)n1,Cc1n[nH]c(C(=O)Nc2ccc(C(F)(F)F)cc2)n1,-8.754
82,c1(NC(c2nc(C)n[nH]2)=O)ccc(C(F)(F)F)cc1,Cc1nnc(C(=O)Nc2ccc(C(F)(F)F)cc2)[nH]1,Cc1nnc(C(=O)Nc2ccc(C(F)(F)F)cc2)[nH]1,-8.637
83,c1(NC(c2nc(C)n[nH]2)=O)ccc(C(F)(F)F)cc1,Cc1nc(C(=O)Nc2ccc(C(F)(F)F)cc2)n[nH]1,Cc1nc(C(=O)Nc2ccc(C(F)(F)F)cc2)n[nH]1,-8.751
84,c1(NC(c2nc(-c3ccccc3)n[nH]2)=O)ccc(Cl)cc1,O=C(Nc1ccc(Cl)cc1)c1nc(-c2ccccc2)n[nH]1,O=C(Nc1ccc(Cl)cc1)c1nc(-c2ccccc2)n[nH]1,-9.02
85,c1(NC(c2nc(-c3ccccc3)n[nH]2)=O)ccc(Cl)cc1,O=C(Nc1ccc(Cl)cc1)c1nnc(-c2ccccc2)[nH]1,O=C(Nc1ccc(Cl)cc1)c1nnc(-c2ccccc2)[nH]1,-9.166
86,c1(NC(c2nc(-c3ccccc3)n[nH]2)=O)ccc(Cl)cc1,O=C(Nc1ccc(Cl)cc1)c1n[nH]c(-c2ccccc2)n1,O=C(Nc1ccc(Cl)cc1)c1n[nH]c(-c2ccccc2)n1,-9.063
87,c1(NC(c2nc(CC)n[nH]2)=O)ccc(C(F)(F)F)cc1,CCc1n[nH]c(C(=O)Nc2ccc(C(F)(F)F)cc2)n1,CCc1n[nH]c(C(=O)Nc2ccc(C(F)(F)F)cc2)n1,-8.899
88,c1(NC(c2nc(CC)n[nH]2)=O)ccc(C(F)(F)F)cc1,CCc1nnc(C(=O)Nc2ccc(C(F)(F)F)cc2)[nH]1,CCc1nnc(C(=O)Nc2ccc(C(F)(F)F)cc2)[nH]1,-8.606
89,c1(NC(c2nc(CC)n[nH]2)=O)ccc(C(F)(F)F)cc1,CCc1nc(C(=O)Nc2ccc(C(F)(F)F)cc2)n[nH]1,CCc1nc(C(=O)Nc2ccc(C(F)(F)F)cc2)n[nH]1,-8.829
90,c1(NC(c2nc(C3CCCCC3)n[nH]2)=O)ccccc1,O=C(Nc1ccccc1)c1nc(C2CCCCC2)n[nH]1,O=C(Nc1ccccc1)c1nc(C2CCCCC2)n[nH]1,-9.077
91,c1(NC(c2nc(C3CCCCC3)n[nH]2)=O)ccccc1,O=C(Nc1ccccc1)c1nnc(C2CCCCC2)[nH]1,O=C(Nc1ccccc1)c1nnc(C2CCCCC2)[nH]1,-9.097
92,c1(NC(c2nc(C3CCCCC3)n[nH]2)=O)ccccc1,O=C(Nc1ccccc1)c1n[nH]c(C2CCCCC2)n1,O=C(Nc1ccccc1)c1n[nH]c(C2CCCCC2)n1,-9.362
93,c1(NC(c2nc(-c3ccccc3)n[nH]2)=O)ccccc1,O=C(Nc1ccccc1)c1nc(-c2ccccc2)n[nH]1,O=C(Nc1ccccc1)c1nc(-c2ccccc2)n[nH]1,-8.99
94,c1(NC(c2nc(-c3ccccc3)n[nH]2)=O)ccccc1,O=C(Nc1ccccc1)c1nnc(-c2ccccc2)[nH]1,O=C(Nc1ccccc1)c1nnc(-c2ccccc2)[nH]1,-9.068
95,c1(NC(c2nc(-c3ccccc3)n[nH]2)=O)ccccc1,O=C(Nc1ccccc1)c1n[nH]c(-c2ccccc2)n1,O=C(Nc1ccccc1)c1n[nH]c(-c2ccccc2)n1,-9.043
96,c1(NC(c2nc(C3CCCCC3)n[nH]2)=O)ccc(F)cc1,O=C(Nc1ccc(F)cc1)c1nc(C2CCCCC2)n[nH]1,O=C(Nc1ccc(F)cc1)c1nc(C2CCCCC2)n[nH]1,-9.196
97,c1(NC(c2nc(C3CCCCC3)n[nH]2)=O)ccc(F)cc1,O=C(Nc1ccc(F)cc1)c1nnc(C2CCCCC2)[nH]1,O=C(Nc1ccc(F)cc1)c1nnc(C2CCCCC2)[nH]1,-9.0
