sdf_number,annalog,protonated,isomers,docking_energy,cluster
67,[C@H]12C[C@@]3(NC(c4ccco4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccco1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccco1,-8.878,39
68,[C@H]12C[C@@]3(NC(c4ccc(Cl)o4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)o1,-9.389,8
69,[C@H]12C[C@@]3(NC(c4cccs4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccs1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccs1,-8.67,23
70,[C@H]12C[C@@]3(NC(c4ccc(Cl)s4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)s1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Cl)s1,-9.11,21
71,[C@H]12C[C@@]3(NC(C)=O)C[C@H](C[C@@H](C1)C3)C2,CC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.358,38
72,[C@H]12C[C@@]3(NC(c4ccc(Br)o4)=O)C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Br)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(Br)o1,-9.246,8
73,Cc1ccc(C(NC23CC4CC(C2)CC(C3)C4)=O)o1,Cc1ccc(C(=O)NC23CC4CC(CC(C4)C2)C3)o1,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)o1,-9.503,8
74,Fc1ccc(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(F)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(F)o1,-9.17,8
75,C(=O)(N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3)c1cnc(C)o1,Cc1ncc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)o1,Cc1ncc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)o1,-9.239,8
76,C(=O)(N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3)c1ncc(C)o1,Cc1cnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)o1,Cc1cnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)o1,-9.007,22
77,C1[C@H]2C[C@@H]3C[C@@](NC(c4sc(C)cc4)=O)(C[C@H]1C3)C2,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)s1,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)s1,-9.164,21
78,C1[C@H]2C[C@@H]3C[C@@](O)(C[C@H]1C3)C2,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-6.232,37
79,C1[C@H]2C[C@H]3C[C@]1(NC(c1ncn[nH]1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncn[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncn[nH]1,-8.528,20
80,C1[C@H]2C[C@H]3C[C@]1(NC(c1ncn[nH]1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc[nH]1,-8.518,3
81,C1[C@H]2C[C@H]3C[C@]1(NC(c1ncn[nH]1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc[nH]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc[nH]n1,-8.51,36
82,C1[C@H]2C[C@H]3C[C@]1(NC(c1nn[nH]n1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nn[n-]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nn[n-]n1,-8.519,35
83,C1[C@H]2C[C@H]3C[C@]1(NC(c1ncon1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncon1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncon1,-8.523,34
84,C1[C@H]2C[C@H]3C[C@]1(NC(c1nc[nH]c1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]cn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]cn1,-8.529,16
85,C1[C@H]2C[C@H]3C[C@]1(NC(c1nc[nH]c1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc[nH]1,-8.525,15
86,C1[C@H]2C[C@H]3C[C@]1(NC(c1nc[nH]c1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]c[nH+]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]c[nH+]1,-8.527,33
87,C1[C@H]2C[C@H]3C[C@]1(NC(c1cc[nH]n1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc[nH]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc[nH]n1,-8.68,16
88,C1[C@H]2C[C@H]3C[C@]1(NC(c1cc[nH]n1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccn[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccn[nH]1,-8.63,15
89,C1[C@H]2C[C@H]3C[C@]1(NC(c1c[nH]nn1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1c[nH]nn1,-8.359,16
90,C1[C@H]2C[C@H]3C[C@]1(NC(c1c[nH]nn1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnn[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnn[nH]1,-8.531,15
91,C1[C@H]2C[C@H]3C[C@]1(NC(c1c[nH]nn1)=O)C[C@@H](C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cn[nH]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cn[nH]n1,-8.555,19
92,[C@H]12C[C@@H]3C[C@H](C1)C[C@](C(=O)OC)(C2)C3,COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.17,32
93,[C@H]12C[C@@H]3C[C@H](C1)C[C@](NC(=O)c1[nH]nnn1)(C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnn[n-]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnn[n-]1,-8.508,31
94,[C@H]12C[C@@H]3C[C@H](C1)C[C@](NC(=O)C(=O)OC)(C2)C3,COC(=O)C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,COC(=O)C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.711,30
