sdf_number,annalog,protonated,isomers,docking_energy
32,C1CC(NC(=O)c2nn(C3CCOC3)c(-c3ccccc3)c2C)C1,Cc1c(C(=O)NC2CCC2)nn(C2CCOC2)c1-c1ccccc1,Cc1c(C(=O)NC2CCC2)nn([C@H]2CCOC2)c1-c1ccccc1,-8.878
33,C1(CN)C2CC3CC(NC(=O)c4nn(CCCCC5CCNCC5)c(-c5ccccc5)c4C)(CC1C3)C2,Cc1c(C(=O)NC23CC4CC(C2)C(C[NH3+])C(C4)C3)nn(CCCCC2CC[NH2+]CC2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@@H]4C[C@H](C2)[C@H](C[NH3+])[C@@H](C4)C3)nn(CCCCC2CC[NH2+]CC2)c1-c1ccccc1,-12.336
34,C1(CN)C2CC3CC(NC(=O)c4nn(CCCCC5CCNCC5)c(-c5ccccc5)c4C)(CC1C3)C2,Cc1c(C(=O)NC23CC4CC(C2)C(C[NH3+])C(C4)C3)nn(CCCCC2CC[NH2+]CC2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@@H]4C[C@H](C2)[C@@H](C[NH3+])[C@@H](C4)C3)nn(CCCCC2CC[NH2+]CC2)c1-c1ccccc1,-11.71
35,C1CCCC(CNC(=O)c2n[nH]c(-c3ccccc3)c2C)N1C,Cc1c(C(=O)NCC2CCCC[NH+]2C)n[nH]c1-c1ccccc1,Cc1c(C(=O)NC[C@@H]2CCCC[N@@H+]2C)n[nH]c1-c1ccccc1,-9.604
36,C1CCCC(CNC(=O)c2n[nH]c(-c3ccccc3)c2C)N1C,Cc1c(C(=O)NCC2CCCC[NH+]2C)n[nH]c1-c1ccccc1,Cc1c(C(=O)NC[C@H]2CCCC[N@@H+]2C)n[nH]c1-c1ccccc1,-9.468
37,C1CCCC(CNC(=O)c2n[nH]c(-c3ccccc3)c2C)N1C,Cc1c(C(=O)NCC2CCCC[NH+]2C)n[nH]c1-c1ccccc1,Cc1c(C(=O)NC[C@@H]2CCCC[N@H+]2C)n[nH]c1-c1ccccc1,-9.41
38,C1CCCC(CNC(=O)c2n[nH]c(-c3ccccc3)c2C)N1C,Cc1c(C(=O)NCC2CCCC[NH+]2C)n[nH]c1-c1ccccc1,Cc1c(C(=O)NC[C@H]2CCCC[N@H+]2C)n[nH]c1-c1ccccc1,-9.733
39,C1CCCC(CNC(=O)c2n[nH]c(-c3ccccc3)c2C)N1C,Cc1c(-c2ccccc2)n[nH]c1C(=O)NCC1CCCC[NH+]1C,Cc1c(-c2ccccc2)n[nH]c1C(=O)NC[C@@H]1CCCC[N@@H+]1C,-9.396
40,C1CCCC(CNC(=O)c2n[nH]c(-c3ccccc3)c2C)N1C,Cc1c(-c2ccccc2)n[nH]c1C(=O)NCC1CCCC[NH+]1C,Cc1c(-c2ccccc2)n[nH]c1C(=O)NC[C@H]1CCCC[N@@H+]1C,-9.537
41,C1CCCC(CNC(=O)c2n[nH]c(-c3ccccc3)c2C)N1C,Cc1c(-c2ccccc2)n[nH]c1C(=O)NCC1CCCC[NH+]1C,Cc1c(-c2ccccc2)n[nH]c1C(=O)NC[C@@H]1CCCC[N@H+]1C,-9.64
42,C1CCCC(CNC(=O)c2n[nH]c(-c3ccccc3)c2C)N1C,Cc1c(-c2ccccc2)n[nH]c1C(=O)NCC1CCCC[NH+]1C,Cc1c(-c2ccccc2)n[nH]c1C(=O)NC[C@H]1CCCC[N@H+]1C,-9.588
43,c1cc(Cl)ccc1C1C2CC3C[C@@H](NC(=O)c4nn(CCCCCO)c(-c5ccccc5)c4C)[C@@H](CC1C3)C2,Cc1c(C(=O)N[C@@H]2CC3CC4CC2CC(C3)C4c2ccc(Cl)cc2)nn(CCCCCO)c1-c1ccccc1,Cc1c(C(=O)N[C@@H]2C[C@@H]3C[C@@H]4C[C@H]2C[C@H](C3)[C@@H]4c2ccc(Cl)cc2)nn(CCCCCO)c1-c1ccccc1,-9.757
44,c1cc(Cl)ccc1C1C2CC3C[C@@H](NC(=O)c4nn(CCCCCO)c(-c5ccccc5)c4C)[C@@H](CC1C3)C2,Cc1c(C(=O)N[C@@H]2CC3CC4CC2CC(C3)C4c2ccc(Cl)cc2)nn(CCCCCO)c1-c1ccccc1,Cc1c(C(=O)N[C@@H]2C[C@@H]3C[C@@H]4C[C@H]2C[C@H](C3)[C@H]4c2ccc(Cl)cc2)nn(CCCCCO)c1-c1ccccc1,-9.106
45,C1CNCCC2C1(NC(=O)c1nn(CCCN)c(-c3ccccc3)c1C)CC2,Cc1c(C(=O)NC23CC[NH2+]CCC2CC3)nn(CCC[NH3+])c1-c1ccccc1,Cc1c(C(=O)N[C@]23CC[NH2+]CC[C@@H]2CC3)nn(CCC[NH3+])c1-c1ccccc1,-7.495
46,C1CNCCC2C1(NC(=O)c1nn(CCCN)c(-c3ccccc3)c1C)CC2,Cc1c(C(=O)NC23CC[NH2+]CCC2CC3)nn(CCC[NH3+])c1-c1ccccc1,Cc1c(C(=O)N[C@@]23CC[NH2+]CC[C@@H]2CC3)nn(CCC[NH3+])c1-c1ccccc1,-8.111
47,C1CNCCC2C1(NC(=O)c1nn(CCCN)c(-c3ccccc3)c1C)CC2,Cc1c(C(=O)NC23CC[NH2+]CCC2CC3)nn(CCC[NH3+])c1-c1ccccc1,Cc1c(C(=O)N[C@]23CC[NH2+]CC[C@H]2CC3)nn(CCC[NH3+])c1-c1ccccc1,-7.79
48,C1CNCCC2C1(NC(=O)c1nn(CCCN)c(-c3ccccc3)c1C)CC2,Cc1c(C(=O)NC23CC[NH2+]CCC2CC3)nn(CCC[NH3+])c1-c1ccccc1,Cc1c(C(=O)N[C@@]23CC[NH2+]CC[C@H]2CC3)nn(CCC[NH3+])c1-c1ccccc1,-7.225
49,c1c2ccc(/C=N\NC(=O)c3nn(C)c(-c4ccccc4)c3)cc2on1,Cn1nc(C(=O)N/N=C\c2ccc3cnoc3c2)cc1-c1ccccc1,Cn1nc(C(=O)N/N=C\c2ccc3cnoc3c2)cc1-c1ccccc1,-10.506
50,c1c2ccc(/C=N\NC(=O)c3nn(C)c(-c4ccccc4)c3)cc2on1,Cn1nc(C(=O)NN=Cc2ccc3cnoc3c2)cc1-c1ccccc1,Cn1nc(C(=O)N/N=C/c2ccc3cnoc3c2)cc1-c1ccccc1,-10.124
51,COc1c(F)cc2c(c1OC)C[C@H](NC(=O)c1nn(C)c(-c3ccccc3)c1C)CC2,COc1c(F)cc2c(c1OC)C[C@H](NC(=O)c1nn(C)c(-c3ccccc3)c1C)CC2,COc1c(F)cc2c(c1OC)C[C@H](NC(=O)c1nn(C)c(-c3ccccc3)c1C)CC2,-8.767
52,C1C2CC3CC(CC(NC(=O)c4nn(CCCO)c5c4occ5)(CC1O)C3)C2,O=C(NC12CC(O)CC3CC(CC(C3)C1)C2)c1nn(CCCO)c2ccoc12,O=C(N[C@]12C[C@H](O)C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nn(CCCO)c2ccoc12,-8.464
53,C1C2CC3CC(CC(NC(=O)c4nn(CCCO)c5c4occ5)(CC1O)C3)C2,O=C(NC12CC(O)CC3CC(CC(C3)C1)C2)c1nn(CCCO)c2ccoc12,O=C(N[C@]12C[C@@H](O)C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nn(CCCO)c2ccoc12,-8.388
54,C1C2(C)C3CC(NC(=O)c4cn(CCCN5CCCCC5)c(-c5ccccc5)c4C)(NC1C3)CC2,Cc1c(C(=O)NC23CCC4(C)CC(CC4C2)[NH2+]3)cn(CCC[NH+]2CCCCC2)c1-c1ccccc1,Cc1c(C(=O)N[C@@]23CC[C@]4(C)C[C@@H](C[C@@H]4C2)[NH2+]3)cn(CCC[NH+]2CCCCC2)c1-c1ccccc1,-12.588
55,C1C2(C)C3CC(NC(=O)c4cn(CCCN5CCCCC5)c(-c5ccccc5)c4C)(NC1C3)CC2,Cc1c(C(=O)NC23CCC4(C)CC(CC4C2)[NH2+]3)cn(CCC[NH+]2CCCCC2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23CC[C@@]4(C)C[C@H](C[C@H]4C2)[NH2+]3)cn(CCC[NH+]2CCCCC2)c1-c1ccccc1,-12.189
56,C1C2C3CC(NC(=O)c4nn(C(CCC[C@@H]5CCCN5C(=O)C)c(-c5ccccc5)c4C)C1C3)C2,CC(=O)N1CCC[C@H]1CCCC1C(c2ccccc2)=C(C)C2=NN1C1CC3CC(CC3C1)NC2=O,CC(=O)N1CCC[C@H]1CCC[C@H]1C(c2ccccc2)=C(C)C2=NN1[C@H]1C[C@H]3C[C@H](C[C@@H]3C1)NC2=O,-8.033
57,C1C2C3CC(NC(=O)c4nn(C(CCC[C@@H]5CCCN5C(=O)C)c(-c5ccccc5)c4C)C1C3)C2,CC(=O)N1CCC[C@H]1CCCC1C(c2ccccc2)=C(C)C2=NN1C1CC3CC(CC3C1)NC2=O,CC(=O)N1CCC[C@H]1CCC[C@@H]1C(c2ccccc2)=C(C)C2=NN1[C@H]1C[C@H]3C[C@H](C[C@H]3C1)NC2=O,-9.208
58,C1C2C3CC(NC(=O)c4nn(C(CCC[C@@H]5CCCN5C(=O)C)c(-c5ccccc5)c4C)C1C3)C2,CC(=O)N1CCC[C@H]1CCCC1C(c2ccccc2)=C(C)C2=NN1C1CC3CC(CC3C1)NC2=O,CC(=O)N1CCC[C@H]1CCC[C@@H]1C(c2ccccc2)=C(C)C2=NN1[C@H]1C[C@H]3C[C@H](C[C@@H]3C1)NC2=O,-7.953
59,C1C2C3CC(NC(=O)c4nn(C(CCC[C@@H]5CCCN5C(=O)C)c(-c5ccccc5)c4C)C1C3)C2,CC(=O)N1CCC[C@H]1CCCC1C(c2ccccc2)=C(C)C2=NN1C1CC3CC(CC3C1)NC2=O,CC(=O)N1CCC[C@H]1CCC[C@@H]1C(c2ccccc2)=C(C)C2=NN1[C@@H]1C[C@H]3C[C@@H](C[C@H]3C1)NC2=O,-8.892
60,C1C2C3CC(NC(=O)c4nn(C(CCC[C@@H]5CCCN5C(=O)C)c(-c5ccccc5)c4C)C1C3)C2,CC(=O)N1CCC[C@H]1CCCC1C(c2ccccc2)=C(C)C2=NN1C1CC3CC(CC3C1)NC2=O,CC(=O)N1CCC[C@H]1CCC[C@H]1C(c2ccccc2)=C(C)C2=NN1[C@@H]1C[C@H]3C[C@@H](C[C@H]3C1)NC2=O,-8.077
61,C1C2C3CC(NC(=O)c4nn(C(CCC[C@@H]5CCCN5C(=O)C)c(-c5ccccc5)c4C)C1C3)C2,CC(=O)N1CCC[C@H]1CCCC1C(c2ccccc2)=C(C)C2=NN1C1CC3CC(CC3C1)NC2=O,CC(=O)N1CCC[C@H]1CCC[C@@H]1C(c2ccccc2)=C(C)C2=NN1[C@H]1C[C@@H]3C[C@H](C[C@H]3C1)NC2=O,-9.539
62,C1C2C3CC(NC(=O)c4nn(C(CCC[C@@H]5CCCN5C(=O)C)c(-c5ccccc5)c4C)C1C3)C2,CC(=O)N1CCC[C@H]1CCCC1C(c2ccccc2)=C(C)C2=NN1C1CC3CC(CC3C1)NC2=O,CC(=O)N1CCC[C@H]1CCC[C@H]1C(c2ccccc2)=C(C)C2=NN1[C@H]1C[C@@H]3C[C@H](C[C@H]3C1)NC2=O,-9.708
63,C1C2C3CC(NC(=O)c4nn(C(CCC[C@@H]5CCCN5C(=O)C)c(-c5ccccc5)c4C)C1C3)C2,CC(=O)N1CCC[C@H]1CCCC1C(c2ccccc2)=C(C)C2=NN1C1CC3CC(CC3C1)NC2=O,CC(=O)N1CCC[C@H]1CCC[C@H]1C(c2ccccc2)=C(C)C2=NN1[C@H]1C[C@H]3C[C@H](C[C@H]3C1)NC2=O,-8.088
64,C1C2CC3CC(NC(=O)c4nn(C6(C(=O)O)CC6)c(Cc6ccc(OC)cc6)c4C)(CC1C3)C2,COc1ccc(Cc2c(C)c(C(=O)NC34CC5CC(CC(C5)C3)C4)nn2C2(C(=O)[O-])CC2)cc1,COc1ccc(Cc2c(C)c(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2C2(C(=O)[O-])CC2)cc1,-10.557
65,C1(C(OC)=O)(CCCCCO)C(c2ccccc2)=CC2=C(C1)CCC2,COC(=O)C1(CCCCCO)CC2=C(C=C1c1ccccc1)CCC2,COC(=O)[C@]1(CCCCCO)CC2=C(C=C1c1ccccc1)CCC2,-8.856
66,C1(C(OC)=O)(CCCCCO)C(c2ccccc2)=CC2=C(C1)CCC2,COC(=O)C1(CCCCCO)CC2=C(C=C1c1ccccc1)CCC2,COC(=O)[C@@]1(CCCCCO)CC2=C(C=C1c1ccccc1)CCC2,-8.75
67,c1ccc2c(n(Cc3cc(C)nn3C)n1)ccc([N+]([O-])=O)c2,Cc1cc(CN2N=CC=Cc3cc([N+](=O)[O-])ccc32)n(C)n1,Cc1cc(CN2N=CC=Cc3cc([N+](=O)[O-])ccc32)n(C)n1,-7.574
68,C1[C@@H]2CC3C[C@](NC(=O)c4n(C(C)C)nc(CCCO)c4CC)(C[C@@H]1C3)C2,CCc1c(CCCO)nn(C(C)C)c1C(=O)N[C@]12CC3C[C@H](C[C@H](C3)C1)C2,CCc1c(CCCO)nn(C(C)C)c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-8.49
69,C1[C@@H](O)[C@H](NC(=O)c2nn(CCCCCO)c(C34CC5CC(C3)CC(C5)C4)c2C)[C@H](OC)[C@H]1C,CO[C@H]1[C@@H](NC(=O)c2nn(CCCCCO)c(C34CC5CC(CC(C5)C3)C4)c2C)[C@H](O)C[C@@H]1C,CO[C@H]1[C@@H](NC(=O)c2nn(CCCCCO)c([C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c2C)[C@H](O)C[C@@H]1C,-9.311
70,n1(C(C)C)c(-c2ccccc2)c(C)c(C(NC23CC4CC(CC(C2)C4)C3)=O)n1,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(C(C)C)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C(C)C)c1-c1ccccc1,-12.043
71,n1(CCO)c(-c2ccccc2)c(C)c(C(NCC23CC4CC(CC(C2)C4)C3)=O)n1,Cc1c(C(=O)NCC23CC4CC(CC(C4)C2)C3)nn(CCO)c1-c1ccccc1,Cc1c(C(=O)NC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCO)c1-c1ccccc1,-10.465
72,n1(C2CCNCC2)c(-c2ccccc2)c(C)c(C(NC23CC4CC(CC(C2)C4)C3)=O)n1,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(C2CC[NH2+]CC2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CC[NH2+]CC2)c1-c1ccccc1,-12.027
73,n1(CCCCCF)c(-c2ccccc2)c(C)c(C(NC23CC4CC(CC(C2)C4)C3)=O)n1,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(CCCCCF)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCCCCF)c1-c1ccccc1,-11.551
74,n1(CC(CO)O)c(-c2ccccc2)c(C)c(C(NC23CC4CC(CC(C2)C4)C3)=O)n1,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(CC(O)CO)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C[C@H](O)CO)c1-c1ccccc1,-10.654
75,n1(CC(CO)O)c(-c2ccccc2)c(C)c(C(NC23CC4CC(CC(C2)C4)C3)=O)n1,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(CC(O)CO)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C[C@@H](O)CO)c1-c1ccccc1,-10.624
76,n1(CC)c(-c2ccccc2)c(CC)c(C(NC23CC4CC(CC(C2)C4)C3)=O)n1,CCc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(CC)c1-c1ccccc1,CCc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CC)c1-c1ccccc1,-11.04
77,n1(CCCNC(=O)C)c(-c2ccccc2)c(C)c(C(NC23CC4CC(CC(C2)C4)C3)=O)n1,CC(=O)NCCCn1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(C)c1-c1ccccc1,CC(=O)NCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,-11.874
