sdf_number,annalog,protonated,isomers
17,[C@@H]12C[C@@H]3C[C@@H](C[C@@](NC(=O)c4c(C)cc(-c5ccccc5)[nH]c4=O)(C3)C1)C2,Cc1cc(-c2ccccc2)[nH]c(=O)c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Cc1cc(-c2ccccc2)[nH]c(=O)c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
18,[C@@H]12C[C@@H]3C[C@@H](C[C@@](NC(=O)c4c(C)cc(-c5ccccc5)[nH]c4=O)(C3)C1)C2,Cc1cc(-c2ccccc2)nc(O)c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Cc1cc(-c2ccccc2)nc(O)c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
19,[C@@H]12C[C@@H]3C[C@@H](C[C@@](/N=C/c4c(C)c(-c5occc5)n(Cc5cc(F)c(Cl)cc5)c4)(C3=O)C1)C2,Cc1c(/C=N/[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2=O)C3)cn(Cc2ccc(Cl)c(F)c2)c1-c1ccco1,Cc1c(/C=N/[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2=O)C3)cn(Cc2ccc(Cl)c(F)c2)c1-c1ccco1
20,C12C[C@@H]3C[C@@H](C[C@@](NC(=O)c4c(C)cn(Cc5c(F)coc5F)c4F)(C3=O)C1)C2O,Cc1cn(Cc2c(F)coc2F)c(F)c1C(=O)N[C@]12CC3C[C@H](C[C@@H](C1)C3O)C2=O,Cc1cn(Cc2c(F)coc2F)c(F)c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@@H](C1)[C@@H]3O)C2=O
21,C12C[C@@H]3C[C@@H](C[C@@](NC(=O)c4c(C)cn(Cc5c(F)coc5F)c4F)(C3=O)C1)C2O,Cc1cn(Cc2c(F)coc2F)c(F)c1C(=O)N[C@]12CC3C[C@H](C[C@@H](C1)C3O)C2=O,Cc1cn(Cc2c(F)coc2F)c(F)c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@@H](C1)[C@H]3O)C2=O
22,c1(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@H](C2)C4)C3=O)cn(-c2ccc(F)c(Cl)c2)c(-c2ccccc2)c1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2=O)C3)cn(-c2ccc(F)c(Cl)c2)c1-c1ccccc1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2=O)C3)cn(-c2ccc(F)c(Cl)c2)c1-c1ccccc1
23,c1(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@H](C2)C4)C3=O)cn(Cc2ccccc2)c2c1cccc2,O=C(N[C@@]12C[C@@H]3C[C@@H](C[C@@H](C3)C1=O)C2)c1cn(Cc2ccccc2)c2ccccc12,O=C(N[C@@]12C[C@@H]3C[C@@H](C[C@@H](C3)C1=O)C2)c1cn(Cc2ccccc2)c2ccccc12
24,c1(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@H](C2)C4)C3=O)cn(C(c2ccc(Cl)cc2)C)c(-c2ccccc2)c1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2=O)C3)cn(C(C)c2ccc(Cl)cc2)c1-c1ccccc1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2=O)C3)cn([C@H](C)c2ccc(Cl)cc2)c1-c1ccccc1
25,c1(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@H](C2)C4)C3=O)cn(C(c2ccc(Cl)cc2)C)c(-c2ccccc2)c1C,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2=O)C3)cn(C(C)c2ccc(Cl)cc2)c1-c1ccccc1,Cc1c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2=O)C3)cn([C@@H](C)c2ccc(Cl)cc2)c1-c1ccccc1
26,c1(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@H](C2)C4)C3=O)sc(-c2ccccc2)nc1,O=C(N[C@@]12C[C@@H]3C[C@@H](C[C@@H](C3)C1=O)C2)c1cnc(-c2ccccc2)s1,O=C(N[C@@]12C[C@@H]3C[C@@H](C[C@@H](C3)C1=O)C2)c1cnc(-c2ccccc2)s1
27,C1[C@H]2C[C@@H]3C[C@@](NC(c4nn(Cc5ccccc5)c(-c5ccccc5)c4C)=O)(C[C@H]1C3)C2,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2ccccc2)c1-c1ccccc1
28,C1[C@H]2C[C@@H]3C[C@@](O)(C[C@H]1C3)C2,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
29,C1[C@H]2C[C@@H]3C[C@@](NC(c4nn(CCc5ccccc5Br)c(-c5ccccc5)c4C)=O)(C[C@H]1C3)C2,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCc2ccccc2Br)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCc2ccccc2Br)c1-c1ccccc1
30,C1[C@H]2C[C@@H]3C[C@@](NC(c4nnc(-c5ccc(F)c(F)c5)o4)=O)(C[C@H]1C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccc(F)c(F)c2)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccc(F)c(F)c2)o1
31,C1[C@H]2C[C@@H]3C[C@@](CNC(/C=C/c4n[nH]c(-c5ccc(F)cc5)c4)=O)(C[C@H]1C3)C2,O=C(/C=C/c1cc(-c2ccc(F)cc2)[nH]n1)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(/C=C/c1cc(-c2ccc(F)cc2)[nH]n1)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
32,C1[C@H]2C[C@@H]3C[C@@](CNC(/C=C/c4n[nH]c(-c5ccc(F)cc5)c4)=O)(C[C@H]1C3)C2,O=C(/C=C/c1cc(-c2ccc(F)cc2)n[nH]1)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(/C=C/c1cc(-c2ccc(F)cc2)n[nH]1)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
33,C1[C@H]2C[C@@H]3C[C@@](CNC(/C=C/c4n[nH]c(-c5ccc(F)cc5)c4)=O)(C[C@H]1C3)C2,O=C(C=Cc1cc(-c2ccc(F)cc2)[nH]n1)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(/C=C\c1cc(-c2ccc(F)cc2)[nH]n1)NC[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
34,C1CCCCC(NC(c2nn(Cc3cccc(Cl)c3)c(C(F)(F)F)c2C(F)(F)F)=O)(C1)C,CC1(NC(=O)c2nn(Cc3cccc(Cl)c3)c(C(F)(F)F)c2C(F)(F)F)CCCCCC1,CC1(NC(=O)c2nn(Cc3cccc(Cl)c3)c(C(F)(F)F)c2C(F)(F)F)CCCCCC1
35,CC1=C2CC3COC(C(c4[nH]nc(SC)c4)=O)(CC1C3)C2,CSc1cc(C(=O)C23CC4=C(C)C(CC(CO2)C4)C3)[nH]n1,CSc1cc(C(=O)[C@@]23CC4=C(C)[C@@H](C[C@H](CO2)C4)C3)[nH]n1
36,CC1=C2CC3COC(C(c4[nH]nc(SC)c4)=O)(CC1C3)C2,CSc1cc(C(=O)C23CC4=C(C)C(CC(CO2)C4)C3)[nH]n1,CSc1cc(C(=O)[C@]23CC4=C(C)[C@H](C[C@@H](CO2)C4)C3)[nH]n1
37,CC1=C2CC3COC(C(c4[nH]nc(SC)c4)=O)(CC1C3)C2,CSc1cc(C(=O)C23CC4=C(C)C(CC(CO2)C4)C3)n[nH]1,CSc1cc(C(=O)[C@@]23CC4=C(C)[C@@H](C[C@H](CO2)C4)C3)n[nH]1
38,CC1=C2CC3COC(C(c4[nH]nc(SC)c4)=O)(CC1C3)C2,CSc1cc(C(=O)C23CC4=C(C)C(CC(CO2)C4)C3)n[nH]1,CSc1cc(C(=O)[C@]23CC4=C(C)[C@H](C[C@@H](CO2)C4)C3)n[nH]1
39,C1[C@H]2C[C@]3(NC(c4c(C)c(-c5ccccc5)n(Cc5ccc(Cl)cc5)n4)=O)C[C@H](C2)C[C@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2ccc(Cl)cc2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2ccc(Cl)cc2)c1-c1ccccc1
40,C1[C@H]2C[C@]3(NC(c4c(C)c(-c5ccccc5)n(Cc5ccccc5F)n4)=O)C[C@H](C2)C[C@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2ccccc2F)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2ccccc2F)c1-c1ccccc1
41,C1[C@H]2C[C@]3(NC(c4c(C)c(-c5ccccc5)n(CC)n4)=O)C[C@H](C2)C[C@H]1C3,CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1
42,C1[C@H]2C[C@]3(NC(c4c(C)c(-c5cccc(Cl)c5)n(-c5ccccc5N)n4)=O)C[C@H](C2)C[C@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(-c2ccccc2N)c1-c1cccc(Cl)c1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(-c2ccccc2N)c1-c1cccc(Cl)c1
43,C1[C@H]2C[C@]3(NC(c4c(CC)c(-c5cccc(Cl)c5)n(Cc5cccc6c5OCO6)n4)=O)C[C@H](C2)C[C@H]1C3,CCc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2cccc3c2OCO3)c1-c1cccc(Cl)c1,CCc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2cccc3c2OCO3)c1-c1cccc(Cl)c1
44,C1[C@H]2C[C@]3(NC(c4c(C)c(-c5ccc(C#N)c(Cl)c5)n(Cc5cccc(C(C)(C)C)c5)n4)=O)C[C@H](C2)C[C@H]1C3,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2cccc(C(C)(C)C)c2)c1-c1ccc(C#N)c(Cl)c1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(Cc2cccc(C(C)(C)C)c2)c1-c1ccc(C#N)c(Cl)c1
45,C1[C@H]2C[C@]3(NC(C4CC(c5ccccc5)N(Cc5ccc(Br)cc5)C4)=O)C[C@H](C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CC(c2ccccc2)[NH+](Cc2ccc(Br)cc2)C1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@H]1C[C@H](c2ccccc2)[N@H+](Cc2ccc(Br)cc2)C1
46,C1[C@H]2C[C@]3(NC(C4CC(c5ccccc5)N(Cc5ccc(Br)cc5)C4)=O)C[C@H](C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CC(c2ccccc2)[NH+](Cc2ccc(Br)cc2)C1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@H]1C[C@H](c2ccccc2)[N@H+](Cc2ccc(Br)cc2)C1
47,C1[C@H]2C[C@]3(NC(C4CC(c5ccccc5)N(Cc5ccc(Br)cc5)C4)=O)C[C@H](C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CC(c2ccccc2)[NH+](Cc2ccc(Br)cc2)C1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@H]1C[C@@H](c2ccccc2)[N@H+](Cc2ccc(Br)cc2)C1
48,C1[C@H]2C[C@]3(NC(C4CC(c5ccccc5)N(Cc5ccc(Br)cc5)C4)=O)C[C@H](C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CC(c2ccccc2)[NH+](Cc2ccc(Br)cc2)C1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@H]1C[C@@H](c2ccccc2)[N@H+](Cc2ccc(Br)cc2)C1
49,C1[C@H]2C[C@]3(NC(C4CC(c5ccccc5)N(Cc5ccc(Br)cc5)C4)=O)C[C@H](C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CC(c2ccccc2)[NH+](Cc2ccc(Br)cc2)C1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@H]1C[C@H](c2ccccc2)[N@@H+](Cc2ccc(Br)cc2)C1
50,C1[C@H]2C[C@]3(NC(C4CC(c5ccccc5)N(Cc5ccc(Br)cc5)C4)=O)C[C@H](C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CC(c2ccccc2)[NH+](Cc2ccc(Br)cc2)C1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@H]1C[C@H](c2ccccc2)[N@@H+](Cc2ccc(Br)cc2)C1
51,C1[C@H]2C[C@]3(NC(C4CC(c5ccccc5)N(Cc5ccc(Br)cc5)C4)=O)C[C@H](C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CC(c2ccccc2)[NH+](Cc2ccc(Br)cc2)C1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@H]1C[C@@H](c2ccccc2)[N@@H+](Cc2ccc(Br)cc2)C1
52,C1[C@H]2C[C@]3(NC(C4CC(c5ccccc5)N(Cc5ccc(Br)cc5)C4)=O)C[C@H](C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)C1CC(c2ccccc2)[NH+](Cc2ccc(Br)cc2)C1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@H]1C[C@@H](c2ccccc2)[N@@H+](Cc2ccc(Br)cc2)C1
53,C1[C@H]2C[C@@H]3[C@@H](NC(c4c(C)c(CC(C)(C)C)n(-c5ccc([N+](=O)[O-])cc5)n4)=O)C[C@H](C2)C[C@H]1C3,Cc1c(C(=O)N[C@H]2C[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)nn(-c2ccc([N+](=O)[O-])cc2)c1CC(C)(C)C,Cc1c(C(=O)N[C@H]2C[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)nn(-c2ccc([N+](=O)[O-])cc2)c1CC(C)(C)C
54,c1(-c2n(-c3ccc(Cl)cc3)nc(C(N[C@]34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)=O)c2C)ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(-c2ccc(Cl)cc2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(-c2ccc(Cl)cc2)c1-c1ccccc1
55,c1(-c2n(CCc3ccccc3)nc(C(N[C@]34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)=O)c2C)ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCc2ccccc2)c1-c1ccccc1
56,c1(-c2n(CC#C)nc(C(N[C@]34C[C@@H]5C[C@H](C3)C[C@@H](C5)C4)=O)c2C)ccccc1,C#CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,C#CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1
57,[C@H]12C[C@H]3C[C@](NC(=O)C)(C[C@H](C3)C1)C2,CC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CC(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
58,[C@H]12C[C@H]3C[C@](NC(=O)c4cn(C5CCOCC5)c(-c5ccccc5F)c4C)(C[C@H](C3)C1)C2,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C2CCOCC2)c1-c1ccccc1F,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(C2CCOCC2)c1-c1ccccc1F
59,[C@H]12C[C@H]3C[C@](NC(=O)c4cn(-c5ccccc5Br)c(-c5ccccc5)c4C)(C[C@H](C3)C1)C2,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(-c2ccccc2Br)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(-c2ccccc2Br)c1-c1ccccc1
60,[C@H]12C[C@H]3C[C@](NC(=O)CNc4ccccc4)(C[C@H](C3)C1)C2,O=C(CNc1ccccc1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(CNc1ccccc1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
61,[C@H]12C[C@H]3C[C@](NC(=O)c4cn(Cc5ccccc5C)c(-c5ccccc5CN(C)C)c4C)(C[C@H](C3)C1)C2,Cc1ccccc1Cn1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1C[NH+](C)C,Cc1ccccc1Cn1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1C[NH+](C)C
62,O[C@H]1[C@]2(C)C[C@H]3C[C@](NC(=O)c4cn(C(C)C)c(-c5cc(N)ccc5)c4C)(C[C@H](C3)C1)C2,Cc1c(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@](C)(C3)[C@H](O)C4)cn(C(C)C)c1-c1cccc(N)c1,Cc1c(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@](C)(C3)[C@H](O)C4)cn(C(C)C)c1-c1cccc(N)c1
63,C1[C@H]2C[C@@H]3C[C@@](NC(c4cn(Cc5ccccc5)c(-c5ccccc5)c4C)=O)(C[C@H]1C3)C2,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2ccccc2)c1-c1ccccc1
64,C1[C@H]2C[C@@H]3C[C@@](NC(c4cn(Cc5ccc(F)cc5F)c(-c5ccc(F)cc5F)c4C)=O)(C[C@H]1C3)C2,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2ccc(F)cc2F)c1-c1ccc(F)cc1F,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2ccc(F)cc2F)c1-c1ccc(F)cc1F
65,C1[C@H]2C[C@@H]3C[C@@](NC(c4cn(Cc5cccc(OC)c5)c(-c5ccccc5)c4C)=O)(C[C@H]1C3)C2,COc1cccc(Cn2cc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c(C)c2-c2ccccc2)c1,COc1cccc(Cn2cc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c(C)c2-c2ccccc2)c1
66,C1[C@H]2C[C@@H]3C[C@@](NC(c4cn(Cc5cc(F)ccc5Cl)c(-c5ccccc5)c4C)=O)(C[C@H]1C3)C2,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2cc(F)ccc2Cl)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cn(Cc2cc(F)ccc2Cl)c1-c1ccccc1
67,C1N2[C@@H](C[C@@H]3C[C@@](NC(c4cn(Cc5ccccc5)c(-c5ccccc5F)c4C)=O)(C)CCC[C@@H]32)CC1,Cc1c(C(=O)N[C@]2(C)CCC[C@H]3[C@H](C[C@H]4CCC[NH+]43)C2)cn(Cc2ccccc2)c1-c1ccccc1F,Cc1c(C(=O)N[C@]2(C)CCC[C@H]3[C@H](C[C@H]4CCC[N@@H+]43)C2)cn(Cc2ccccc2)c1-c1ccccc1F
68,C1N2[C@@H](C[C@@H]3C[C@@](NC(c4cn(Cc5ccccc5)c(-c5ccccc5F)c4C)=O)(C)CCC[C@@H]32)CC1,Cc1c(C(=O)N[C@]2(C)CCC[C@H]3[C@H](C[C@H]4CCC[NH+]43)C2)cn(Cc2ccccc2)c1-c1ccccc1F,Cc1c(C(=O)N[C@]2(C)CCC[C@H]3[C@H](C[C@H]4CCC[N@H+]43)C2)cn(Cc2ccccc2)c1-c1ccccc1F
