sdf_number,annalog,protonated,isomers,docking_energy,cluster
22,n1c(O)c2n(c3c1c(Cl)ccc3)c(OCC1CCCNC1)nc2Cl,Oc1nc2c(Cl)cccc2n2c(OCC3CCC[NH2+]C3)nc(Cl)c12,Oc1nc2c(Cl)cccc2n2c(OC[C@H]3CCC[NH2+]C3)nc(Cl)c12,-8.679,18
23,n1c(O)c2n(c3c1c(Cl)ccc3)c(OCC1CCCNC1)nc2Cl,O=c1[nH]c2c(Cl)cccc2n2c(OCC3CCC[NH2+]C3)nc(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(OC[C@@H]3CCC[NH2+]C3)nc(Cl)c12,-9.397,17
24,n1c(O)c2n(c3c1c(Cl)ccc3)c(OCC1CCCNC1)nc2Cl,O=c1[nH]c2c(Cl)cccc2n2c(OCC3CCC[NH2+]C3)nc(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(OC[C@H]3CCC[NH2+]C3)nc(Cl)c12,-8.901,17
25,n1c(O)c2n(c3c1c(Cl)ccc3)c(OCC1CCCNC1)nc2Cl,Oc1nc2c(Cl)cccc2n2c(OCC3CCC[NH2+]C3)[nH+]c(Cl)c12,Oc1nc2c(Cl)cccc2n2c(OC[C@@H]3CCC[NH2+]C3)[nH+]c(Cl)c12,-9.046,17
26,n1c(O)c2n(c3c1c(Cl)ccc3)c(OCC1CCCNC1)nc2Cl,Oc1nc2c(Cl)cccc2n2c(OCC3CCC[NH2+]C3)[nH+]c(Cl)c12,Oc1nc2c(Cl)cccc2n2c(OC[C@H]3CCC[NH2+]C3)[nH+]c(Cl)c12,-9.202,17
27,n1c(O)c2n(c3c1c(Cl)ccc3)c(OCC1CCCNC1)nc2Cl,O=c1[nH]c2c(Cl)cccc2n2c(OCC3CCC[NH2+]C3)[nH+]c(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(OC[C@@H]3CCC[NH2+]C3)[nH+]c(Cl)c12,-9.229,17
28,n1c(O)c2n(c3c1c(Cl)ccc3)c(OCC1CCCNC1)nc2Cl,O=c1[nH]c2c(Cl)cccc2n2c(OCC3CCC[NH2+]C3)[nH+]c(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(OC[C@H]3CCC[NH2+]C3)[nH+]c(Cl)c12,-9.002,17
29,n1c(O)c2n(c3c1cccc3)c(N1CCC(Cc3cc(Br)ccc3)CC1)nc2Cl,Oc1nc2ccccc2n2c(N3CCC(Cc4cccc(Br)c4)CC3)nc(Cl)c12,Oc1nc2ccccc2n2c(N3CCC(Cc4cccc(Br)c4)CC3)nc(Cl)c12,-11.215,50
30,n1c(O)c2n(c3c1cccc3)c(N1CCC(Cc3cc(Br)ccc3)CC1)nc2Cl,O=c1[nH]c2ccccc2n2c(N3CCC(Cc4cccc(Br)c4)CC3)nc(Cl)c12,O=c1[nH]c2ccccc2n2c(N3CCC(Cc4cccc(Br)c4)CC3)nc(Cl)c12,-10.749,49
31,n1c(O)c2n(c3c1cccc3)c(N1CCC(Cc3cc(Br)ccc3)CC1)nc2Cl,Oc1nc2ccccc2n2c(N3CCC(Cc4cccc(Br)c4)CC3)[nH+]c(Cl)c12,Oc1nc2ccccc2n2c(N3CCC(Cc4cccc(Br)c4)CC3)[nH+]c(Cl)c12,-11.171,49
32,n1c(O)c2n(c3c1cccc3)c(N1CCC(Cc3cc(Br)ccc3)CC1)nc2Cl,O=c1[nH]c2ccccc2n2c(N3CCC(Cc4cccc(Br)c4)CC3)[nH+]c(Cl)c12,O=c1[nH]c2ccccc2n2c(N3CCC(Cc4cccc(Br)c4)CC3)[nH+]c(Cl)c12,-11.189,49
33,n1c(O)c2n(c3c1cc(C)cc3)c(N1CCC(O)(C)CC1)nc2OC,COc1nc(N2CCC(C)(O)CC2)n2c1c(O)nc1cc(C)ccc12,COc1nc(N2CCC(C)(O)CC2)n2c1c(O)nc1cc(C)ccc12,-8.028,48
34,n1c(O)c2n(c3c1cc(C)cc3)c(N1CCC(O)(C)CC1)nc2OC,COc1nc(N2CCC(C)(O)CC2)n2c1c(=O)[nH]c1cc(C)ccc12,COc1nc(N2CCC(C)(O)CC2)n2c1c(=O)[nH]c1cc(C)ccc12,-9.049,47
35,n1c(O)c2n(c3c1cc(C)cc3)c(N1CCC(O)(C)CC1)nc2OC,COc1[nH+]c(N2CCC(C)(O)CC2)n2c1c(O)nc1cc(C)ccc12,COc1[nH+]c(N2CCC(C)(O)CC2)n2c1c(O)nc1cc(C)ccc12,-9.008,47
36,n1c(O)c2n(c3c1cc(C)cc3)c(N1CCC(O)(C)CC1)nc2OC,COc1[nH+]c(N2CCC(C)(O)CC2)n2c1c(=O)[nH]c1cc(C)ccc12,COc1[nH+]c(N2CCC(C)(O)CC2)n2c1c(=O)[nH]c1cc(C)ccc12,-9.801,47
37,c1c(O)nc2n(c1C#N)c(N1CCN(c3cc(C)ccc3OC)CC1)nc2N,COc1ccc(C)cc1N1CCN(c2nc(N)c3nc(O)cc(C#N)n23)CC1,COc1ccc(C)cc1N1CCN(c2nc(N)c3nc(O)cc(C#N)n23)CC1,-6.626,46
38,c1c(O)nc2n(c1C#N)c(N1CCN(c3cc(C)ccc3OC)CC1)nc2N,COc1ccc(C)cc1N1CCN(c2nc(N)c3[nH]c(=O)cc(C#N)n23)CC1,COc1ccc(C)cc1N1CCN(c2nc(N)c3[nH]c(=O)cc(C#N)n23)CC1,-7.614,45
39,c1c(O)nc2n(c1C#N)c(N1CCN(c3cc(C)ccc3OC)CC1)nc2N,COc1ccc(C)cc1N1CCN(c2[nH+]c(N)c3nc(O)cc(C#N)n23)CC1,COc1ccc(C)cc1N1CCN(c2[nH+]c(N)c3nc(O)cc(C#N)n23)CC1,-8.088,45
40,c1c(O)nc2n(c1C#N)c(N1CCN(c3cc(C)ccc3OC)CC1)nc2N,COc1ccc(C)cc1N1CCN(c2[nH+]c(N)c3[nH]c(=O)cc(C#N)n23)CC1,COc1ccc(C)cc1N1CCN(c2[nH+]c(N)c3[nH]c(=O)cc(C#N)n23)CC1,-8.375,45
41,c1(N2CCN(Cc3ccccc3)CC2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,Oc1nc2c(Cl)cccc2n2c(N3CC[NH+](Cc4ccccc4)CC3)nc(Cl)c12,Oc1nc2c(Cl)cccc2n2c(N3CC[NH+](Cc4ccccc4)CC3)nc(Cl)c12,-9.325,8
42,c1(N2CCN(Cc3ccccc3)CC2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,O=c1[nH]c2c(Cl)cccc2n2c(N3CC[NH+](Cc4ccccc4)CC3)nc(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(N3CC[NH+](Cc4ccccc4)CC3)nc(Cl)c12,-9.987,16
43,c1(N2CCN(Cc3ccccc3)CC2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,Oc1nc2c(Cl)cccc2n2c(N3CC[NH+](Cc4ccccc4)CC3)[nH+]c(Cl)c12,Oc1nc2c(Cl)cccc2n2c(N3CC[NH+](Cc4ccccc4)CC3)[nH+]c(Cl)c12,-10.922,6
44,c1(N2CCN(Cc3ccccc3)CC2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,O=c1[nH]c2c(Cl)cccc2n2c(N3CC[NH+](Cc4ccccc4)CC3)[nH+]c(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(N3CC[NH+](Cc4ccccc4)CC3)[nH+]c(Cl)c12,-11.277,7
45,c1(N2CCN(CCO)CC2)nc(Cl)c2c(=O)[nH]c3c(cccc3Cl)n12,O=c1[nH]c2c(Cl)cccc2n2c(N3CC[NH+](CCO)CC3)nc(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(N3CC[NH+](CCO)CC3)nc(Cl)c12,-7.937,16
46,c1(N2CCN(CCO)CC2)nc(Cl)c2c(=O)[nH]c3c(cccc3Cl)n12,OCC[NH+]1CCN(c2nc(Cl)c3c(O)nc4c(Cl)cccc4n23)CC1,OCC[NH+]1CCN(c2nc(Cl)c3c(O)nc4c(Cl)cccc4n23)CC1,-7.47,6
47,c1(N2CCN(CCO)CC2)nc(Cl)c2c(=O)[nH]c3c(cccc3Cl)n12,O=c1[nH]c2c(Cl)cccc2n2c(N3CC[NH+](CCO)CC3)[nH+]c(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(N3CC[NH+](CCO)CC3)[nH+]c(Cl)c12,-8.643,6
48,c1(N2CCN(CCO)CC2)nc(Cl)c2c(=O)[nH]c3c(cccc3Cl)n12,OCC[NH+]1CCN(c2[nH+]c(Cl)c3c(O)nc4c(Cl)cccc4n23)CC1,OCC[NH+]1CCN(c2[nH+]c(Cl)c3c(O)nc4c(Cl)cccc4n23)CC1,-7.583,6
49,c1(N2C[C@H](C)O[C@@H](C)C2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,C[C@H]1CN(c2nc(Cl)c3c(O)nc4c(Cl)cccc4n23)C[C@H](C)O1,C[C@H]1CN(c2nc(Cl)c3c(O)nc4c(Cl)cccc4n23)C[C@H](C)O1,-8.234,5
50,c1(N2C[C@H](C)O[C@@H](C)C2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,C[C@H]1CN(c2nc(Cl)c3c(=O)[nH]c4c(Cl)cccc4n23)C[C@H](C)O1,C[C@H]1CN(c2nc(Cl)c3c(=O)[nH]c4c(Cl)cccc4n23)C[C@H](C)O1,-8.619,5
51,c1(N2C[C@H](C)O[C@@H](C)C2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,C[C@H]1CN(c2[nH+]c(Cl)c3c(O)nc4c(Cl)cccc4n23)C[C@H](C)O1,C[C@H]1CN(c2[nH+]c(Cl)c3c(O)nc4c(Cl)cccc4n23)C[C@H](C)O1,-8.01,6
52,c1(N2C[C@H](C)O[C@@H](C)C2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,C[C@H]1CN(c2[nH+]c(Cl)c3c(=O)[nH]c4c(Cl)cccc4n23)C[C@H](C)O1,C[C@H]1CN(c2[nH+]c(Cl)c3c(=O)[nH]c4c(Cl)cccc4n23)C[C@H](C)O1,-8.472,5
53,c1(SCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,Oc1nc2c(Cl)cccc2n2c(SCC[NH+]3CCCC3)nc(Cl)c12,Oc1nc2c(Cl)cccc2n2c(SCC[NH+]3CCCC3)nc(Cl)c12,-8.526,34
54,c1(SCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,O=c1[nH]c2c(Cl)cccc2n2c(SCC[NH+]3CCCC3)nc(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(SCC[NH+]3CCCC3)nc(Cl)c12,-8.81,16
55,c1(SCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,Oc1nc2c(Cl)cccc2n2c(SCC[NH+]3CCCC3)[nH+]c(Cl)c12,Oc1nc2c(Cl)cccc2n2c(SCC[NH+]3CCCC3)[nH+]c(Cl)c12,-8.571,34
56,c1(SCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3Cl)n12,O=c1[nH]c2c(Cl)cccc2n2c(SCC[NH+]3CCCC3)[nH+]c(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(SCC[NH+]3CCCC3)[nH+]c(Cl)c12,-8.782,44
57,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,Oc1nc2ccccc2n2c(NCCC[NH+]3CCCC3)nc(Cl)c12,Oc1nc2ccccc2n2c(NCCC[NH+]3CCCC3)nc(Cl)c12,-8.376,43
58,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,O=c1[nH]c2ccccc2n2c(NCCC[NH+]3CCCC3)nc(Cl)c12,O=c1[nH]c2ccccc2n2c(NCCC[NH+]3CCCC3)nc(Cl)c12,-9.085,42
59,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,Oc1nc2ccccc2n2c(=NCCC[NH+]3CCCC3)[nH]c(Cl)c12,Oc1nc2ccccc2n2/c(=N/CCC[NH+]3CCCC3)[nH]c(Cl)c12,-8.988,33
60,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,Oc1nc2ccccc2n2c(=NCCC[NH+]3CCCC3)[nH]c(Cl)c12,Oc1nc2ccccc2n2/c(=N\CCC[NH+]3CCCC3)[nH]c(Cl)c12,-9.091,33
61,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,Oc1[nH]c2ccccc2n2c(=NCCC[NH+]3CCCC3)nc(Cl)c1-2,Oc1[nH]c2ccccc2n2/c(=N/CCC[NH+]3CCCC3)nc(Cl)c1-2,-8.977,77
62,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,Oc1[nH]c2ccccc2n2c(=NCCC[NH+]3CCCC3)nc(Cl)c1-2,Oc1[nH]c2ccccc2n2/c(=N\CCC[NH+]3CCCC3)nc(Cl)c1-2,-9.088,77
63,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,O=c1[nH]c2ccccc2n2c(=NCCC[NH+]3CCCC3)[nH]c(Cl)c12,O=c1[nH]c2ccccc2n2/c(=N/CCC[NH+]3CCCC3)[nH]c(Cl)c12,-9.284,33
64,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,O=c1[nH]c2ccccc2n2c(=NCCC[NH+]3CCCC3)[nH]c(Cl)c12,O=c1[nH]c2ccccc2n2/c(=N\CCC[NH+]3CCCC3)[nH]c(Cl)c12,-9.053,33
65,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,Oc1nc2ccccc2n2c(NCCC[NH+]3CCCC3)[nH+]c(Cl)c12,Oc1nc2ccccc2n2c(NCCC[NH+]3CCCC3)[nH+]c(Cl)c12,-8.792,42
66,c1(NCCCN2CCCC2)nc(Cl)c2c(O)nc3c(cccc3)n12,O=c1[nH]c2ccccc2n2c(NCCC[NH+]3CCCC3)[nH+]c(Cl)c12,O=c1[nH]c2ccccc2n2c(NCCC[NH+]3CCCC3)[nH+]c(Cl)c12,-9.112,42
67,c1(N2CCN(c3cc(C)ccc3OC)CC2)nc(Cl)c2c(=O)[nH]c3c(cccc3Cl)n12,COc1ccc(C)cc1N1CCN(c2nc(Cl)c3c(=O)[nH]c4c(Cl)cccc4n23)CC1,COc1ccc(C)cc1N1CCN(c2nc(Cl)c3c(=O)[nH]c4c(Cl)cccc4n23)CC1,-11.104,32
68,c1(N2CCN(c3cc(C)ccc3OC)CC2)nc(Cl)c2c(=O)[nH]c3c(cccc3Cl)n12,COc1ccc(C)cc1N1CCN(c2nc(Cl)c3c(O)nc4c(Cl)cccc4n23)CC1,COc1ccc(C)cc1N1CCN(c2nc(Cl)c3c(O)nc4c(Cl)cccc4n23)CC1,-10.58,8
69,c1(N2CCN(c3cc(C)ccc3OC)CC2)nc(Cl)c2c(=O)[nH]c3c(cccc3Cl)n12,COc1ccc(C)cc1N1CCN(c2[nH+]c(Cl)c3c(=O)[nH]c4c(Cl)cccc4n23)CC1,COc1ccc(C)cc1N1CCN(c2[nH+]c(Cl)c3c(=O)[nH]c4c(Cl)cccc4n23)CC1,-10.324,7
70,c1(N2CCN(c3cc(C)ccc3OC)CC2)nc(Cl)c2c(=O)[nH]c3c(cccc3Cl)n12,COc1ccc(C)cc1N1CCN(c2[nH+]c(Cl)c3c(O)nc4c(Cl)cccc4n23)CC1,COc1ccc(C)cc1N1CCN(c2[nH+]c(Cl)c3c(O)nc4c(Cl)cccc4n23)CC1,-8.899,6
71,c1(N2CC[C@@H](N)C2)nc(Cl)c2cnc3c(c2n1)cccc3Cl,[NH3+][C@@H]1CCN(c2nc(Cl)c3cnc4c(Cl)cccc4c3n2)C1,[NH3+][C@@H]1CCN(c2nc(Cl)c3cnc4c(Cl)cccc4c3n2)C1,-9.403,115
72,n1nn(-c2cccc(OC)c2)nc1,COc1cccc(-n2ncnn2)c1,COc1cccc(-n2ncnn2)c1,-6.57,114
73,c12c(nc(O)c3c(NC)nc(N4CCN(C(=O)OC(C)(C)C)CC4)n13)c(Cl)ccc2,CNc1nc(N2CCN(C(=O)OC(C)(C)C)CC2)n2c1c(O)nc1c(Cl)cccc12,CNc1nc(N2CCN(C(=O)OC(C)(C)C)CC2)n2c1c(O)nc1c(Cl)cccc12,-8.64,41
74,c12c(nc(O)c3c(NC)nc(N4CCN(C(=O)OC(C)(C)C)CC4)n13)c(Cl)ccc2,CNc1nc(N2CCN(C(=O)OC(C)(C)C)CC2)n2c1c(=O)[nH]c1c(Cl)cccc12,CNc1nc(N2CCN(C(=O)OC(C)(C)C)CC2)n2c1c(=O)[nH]c1c(Cl)cccc12,-8.768,40
75,c12c(nc(O)c3c(NC)nc(N4CCN(C(=O)OC(C)(C)C)CC4)n13)c(Cl)ccc2,CN=c1nc(N2CCN(C(=O)OC(C)(C)C)CC2)n2c3cccc(Cl)c3[nH]c(O)c1-2,C/N=c1\nc(N2CCN(C(=O)OC(C)(C)C)CC2)n2c3cccc(Cl)c3[nH]c(O)c1-2,-6.696,31
76,c12c(nc(O)c3c(NC)nc(N4CCN(C(=O)OC(C)(C)C)CC4)n13)c(Cl)ccc2,CN=c1nc(N2CCN(C(=O)OC(C)(C)C)CC2)n2c3cccc(Cl)c3[nH]c(O)c1-2,C/N=c1/nc(N2CCN(C(=O)OC(C)(C)C)CC2)n2c3cccc(Cl)c3[nH]c(O)c1-2,-7.985,31
77,c12c(nc(O)c3c(NC)nc(N4CCN(C(=O)OC(C)(C)C)CC4)n13)c(Cl)ccc2,CNc1[nH+]c(N2CCN(C(=O)OC(C)(C)C)CC2)n2c1c(O)nc1c(Cl)cccc12,CNc1[nH+]c(N2CCN(C(=O)OC(C)(C)C)CC2)n2c1c(O)nc1c(Cl)cccc12,-8.58,40
78,c12c(nc(O)c3c(NC)nc(N4CCN(C(=O)OC(C)(C)C)CC4)n13)c(Cl)ccc2,CNc1[nH+]c(N2CCN(C(=O)OC(C)(C)C)CC2)n2c1c(=O)[nH]c1c(Cl)cccc12,CNc1[nH+]c(N2CCN(C(=O)OC(C)(C)C)CC2)n2c1c(=O)[nH]c1c(Cl)cccc12,-7.967,40
79,c12c(nc(O)c3c(NC)nc(N4CCN(C(=O)OC(C)(C)C)CC4)n13)c(Cl)ccc2,CN=c1[nH+]c(N2CCN(C(=O)OC(C)(C)C)CC2)n2c3cccc(Cl)c3[nH]c(O)c1-2,C/N=c1\[nH+]c(N2CCN(C(=O)OC(C)(C)C)CC2)n2c3cccc(Cl)c3[nH]c(O)c1-2,-8.819,31
80,c12c(nc(O)c3c(NC)nc(N4CCN(C(=O)OC(C)(C)C)CC4)n13)c(Cl)ccc2,CN=c1[nH+]c(N2CCN(C(=O)OC(C)(C)C)CC2)n2c3cccc(Cl)c3[nH]c(O)c1-2,C/N=c1/[nH+]c(N2CCN(C(=O)OC(C)(C)C)CC2)n2c3cccc(Cl)c3[nH]c(O)c1-2,-9.494,31
81,c12c(nc(O)c3c(F)nc(N4CCOCC4)n13)cccc2Cl,Oc1nc2cccc(Cl)c2n2c(N3CCOCC3)nc(F)c12,Oc1nc2cccc(Cl)c2n2c(N3CCOCC3)nc(F)c12,-7.947,39
82,c12c(nc(O)c3c(F)nc(N4CCOCC4)n13)cccc2Cl,O=c1[nH]c2cccc(Cl)c2n2c(N3CCOCC3)nc(F)c12,O=c1[nH]c2cccc(Cl)c2n2c(N3CCOCC3)nc(F)c12,-8.495,39
83,c12c(nc(O)c3c(F)nc(N4CCOCC4)n13)cccc2Cl,Oc1nc2cccc(Cl)c2n2c(N3CCOCC3)[nH+]c(F)c12,Oc1nc2cccc(Cl)c2n2c(N3CCOCC3)[nH+]c(F)c12,-7.859,76
84,c12c(nc(O)c3c(F)nc(N4CCOCC4)n13)cccc2Cl,O=c1[nH]c2cccc(Cl)c2n2c(N3CCOCC3)[nH+]c(F)c12,O=c1[nH]c2cccc(Cl)c2n2c(N3CCOCC3)[nH+]c(F)c12,-8.793,39
85,c12c(nc(O)c3c(Cl)nc(Nc4cc(-c5ccccc5)ccc4)n13)c(Cl)ccc2,Oc1nc2c(Cl)cccc2n2c(Nc3cccc(-c4ccccc4)c3)nc(Cl)c12,Oc1nc2c(Cl)cccc2n2c(Nc3cccc(-c4ccccc4)c3)nc(Cl)c12,-11.823,38
86,c12c(nc(O)c3c(Cl)nc(Nc4cc(-c5ccccc5)ccc4)n13)c(Cl)ccc2,O=c1[nH]c2c(Cl)cccc2n2c(Nc3cccc(-c4ccccc4)c3)nc(Cl)c12,O=c1[nH]c2c(Cl)cccc2n2c(Nc3cccc(-c4ccccc4)c3)nc(Cl)c12,-12.228,38
87,c12c(nc(O)c3c(Cl)nc(Nc4cc(-c5ccccc5)ccc4)n13)c(Cl)ccc2,Oc1nc2c(Cl)cccc2n2c(=Nc3cccc(-c4ccccc4)c3)[nH]c(Cl)c12,Oc1nc2c(Cl)cccc2n2/c(=N/c3cccc(-c4ccccc4)c3)[nH]c(Cl)c12,-11.772,30
