sdf_number,annalog,protonated,isomers,docking_energy,cluster
14,N(C(C[C@H]1[C@H]2C[C@H]3C[C@@H]1C[C@H](C3)C2)=O)c1c(Cl)c(C)nc(-c2nnc(C(C)(C)C)n2-c2ccc(F)cc2)n1,Cc1nc(-c2nnc(C(C)(C)C)n2-c2ccc(F)cc2)nc(NC(=O)C[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)c1Cl,Cc1nc(-c2nnc(C(C)(C)C)n2-c2ccc(F)cc2)nc(NC(=O)C[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)c1Cl,-11.919,105
15,c1(F)ccccc1-c1nc(C)cc(NC([C@H]2[C@@H]3C[C@H]4C[C@H](C[C@@H]2C4)C3)=O)n1,Cc1cc(NC(=O)[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)nc(-c2ccccc2F)n1,Cc1cc(NC(=O)[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)nc(-c2ccccc2F)n1,-11.331,104
16,c1cc(F)ccc1-c1nc(C)nc(NC(C[C@H]2[C@@H]3C[C@H]4C[C@H](C[C@@H]2C4)C3)=O)n1,Cc1nc(NC(=O)C[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)nc(-c2ccc(F)cc2)n1,Cc1nc(NC(=O)C[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)nc(-c2ccc(F)cc2)n1,-11.486,103
17,c1(C#N)cnccc1-c1nc(C)cc(NC(C[C@H]2[C@@H]3C[C@H]4C[C@H](C[C@@H]2C4)C3)=O)n1,Cc1cc(NC(=O)C[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)nc(-c2ccncc2C#N)n1,Cc1cc(NC(=O)C[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)nc(-c2ccncc2C#N)n1,-11.252,102
18,c1(SC)nc(C)cc(NC(C[C@H]2[C@@H]3C[C@H]4C[C@H](C[C@@H]2C4)C3)=O)n1,CSc1nc(C)cc(NC(=O)C[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)n1,CSc1nc(C)cc(NC(=O)C[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)n1,-9.164,101
19,c1cc(C(F)(F)F)ccc1-c1nc(C(F)(F)F)cc(NC([C@H]2[C@@H]3C[C@H]4C[C@H](C[C@@H]2C4)C3)=O)n1,O=C(Nc1cc(C(F)(F)F)nc(-c2ccc(C(F)(F)F)cc2)n1)[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3,O=C(Nc1cc(C(F)(F)F)nc(-c2ccc(C(F)(F)F)cc2)n1)[C@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@@H]1C3,-12.361,100
20,c1cc(F)ccc1-c1nc(C)cc(NC(CC2C3CC4CC(N2C4)C3)=O)n1,Cc1cc(NC(=O)CC2C3CC4CC(C3)[NH+]2C4)nc(-c2ccc(F)cc2)n1,Cc1cc(NC(=O)C[C@H]2[C@H]3C[C@@H]4C[C@H](C3)[N@H+]2C4)nc(-c2ccc(F)cc2)n1,-11.068,18
21,c1cc(F)ccc1-c1nc(C)cc(NC(CC2C3CC4CC(N2C4)C3)=O)n1,Cc1cc(NC(=O)CC2C3CC4CC(C3)[NH+]2C4)nc(-c2ccc(F)cc2)n1,Cc1cc(NC(=O)C[C@@H]2[C@@H]3C[C@H]4C[C@@H](C3)[N@@H+]2C4)nc(-c2ccc(F)cc2)n1,-10.912,18
22,c1cc(F)ccc1-c1nc(C)cc(NC(CC2C3CC4CC(N2C4)C3)=O)n1,Cc1cc(NC(=O)CC2C3CC4CC(C3)[NH+]2C4)nc(-c2ccc(F)cc2)n1,Cc1cc(NC(=O)C[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)[N@@H+]2C4)nc(-c2ccc(F)cc2)n1,-11.244,18
23,c1cc(F)ccc1-c1nc(C)cc(NC(CC2C3CC4CC(N2C4)C3)=O)n1,Cc1cc(NC(=O)CC2C3CC4CC(C3)[NH+]2C4)nc(-c2ccc(F)cc2)n1,Cc1cc(NC(=O)C[C@@H]2[C@H]3C[C@@H]4C[C@H](C3)[N@H+]2C4)nc(-c2ccc(F)cc2)n1,-10.906,18
24,c1(F)cc(F)ccc1-c1nc(C)c(F)c(NC(c2cc3c(cc2)OCO3)=O)n1,Cc1nc(-c2ccc(F)cc2F)nc(NC(=O)c2ccc3c(c2)OCO3)c1F,Cc1nc(-c2ccc(F)cc2F)nc(NC(=O)c2ccc3c(c2)OCO3)c1F,-11.214,99
25,C1NCCc2c1nccc2-c1nccc(NC(C(F)(F)F)=O)n1,O=C(Nc1ccnc(-c2ccnc3c2CC[NH2+]C3)n1)C(F)(F)F,O=C(Nc1ccnc(-c2ccnc3c2CC[NH2+]C3)n1)C(F)(F)F,-9.144,98
26,c1c(-c2nc(NC(Cc3cnccc3)=O)cc(C)n2)c(F)cc(F)c1,Cc1cc(NC(=O)Cc2cccnc2)nc(-c2ccc(F)cc2F)n1,Cc1cc(NC(=O)Cc2cccnc2)nc(-c2ccc(F)cc2F)n1,-10.274,97
27,c1c(-c2nc(NC(C[C@H]3[C@@H]4C[C@@H]5C[C@H]3C[C@@H](C5)C4)=O)nc(C)c2Br)c(F)cc(F)c1,Cc1nc(NC(=O)C[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)nc(-c2ccc(F)cc2F)c1Br,Cc1nc(NC(=O)C[C@H]2[C@@H]3C[C@H]4C[C@@H](C3)C[C@@H]2C4)nc(-c2ccc(F)cc2F)c1Br,-11.675,96
28,c1c(-c2nc(NC(C[C@H]3[C@@H]4C[C@@H]5C[C@H]3C[C@@H](C5)C4)=O)cc(F)n2)cc(C)cc1C,Cc1cc(C)cc(-c2nc(F)cc(NC(=O)C[C@H]3[C@@H]4C[C@H]5C[C@@H](C4)C[C@@H]3C5)n2)c1,Cc1cc(C)cc(-c2nc(F)cc(NC(=O)C[C@H]3[C@@H]4C[C@H]5C[C@@H](C4)C[C@@H]3C5)n2)c1,-11.654,95
29,C1[C@H]2C[C@]3(CCNc4n(C)c5n(nc(C(F)(F)F)n5)n4)C[C@@H](C[C@H]1C3)C2,Cn1c(NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn2nc(C(F)(F)F)nc12,Cn1c(NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn2nc(C(F)(F)F)nc12,-10.566,43
30,C1[C@H]2C[C@]3(CCNc4n(C)c5n(nc(C(F)(F)F)n5)n4)C[C@@H](C[C@H]1C3)C2,Cn1c(=NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]n2nc(C(F)(F)F)nc12,Cn1/c(=N/CC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]n2nc(C(F)(F)F)nc12,-10.616,16
31,C1[C@H]2C[C@]3(CCNc4n(C)c5n(nc(C(F)(F)F)n5)n4)C[C@@H](C[C@H]1C3)C2,Cn1c(=NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]n2nc(C(F)(F)F)nc12,Cn1/c(=N\CC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]n2nc(C(F)(F)F)nc12,-10.869,16
32,C1[C@H]2C[C@]3(CCNc4c(C)c5n(cnn5)n4C)C[C@@H](C[C@H]1C3)C2,Cc1c(NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n(C)n2cnnc12,Cc1c(NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n(C)n2cnnc12,-9.142,48
33,C1[C@H]2C[C@]3(CCNc4c(C)c5n(cnn5)n4C)C[C@@H](C[C@H]1C3)C2,Cc1c(=NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n(C)n2cn[nH]c12,Cc1/c(=N\CC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n(C)n2cn[nH]c12,-9.596,17
34,C1[C@H]2C[C@]3(CCNc4c(C)c5n(cnn5)n4C)C[C@@H](C[C@H]1C3)C2,Cc1c(=NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n(C)n2cn[nH]c12,Cc1/c(=N/CC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n(C)n2cn[nH]c12,-9.626,17
35,C12CC3(CCNc4n(CC)c5n(cnn5)n4)CC(CC(C1)C3)C2,CCn1c(NCCC23CC4CC(CC(C4)C2)C3)nn2cnnc12,CCn1c(NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn2cnnc12,-9.047,21
36,C12CC3(CCNc4n(CC)c5n(cnn5)n4)CC(CC(C1)C3)C2,CCn1c(=NCCC23CC4CC(CC(C4)C2)C3)[nH]n2cnnc12,CCn1/c(=N/CC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]n2cnnc12,-8.999,8
37,C12CC3(CCNc4n(CC)c5n(cnn5)n4)CC(CC(C1)C3)C2,CCn1c(=NCCC23CC4CC(CC(C4)C2)C3)[nH]n2cnnc12,CCn1/c(=N\CC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]n2cnnc12,-9.039,8
38,C1[C@H]2C[C@]3(CC(NCCCCC)=O)C[C@@H](C[C@H]1C3)C2,CCCCCNC(=O)C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,CCCCCNC(=O)C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-7.882,94
39,C1[C@H]2C[C@]3(CCNc4c(/C=C/CO)c5n(cnn5)n4C)C[C@@H](C[C@H]1C3)C2,Cn1c(NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(/C=C/CO)c2nncn21,Cn1c(NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(/C=C/CO)c2nncn21,-8.92,48
40,C1[C@H]2C[C@]3(CCNc4c(/C=C/CO)c5n(cnn5)n4C)C[C@@H](C[C@H]1C3)C2,Cn1c(=NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(/C=C/CO)c2[nH]ncn21,Cn1/c(=N/CC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(/C=C/CO)c2[nH]ncn21,-9.483,17
41,C1[C@H]2C[C@]3(CCNc4c(/C=C/CO)c5n(cnn5)n4C)C[C@@H](C[C@H]1C3)C2,Cn1c(=NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(/C=C/CO)c2[nH]ncn21,Cn1/c(=N\CC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(/C=C/CO)c2[nH]ncn21,-9.206,17
42,O=C([C@H]1CC[C@@](N2CCN(c3cc(Cl)ccc3Cl)CC2)(C)C1)CC,CCC(=O)[C@H]1CC[C@](C)([NH+]2CCN(c3cc(Cl)ccc3Cl)CC2)C1,CCC(=O)[C@H]1CC[C@](C)([NH+]2CCN(c3cc(Cl)ccc3Cl)CC2)C1,-9.199,93
43,c1n2c(n(C)c(NCCCN3CCOCC3)n2)nn1,Cn1c(NCCC[NH+]2CCOCC2)nn2cnnc12,Cn1c(NCCC[NH+]2CCOCC2)nn2cnnc12,-6.918,92
44,c1n2c(n(C)c(NCCCN3CCOCC3)n2)nn1,Cn1c(=NCCC[NH+]2CCOCC2)[nH]n2cnnc12,Cn1/c(=N/CCC[NH+]2CCOCC2)[nH]n2cnnc12,-7.053,47
45,c1n2c(n(C)c(NCCCN3CCOCC3)n2)nn1,Cn1c(=NCCC[NH+]2CCOCC2)[nH]n2cnnc12,Cn1/c(=N\CCC[NH+]2CCOCC2)[nH]n2cnnc12,-7.362,47
46,c1[nH]c2n(c(OC)c(NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)n2)c1,COc1c(NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc2[nH]ccn12,COc1c(NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc2[nH]ccn12,-8.992,46
47,c1[nH]c2n(c(OC)c(NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)n2)c1,COc1c(NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]c2nccn12,COc1c(NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]c2nccn12,-8.881,91
48,c1[nH]c2n(c(OC)c(NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)n2)c1,COc1c(NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH+]c2[nH]ccn12,COc1c(NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH+]c2[nH]ccn12,-8.91,46
49,c1n2c(n(CC)c(NCC34OC5CC(C3)CC(C5)C4)n2)nn1,CCn1c(NCC23CC4CC(CC(C4)O2)C3)nn2cnnc12,CCn1c(NC[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)O2)C3)nn2cnnc12,-9.28,21
50,c1n2c(n(CC)c(NCC34OC5CC(C3)CC(C5)C4)n2)nn1,CCn1c(=NCC23CC4CC(CC(C4)O2)C3)[nH]n2cnnc12,CCn1/c(=N\C[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)O2)C3)[nH]n2cnnc12,-8.882,8
51,c1n2c(n(CC)c(NCC34OC5CC(C3)CC(C5)C4)n2)nn1,CCn1c(=NCC23CC4CC(CC(C4)O2)C3)[nH]n2cnnc12,CCn1/c(=N/C[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)O2)C3)[nH]n2cnnc12,-9.042,8
52,Cc1n2c(nc(OC)c(N(C)C3CCCCC3)n2)nn1,COc1nc2nnc(C)n2nc1N(C)C1CCCCC1,COc1nc2nnc(C)n2nc1N(C)C1CCCCC1,-8.152,90
53,c1c2c(c(C3CCC3)c(NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2)ncc1,c1cnc2c(C3CCC3)c(NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nnc2c1,c1cnc2c(C3CCC3)c(NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nnc2c1,-10.697,89
54,c1c2c(c(C3CCC3)c(NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2)ncc1,c1cnc2c(C3CCC3)c(=NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]nc2c1,c1cnc2c(C3CCC3)/c(=N/CC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]nc2c1,-11.057,45
55,c1c2c(c(C3CCC3)c(NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2)ncc1,c1cnc2c(C3CCC3)c(=NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]nc2c1,c1cnc2c(C3CCC3)/c(=N\CC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]nc2c1,-10.978,45
56,c1c2c(c(C3CCC3)c(NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2)ncc1,c1c[nH]c2c(C3CCC3)c(=NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nnc-2c1,c1c[nH]c2c(C3CCC3)/c(=N/CC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nnc-2c1,-11.437,44
57,c1c2c(c(C3CCC3)c(NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2)ncc1,c1c[nH]c2c(C3CCC3)c(=NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nnc-2c1,c1c[nH]c2c(C3CCC3)/c(=N\CC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nnc-2c1,-10.71,44
58,c1nn2c(nc(SC[C@@H](C)Oc3ccc(Br)c(Br)c3)n2)nn1,C[C@H](CSc1nc2nncnn2n1)Oc1ccc(Br)c(Br)c1,C[C@H](CSc1nc2nncnn2n1)Oc1ccc(Br)c(Br)c1,-8.078,88
59,C1C(CNC(N(C)[C@H]2C[C@H]3C[C@H](C[C@H](O)C3)C2)=O)CCCC1,CN(C(=O)NCC1CCCCC1)[C@H]1C[C@@H]2C[C@@H](O)C[C@@H](C2)C1,CN(C(=O)NCC1CCCCC1)[C@H]1C[C@@H]2C[C@@H](C[C@H](O)C2)C1,-9.109,87
60,n1nc(C(F)(F)F)n(CCCn2nnc(Cn3nnnc3)c2)n1,FC(F)(F)c1nnnn1CCCn1cc(Cn2cnnn2)nn1,FC(F)(F)c1nnnn1CCCn1cc(Cn2cnnn2)nn1,-7.402,86
61,n1c(NCC[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)n(C)c2ncnn12,Cn1c(NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn2ncnc12,Cn1c(NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn2ncnc12,-9.187,43
62,n1c(NCC[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)n(C)c2ncnn12,Cn1c(=NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]n2ncnc12,Cn1/c(=N/CC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]n2ncnc12,-9.255,16
63,n1c(NCC[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)n(C)c2ncnn12,Cn1c(=NCC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]n2ncnc12,Cn1/c(=N\CC[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]n2ncnc12,-9.283,16
64,n1c(NCC[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)n(CC2CCOCC2)c2nnnn12,C(C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)Nc1nn2nnnc2n1CC1CCOCC1,C(C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)Nc1nn2nnnc2n1CC1CCOCC1,-10.328,85
65,n1c(NCC[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)n(CC2CCOCC2)c2nnnn12,C(C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)N=c1[nH]n2nnnc2n1CC1CCOCC1,C(C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)/N=c1\[nH]n2nnnc2n1CC1CCOCC1,-10.836,42
66,n1c(NCC[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)n(CC2CCOCC2)c2nnnn12,C(C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)N=c1[nH]n2nnnc2n1CC1CCOCC1,C(C[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)/N=c1/[nH]n2nnnc2n1CC1CCOCC1,-10.216,42
67,n1c(NCC[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)n(CCCN2CCNCC2)c2nncn12,c1nnc2n(CCC[NH+]3CC[NH2+]CC3)c(NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn12,c1nnc2n(CCC[NH+]3CC[NH2+]CC3)c(NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn12,-9.813,21
68,n1c(NCC[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)n(CCCN2CCNCC2)c2nncn12,c1nnc2n(CCC[NH+]3CC[NH2+]CC3)c(=NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n12,c1nnc2n(CCC[NH+]3CC[NH2+]CC3)/c(=N/CC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n12,-9.659,8
69,n1c(NCC[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)n(CCCN2CCNCC2)c2nncn12,c1nnc2n(CCC[NH+]3CC[NH2+]CC3)c(=NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n12,c1nnc2n(CCC[NH+]3CC[NH2+]CC3)/c(=N\CC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n12,-9.882,8
70,n1c(NCC[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)nc2cc[nH]n12,c1cc2nc(NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2[nH]1,c1cc2nc(NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2[nH]1,-9.191,84
71,n1c(NCC[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)nc2cc[nH]n12,c1cc2nc(=NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2[nH]1,c1cc2n/c(=N\CC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2[nH]1,-9.015,41
72,n1c(NCC[C@]23C[C@H]4C[C@H](C[C@@H](C2)C4)C3)nc2cc[nH]n12,c1cc2nc(=NCC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2[nH]1,c1cc2n/c(=N/CC[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2[nH]1,-9.156,41
