sdf_number,annalog,protonated,isomers,docking_energy
16,Cc1oc(C(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)=O)cc1,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)o1,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)o1,-9.537
17,n1nc(-c2ccccc2)oc1C(NC12CC3CC(CC(C3)C1)C2)=O,O=C(NC12CC3CC(CC(C3)C1)C2)c1nnc(-c2ccccc2)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccccc2)o1,-10.659
18,n1nc(C2CCCCC2)oc1C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)=O,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(C2CCCCC2)o1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(C2CCCCC2)o1,-10.451
19,[C@H]12C[C@H]3C[C@](NC(=O)c4ncc(-c5ccccc5)nn4)(C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncc(-c2ccccc2)nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncc(-c2ccccc2)nn1,-11.177
20,[C@H]12C[C@H]3C[C@](NC(=O)c4nc(C)c(-c5ccccc5)cn4)(C[C@H](C3)C1)C2,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)ncc1-c1ccccc1,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)ncc1-c1ccccc1,-11.694
21,[C@H]12C[C@H]3C[C@](NC(=O)c4ncc(-c5ccccc5)cn4)(C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncc(-c2ccccc2)cn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncc(-c2ccccc2)cn1,-11.332
22,[C@H]12C[C@H]3C[C@](NC(=O)c4nc5c(cc4)OCO5)(C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2c(n1)OCO2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2c(n1)OCO2,-9.472
23,[C@H]12C[C@H]3C[C@](NC(=O)c4ncc(-c5ccccc5)nc4)(C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc(-c2ccccc2)cn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc(-c2ccccc2)cn1,-11.208
24,[C@H]12C[C@H]3C[C@](NC(=O)c4nccc(-c5ccccc5)n4)(C[C@H](C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nccc(-c2ccccc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nccc(-c2ccccc2)n1,-10.771
25,[C@H]12C[C@H]3C[C@](NC(=O)c4nc5ccccc5n4C)(C[C@H](C3)C1)C2,Cn1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc2ccccc21,Cn1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc2ccccc21,-9.94
26,[C@H]12C[C@H]3C[C@](NC(=O)c4nc5ccccc5n4C)(C[C@H](C3)C1)C2,Cn1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH+]c2ccccc21,Cn1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH+]c2ccccc21,-9.94
27,[C@H]12C[C@H]3C[C@](NC(=O)c4nc(C)c(-c5ccccc5)c(C)n4)([C@H](C3)C1)C2,Cc1nc(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@H]2C4)C3)nc(C)c1-c1ccccc1,Cc1nc(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@H]2C4)C3)nc(C)c1-c1ccccc1,-11.248
28,n1c(C(NC2CCCCC2)=O)nc(C)c(-c2ccccc2)c1C,Cc1nc(C(=O)NC2CCCCC2)nc(C)c1-c1ccccc1,Cc1nc(C(=O)NC2CCCCC2)nc(C)c1-c1ccccc1,-9.831
29,n1c(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)nc2c(cccc2)c1C,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc2ccccc12,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc2ccccc12,-10.699
30,n1c(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)nc(C)cc1C,Cc1cc(C)nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,Cc1cc(C)nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,-9.903
31,n1c(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)ncc(C)c1C,Cc1cnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1C,Cc1cnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1C,-9.091
32,c1(C(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)=O)nc(C)c(C2CCCCC2)c(C)n1,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(C)c1C1CCCCC1,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(C)c1C1CCCCC1,-11.845
33,c1(C(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)=O)nc(C)c(C(F)(F)F)c(C)n1,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(C)c1C(F)(F)F,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(C)c1C(F)(F)F,-10.244
34,c1c(-c2c(C)nc(C(NCc3ccccc3)=O)nc2C)cccc1,Cc1nc(C(=O)NCc2ccccc2)nc(C)c1-c1ccccc1,Cc1nc(C(=O)NCc2ccccc2)nc(C)c1-c1ccccc1,-9.942
35,c1c(-c2c(C)nc(C(NC3CC3)=O)nc2C)cccc1,Cc1nc(C(=O)NC2CC2)nc(C)c1-c1ccccc1,Cc1nc(C(=O)NC2CC2)nc(C)c1-c1ccccc1,-9.313
36,c1c(-c2c(C)nc(C(NC3CCCC3)=O)nc2C)cccc1,Cc1nc(C(=O)NC2CCCC2)nc(C)c1-c1ccccc1,Cc1nc(C(=O)NC2CCCC2)nc(C)c1-c1ccccc1,-9.64
37,c1c(-c2c(C)nc(C(NCC3CCCCC3)=O)nc2C)cccc1,Cc1nc(C(=O)NCC2CCCCC2)nc(C)c1-c1ccccc1,Cc1nc(C(=O)NCC2CCCCC2)nc(C)c1-c1ccccc1,-10.116
38,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(Cc5ccccc5)[nH]4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(Cc2ccccc2)[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(Cc2ccccc2)[nH]1,-11.071
39,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(Cc5ccccc5)[nH]4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(Cc2ccccc2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(Cc2ccccc2)n[nH]1,-10.623
40,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(Cc5ccccc5)[nH]4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(Cc2ccccc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(Cc2ccccc2)n1,-10.898
41,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(C)[nH]4)=O)(C2)C[C@H]1C3,Cc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]1,Cc1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]1,-9.096
42,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(C)[nH]4)=O)(C2)C[C@H]1C3,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]1,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]1,-9.171
43,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(C)[nH]4)=O)(C2)C[C@H]1C3,Cc1n[nH]c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,Cc1n[nH]c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,-9.085
44,C1[C@H]2C[C@@H]3C[C@](O)(C2)C[C@H]1C3,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-6.239
45,C1[C@H]2C[C@@H]3C[C@](NC(c4n[nH]c(-c5ccccc5)n4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(-c2ccccc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(-c2ccccc2)n1,-10.64
46,C1[C@H]2C[C@@H]3C[C@](NC(c4n[nH]c(-c5ccccc5)n4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccccc2)[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccccc2)[nH]1,-10.649
47,C1[C@H]2C[C@@H]3C[C@](NC(c4n[nH]c(-c5ccccc5)n4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(-c2ccccc2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(-c2ccccc2)n[nH]1,-10.506
48,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(C(C)(C)C)[nH]4)=O)(C2)C[C@H]1C3,CC(C)(C)c1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]1,CC(C)(C)c1nnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]1,-9.236
49,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(C(C)(C)C)[nH]4)=O)(C2)C[C@H]1C3,CC(C)(C)c1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]1,CC(C)(C)c1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n[nH]1,-9.332
50,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(C(C)(C)C)[nH]4)=O)(C2)C[C@H]1C3,CC(C)(C)c1n[nH]c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,CC(C)(C)c1n[nH]c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,-9.277
51,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(-c5ccncc5)[nH]4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccncc2)[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccncc2)[nH]1,-9.735
52,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(-c5ccncc5)[nH]4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(-c2ccncc2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(-c2ccncc2)n[nH]1,-9.74
53,C1[C@H]2C[C@@H]3C[C@](NC(c4nnc(-c5ccncc5)[nH]4)=O)(C2)C[C@H]1C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(-c2ccncc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(-c2ccncc2)n1,-9.718
54,c1cc(-c2nnc(C(NC3CCCCC3)=O)[nH]2)ccc1,O=C(NC1CCCCC1)c1nnc(-c2ccccc2)[nH]1,O=C(NC1CCCCC1)c1nnc(-c2ccccc2)[nH]1,-8.914
55,c1cc(-c2nnc(C(NC3CCCCC3)=O)[nH]2)ccc1,O=C(NC1CCCCC1)c1nc(-c2ccccc2)n[nH]1,O=C(NC1CCCCC1)c1nc(-c2ccccc2)n[nH]1,-8.846
56,c1cc(-c2nnc(C(NC3CCCCC3)=O)[nH]2)ccc1,O=C(NC1CCCCC1)c1n[nH]c(-c2ccccc2)n1,O=C(NC1CCCCC1)c1n[nH]c(-c2ccccc2)n1,-8.834
57,c1cc(-c2nnc(C(NCc3ccccc3)=O)[nH]2)ccc1,O=C(NCc1ccccc1)c1nnc(-c2ccccc2)[nH]1,O=C(NCc1ccccc1)c1nnc(-c2ccccc2)[nH]1,-9.316
58,c1cc(-c2nnc(C(NCc3ccccc3)=O)[nH]2)ccc1,O=C(NCc1ccccc1)c1nc(-c2ccccc2)n[nH]1,O=C(NCc1ccccc1)c1nc(-c2ccccc2)n[nH]1,-9.281
59,c1cc(-c2nnc(C(NCc3ccccc3)=O)[nH]2)ccc1,O=C(NCc1ccccc1)c1n[nH]c(-c2ccccc2)n1,O=C(NCc1ccccc1)c1n[nH]c(-c2ccccc2)n1,-9.306
60,c1cc(-c2nnc(C(NC3CCCCCC3)=O)[nH]2)ccc1,O=C(NC1CCCCCC1)c1nnc(-c2ccccc2)[nH]1,O=C(NC1CCCCCC1)c1nnc(-c2ccccc2)[nH]1,-6.773
61,c1cc(-c2nnc(C(NC3CCCCCC3)=O)[nH]2)ccc1,O=C(NC1CCCCCC1)c1nc(-c2ccccc2)n[nH]1,O=C(NC1CCCCCC1)c1nc(-c2ccccc2)n[nH]1,-6.744
62,c1cc(-c2nnc(C(NC3CCCCCC3)=O)[nH]2)ccc1,O=C(NC1CCCCCC1)c1n[nH]c(-c2ccccc2)n1,O=C(NC1CCCCCC1)c1n[nH]c(-c2ccccc2)n1,-6.936
63,c1cc(-c2nnc(C(Nc3ccccc3)=O)[nH]2)ccc1,O=C(Nc1ccccc1)c1nnc(-c2ccccc2)[nH]1,O=C(Nc1ccccc1)c1nnc(-c2ccccc2)[nH]1,-9.082
64,c1cc(-c2nnc(C(Nc3ccccc3)=O)[nH]2)ccc1,O=C(Nc1ccccc1)c1nc(-c2ccccc2)n[nH]1,O=C(Nc1ccccc1)c1nc(-c2ccccc2)n[nH]1,-9.018
65,c1cc(-c2nnc(C(Nc3ccccc3)=O)[nH]2)ccc1,O=C(Nc1ccccc1)c1n[nH]c(-c2ccccc2)n1,O=C(Nc1ccccc1)c1n[nH]c(-c2ccccc2)n1,-9.06
66,c1cc(-c2nnc(C(NC(C)(C)C)=O)[nH]2)ccc1,CC(C)(C)NC(=O)c1nnc(-c2ccccc2)[nH]1,CC(C)(C)NC(=O)c1nnc(-c2ccccc2)[nH]1,-8.499
67,c1cc(-c2nnc(C(NC(C)(C)C)=O)[nH]2)ccc1,CC(C)(C)NC(=O)c1nc(-c2ccccc2)n[nH]1,CC(C)(C)NC(=O)c1nc(-c2ccccc2)n[nH]1,-8.509
68,c1cc(-c2nnc(C(NC(C)(C)C)=O)[nH]2)ccc1,CC(C)(C)NC(=O)c1n[nH]c(-c2ccccc2)n1,CC(C)(C)NC(=O)c1n[nH]c(-c2ccccc2)n1,-8.501
69,c1cc(-c2nnc(C(N3CCCCC3)=O)[nH]2)ccc1,O=C(c1nnc(-c2ccccc2)[nH]1)N1CCCCC1,O=C(c1nnc(-c2ccccc2)[nH]1)N1CCCCC1,-9.114
70,c1cc(-c2nnc(C(N3CCCCC3)=O)[nH]2)ccc1,O=C(c1nc(-c2ccccc2)n[nH]1)N1CCCCC1,O=C(c1nc(-c2ccccc2)n[nH]1)N1CCCCC1,-8.725
71,c1cc(-c2nnc(C(N3CCCCC3)=O)[nH]2)ccc1,O=C(c1n[nH]c(-c2ccccc2)n1)N1CCCCC1,O=C(c1n[nH]c(-c2ccccc2)n1)N1CCCCC1,-9.214
72,c1cc(-c2nnc(C(NC3CCCCC3)=O)[nH]2)ccc1Cl,O=C(NC1CCCCC1)c1nnc(-c2ccc(Cl)cc2)[nH]1,O=C(NC1CCCCC1)c1nnc(-c2ccc(Cl)cc2)[nH]1,-9.217
73,c1cc(-c2nnc(C(NC3CCCCC3)=O)[nH]2)ccc1Cl,O=C(NC1CCCCC1)c1nc(-c2ccc(Cl)cc2)n[nH]1,O=C(NC1CCCCC1)c1nc(-c2ccc(Cl)cc2)n[nH]1,-9.158
74,c1cc(-c2nnc(C(NC3CCCCC3)=O)[nH]2)ccc1Cl,O=C(NC1CCCCC1)c1n[nH]c(-c2ccc(Cl)cc2)n1,O=C(NC1CCCCC1)c1n[nH]c(-c2ccc(Cl)cc2)n1,-9.112
75,c1cc(-c2nnc(C(NC3CCCCC3)=O)[nH]2)ccc1F,O=C(NC1CCCCC1)c1nnc(-c2ccc(F)cc2)[nH]1,O=C(NC1CCCCC1)c1nnc(-c2ccc(F)cc2)[nH]1,-9.052
76,c1cc(-c2nnc(C(NC3CCCCC3)=O)[nH]2)ccc1F,O=C(NC1CCCCC1)c1nc(-c2ccc(F)cc2)n[nH]1,O=C(NC1CCCCC1)c1nc(-c2ccc(F)cc2)n[nH]1,-9.018
77,c1cc(-c2nnc(C(NC3CCCCC3)=O)[nH]2)ccc1F,O=C(NC1CCCCC1)c1n[nH]c(-c2ccc(F)cc2)n1,O=C(NC1CCCCC1)c1n[nH]c(-c2ccc(F)cc2)n1,-9.244
78,C(=O)(c1nnc(C2CCCCC2)[nH]1)N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(C2CCCCC2)[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(C2CCCCC2)[nH]1,-10.579
79,C(=O)(c1nnc(C2CCCCC2)[nH]1)N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(C2CCCCC2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc(C2CCCCC2)n[nH]1,-10.49
80,C(=O)(c1nnc(C2CCCCC2)[nH]1)N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(C2CCCCC2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1n[nH]c(C2CCCCC2)n1,-10.566
81,C(=O)(c1nnc[nH]1)N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc[nH]1,-8.523
82,C(=O)(c1nnc[nH]1)N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncn[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncn[nH]1,-8.495
83,C(=O)(c1nnc[nH]1)N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc[nH]n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nc[nH]n1,-8.548
84,[C@H]12C[C@@H]3C[C@H](C1)C[C@@](NC(=O)c1[nH]nnn1)(C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnn[n-]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnn[n-]1,-8.47
85,[C@H]12C[C@@H]3C[C@H](C1)C[C@@](C(=O)Nc1[nH]c(-c4ccccc4)nn1)(C3)C2,O=C(Nc1nnc(-c2ccccc2)[nH]1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(Nc1nnc(-c2ccccc2)[nH]1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-10.752
86,[C@H]12C[C@@H]3C[C@H](C1)C[C@@](C(=O)Nc1[nH]c(-c4ccccc4)nn1)(C3)C2,O=C(Nc1nc(-c2ccccc2)n[nH]1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(Nc1nc(-c2ccccc2)n[nH]1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-10.845
87,[C@H]12C[C@@H]3C[C@H](C1)C[C@@](C(=O)Nc1[nH]c(-c4ccccc4)nn1)(C3)C2,O=C(Nc1n[nH]c(-c2ccccc2)n1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(Nc1n[nH]c(-c2ccccc2)n1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-10.798
88,c1ccc(-c2n(-c3ccccc3)nc(C(NCc3ccccc3)=O)c2C)cc1,Cc1c(C(=O)NCc2ccccc2)nn(-c2ccccc2)c1-c1ccccc1,Cc1c(C(=O)NCc2ccccc2)nn(-c2ccccc2)c1-c1ccccc1,-10.293
89,Clc1ccc(-c2n(-c3ccccc3)nc(C(Nc3ccccc3)=O)c2C)cc1,Cc1c(C(=O)Nc2ccccc2)nn(-c2ccccc2)c1-c1ccc(Cl)cc1,Cc1c(C(=O)Nc2ccccc2)nn(-c2ccccc2)c1-c1ccc(Cl)cc1,-10.88
90,c1ccc(-c2n(-c3ccccc3)nc(C(NC3CCCCC3)=O)c2C)cc1,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccccc2)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccccc2)c1-c1ccccc1,-10.286
91,c1ccc(-c2n(-c3ccccc3)nc(C(NC)=O)c2C)cc1,CNC(=O)c1nn(-c2ccccc2)c(-c2ccccc2)c1C,CNC(=O)c1nn(-c2ccccc2)c(-c2ccccc2)c1C,-8.878
92,Fc1ccc(-c2n(-c3ccccc3)nc(C(Nc3ccccc3)=O)c2C)cc1,Cc1c(C(=O)Nc2ccccc2)nn(-c2ccccc2)c1-c1ccc(F)cc1,Cc1c(C(=O)Nc2ccccc2)nn(-c2ccccc2)c1-c1ccc(F)cc1,-10.821
