sdf_number,annalog,protonated,isomers
11,[C@](C)([C@@H]1[C@]2(N(C)c3ccc4sccc4n3)C[C@H]3C(=O)[C@H](C[C@@H]1C3)C2)(OCc1ccccc1)O,CN(c1ccc2sccc2n1)[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3=O)[C@@H]2[C@](C)(O)OCc1ccccc1,CN(c1ccc2sccc2n1)[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3=O)[C@@H]2[C@](C)(O)OCc1ccccc1
12,c1cc2nc(N(C)[C@]34C[C@H]5C[C@H](C[C@H](C5=O)C3)[C@@H]4C(=O)OCC)ccc2s1,CCOC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(N(C)c1ccc4sccc4n1)C[C@H](C2)C3=O,CCOC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(N(C)c1ccc4sccc4n1)C[C@H](C2)C3=O
13,Brc1cc2nc(N(C)[C@]34C[C@H]5C[C@H](C[C@H](C5=O)C3)[C@@H]4C(=O)OCC)ccc2s1,CCOC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(N(C)c1ccc4sc(Br)cc4n1)C[C@H](C2)C3=O,CCOC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(N(C)c1ccc4sc(Br)cc4n1)C[C@H](C2)C3=O
14,Cc1nc2nc(N(C)[C@]34C[C@H]5C[C@H](C[C@H](C5=O)C3)[C@@H]4C(=O)OCC)ccc2s1,CCOC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(N(C)c1ccc4sc(C)nc4n1)C[C@H](C2)C3=O,CCOC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(N(C)c1ccc4sc(C)nc4n1)C[C@H](C2)C3=O
15,Cc1cc2nc(N(C)[C@]34C[C@H]5C[C@H](C[C@H](C5=O)C3)[C@@H]4C(=O)OCC(C)C)ccc2s1,Cc1cc2nc(N(C)[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5=O)[C@@H]4C(=O)OCC(C)C)ccc2s1,Cc1cc2nc(N(C)[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5=O)[C@@H]4C(=O)OCC(C)C)ccc2s1
16,c1nc2nc(N(C)[C@]34C[C@H]5C[C@H](C[C@H](C5=O)C3)[C@@H]4C(=O)OCC)ccc2cc1,CCOC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(N(C)c1ccc4cccnc4n1)C[C@H](C2)C3=O,CCOC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(N(C)c1ccc4cccnc4n1)C[C@H](C2)C3=O
17,COc1ccc2nc(N(C)[C@]34C[C@H]5C[C@H](C[C@H](C5=O)C3)[C@@H]4C(=O)OCC)ccc2n1,CCOC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(N(C)c1ccc4nc(OC)ccc4n1)C[C@H](C2)C3=O,CCOC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(N(C)c1ccc4nc(OC)ccc4n1)C[C@H](C2)C3=O
18,[C@@H]12C[C@@H]3C[C@@H](C[C@@](Nc4nc5ccsc5cc4)([C@H]3C(O)=O)C1)C2=O,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@](Nc1ccc4sccc4n1)(C2)[C@H]3C(=O)[O-],O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@](Nc1ccc4sccc4n1)(C2)[C@H]3C(=O)[O-]
19,[C@@H]12C[C@@H]3C[C@@H](C[C@@](Nc4nc5ccsc5cc4)([C@H]3C(O)=O)C1)C2=O,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@](N=c1ccc4sccc4[nH]1)(C2)[C@H]3C(=O)[O-],O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@](/N=c1\ccc4sccc4[nH]1)(C2)[C@H]3C(=O)[O-]
20,[C@@H]12C[C@@H]3C[C@@H](C[C@@](Nc4nc5ccsc5cc4)([C@H]3C(O)=O)C1)C2=O,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@](N=c1ccc4sccc4[nH]1)(C2)[C@H]3C(=O)[O-],O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@](/N=c1/ccc4sccc4[nH]1)(C2)[C@H]3C(=O)[O-]
21,[C@@H]12C[C@@H]3C[C@@H](C[C@@](Nc4nc5ccccc5cc4)([C@H]3C(O)=O)C1)C2=O,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@](Nc1ccc4ccccc4n1)(C2)[C@H]3C(=O)[O-],O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@](Nc1ccc4ccccc4n1)(C2)[C@H]3C(=O)[O-]
22,[C@@H]12C[C@@H]3C[C@@H](C[C@@](Nc4nc5ccccc5cc4)([C@H]3C(O)=O)C1)C2=O,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@](N=c1ccc4ccccc4[nH]1)(C2)[C@H]3C(=O)[O-],O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@](/N=c1\ccc4ccccc4[nH]1)(C2)[C@H]3C(=O)[O-]
23,[C@@H]12C[C@@H]3C[C@@H](C[C@@](Nc4nc5ccccc5cc4)([C@H]3C(O)=O)C1)C2=O,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@](N=c1ccc4ccccc4[nH]1)(C2)[C@H]3C(=O)[O-],O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@](/N=c1/ccc4ccccc4[nH]1)(C2)[C@H]3C(=O)[O-]
24,[C@@H]12C[C@@H]3C[C@@H](C[C@@](Nc4nc5ccc(F)cc5cc4)([C@H]3C(OC)=O)C1)C2=O,COC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(Nc1ccc4cc(F)ccc4n1)C[C@H](C2)C3=O,COC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(Nc1ccc4cc(F)ccc4n1)C[C@H](C2)C3=O
25,[C@@H]12C[C@@H]3C[C@@H](C[C@@](Nc4nc5ccc(F)cc5cc4)([C@H]3C(OC)=O)C1)C2=O,COC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(N=c1ccc4cc(F)ccc4[nH]1)C[C@H](C2)C3=O,COC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(/N=c1\ccc4cc(F)ccc4[nH]1)C[C@H](C2)C3=O
26,[C@@H]12C[C@@H]3C[C@@H](C[C@@](Nc4nc5ccc(F)cc5cc4)([C@H]3C(OC)=O)C1)C2=O,COC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(N=c1ccc4cc(F)ccc4[nH]1)C[C@H](C2)C3=O,COC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(/N=c1/ccc4cc(F)ccc4[nH]1)C[C@H](C2)C3=O
27,[C@@H]12C[C@@H]3C[C@@H](C[C@@](NS(=O)(c4ccc(C)cc4)=O)([C@H]3C(OCC)=O)C1)C2=O,CCOC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(NS(=O)(=O)c1ccc(C)cc1)C[C@H](C2)C3=O,CCOC(=O)[C@H]1[C@@H]2C[C@@H]3C[C@@]1(NS(=O)(=O)c1ccc(C)cc1)C[C@H](C2)C3=O
28,C([C@@H]1CC[C@H](O)CC1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(NC[C@H]3CC[C@@H](O)CC3)ccc-2n1,Nc1cc2[nH]c(NC[C@H]3CC[C@@H](O)CC3)ccc-2n1
29,C([C@@H]1CC[C@H](O)CC1)Nc1[nH]c2cc(N)nc-2cc1,N=c1cc2[nH]c(NC[C@H]3CC[C@@H](O)CC3)ccc-2[nH]1,N=c1cc2[nH]c(NC[C@H]3CC[C@@H](O)CC3)ccc-2[nH]1
30,C([C@@H]1CC[C@H](O)CC1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2nc(NC[C@H]3CC[C@@H](O)CC3)ccc2[nH]1,Nc1cc2nc(NC[C@H]3CC[C@@H](O)CC3)ccc2[nH]1
31,C([C@@H]1CC[C@H](O)CC1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(=NC[C@H]3CC[C@@H](O)CC3)ccc2[nH]1,Nc1cc2[nH]/c(=N/C[C@H]3CC[C@@H](O)CC3)ccc2[nH]1
32,C([C@@H]1CC[C@H](O)CC1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(=NC[C@H]3CC[C@@H](O)CC3)ccc2[nH]1,Nc1cc2[nH]/c(=N\C[C@H]3CC[C@@H](O)CC3)ccc2[nH]1
33,C1CCCCC1Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(NC3CCCCC3)ccc-2n1,Nc1cc2[nH]c(NC3CCCCC3)ccc-2n1
34,C1CCCCC1Nc1[nH]c2cc(N)nc-2cc1,N=c1cc2[nH]c(NC3CCCCC3)ccc-2[nH]1,N=c1cc2[nH]c(NC3CCCCC3)ccc-2[nH]1
35,C1CCCCC1Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2nc(NC3CCCCC3)ccc2[nH]1,Nc1cc2nc(NC3CCCCC3)ccc2[nH]1
36,C1CCCCC1Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(=NC3CCCCC3)ccc2[nH]1,Nc1cc2[nH]/c(=N/C3CCCCC3)ccc2[nH]1
37,C1CCCCC1Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(=NC3CCCCC3)ccc2[nH]1,Nc1cc2[nH]/c(=N\C3CCCCC3)ccc2[nH]1
38,C([C@H]1CCCCC1O)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(NC[C@H]3CCCCC3O)ccc-2n1,Nc1cc2[nH]c(NC[C@H]3CCCC[C@@H]3O)ccc-2n1
39,C([C@H]1CCCCC1O)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(NC[C@H]3CCCCC3O)ccc-2n1,Nc1cc2[nH]c(NC[C@H]3CCCC[C@H]3O)ccc-2n1
40,C([C@H]1CCCCC1O)Nc1[nH]c2cc(N)nc-2cc1,N=c1cc2[nH]c(NC[C@H]3CCCCC3O)ccc-2[nH]1,N=c1cc2[nH]c(NC[C@H]3CCCC[C@@H]3O)ccc-2[nH]1
41,C([C@H]1CCCCC1O)Nc1[nH]c2cc(N)nc-2cc1,N=c1cc2[nH]c(NC[C@H]3CCCCC3O)ccc-2[nH]1,N=c1cc2[nH]c(NC[C@H]3CCCC[C@H]3O)ccc-2[nH]1
42,C([C@H]1CCCCC1O)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2nc(NC[C@H]3CCCCC3O)ccc2[nH]1,Nc1cc2nc(NC[C@H]3CCCC[C@@H]3O)ccc2[nH]1
43,C([C@H]1CCCCC1O)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2nc(NC[C@H]3CCCCC3O)ccc2[nH]1,Nc1cc2nc(NC[C@H]3CCCC[C@H]3O)ccc2[nH]1
44,C([C@H]1CCCCC1O)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(=NC[C@H]3CCCCC3O)ccc2[nH]1,Nc1cc2[nH]/c(=N/C[C@H]3CCCC[C@@H]3O)ccc2[nH]1
45,C([C@H]1CCCCC1O)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(=NC[C@H]3CCCCC3O)ccc2[nH]1,Nc1cc2[nH]/c(=N/C[C@H]3CCCC[C@H]3O)ccc2[nH]1
46,C([C@H]1CCCCC1O)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(=NC[C@H]3CCCCC3O)ccc2[nH]1,Nc1cc2[nH]/c(=N\C[C@H]3CCCC[C@@H]3O)ccc2[nH]1
47,C([C@H]1CCCCC1O)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(=NC[C@H]3CCCCC3O)ccc2[nH]1,Nc1cc2[nH]/c(=N\C[C@H]3CCCC[C@H]3O)ccc2[nH]1
48,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(NCC3CCC[NH+](Cc4ccccc4)C3)ccc-2n1,Nc1cc2[nH]c(NC[C@@H]3CCC[N@H+](Cc4ccccc4)C3)ccc-2n1
49,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(NCC3CCC[NH+](Cc4ccccc4)C3)ccc-2n1,Nc1cc2[nH]c(NC[C@H]3CCC[N@H+](Cc4ccccc4)C3)ccc-2n1
50,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(NCC3CCC[NH+](Cc4ccccc4)C3)ccc-2n1,Nc1cc2[nH]c(NC[C@@H]3CCC[N@@H+](Cc4ccccc4)C3)ccc-2n1
51,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(NCC3CCC[NH+](Cc4ccccc4)C3)ccc-2n1,Nc1cc2[nH]c(NC[C@H]3CCC[N@@H+](Cc4ccccc4)C3)ccc-2n1
52,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,N=c1cc2[nH]c(NCC3CCC[NH+](Cc4ccccc4)C3)ccc-2[nH]1,N=c1cc2[nH]c(NC[C@@H]3CCC[N@H+](Cc4ccccc4)C3)ccc-2[nH]1
53,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,N=c1cc2[nH]c(NCC3CCC[NH+](Cc4ccccc4)C3)ccc-2[nH]1,N=c1cc2[nH]c(NC[C@H]3CCC[N@H+](Cc4ccccc4)C3)ccc-2[nH]1
54,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,N=c1cc2[nH]c(NCC3CCC[NH+](Cc4ccccc4)C3)ccc-2[nH]1,N=c1cc2[nH]c(NC[C@@H]3CCC[N@@H+](Cc4ccccc4)C3)ccc-2[nH]1
55,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,N=c1cc2[nH]c(NCC3CCC[NH+](Cc4ccccc4)C3)ccc-2[nH]1,N=c1cc2[nH]c(NC[C@H]3CCC[N@@H+](Cc4ccccc4)C3)ccc-2[nH]1
56,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2nc(NCC3CCC[NH+](Cc4ccccc4)C3)ccc2[nH]1,Nc1cc2nc(NC[C@@H]3CCC[N@H+](Cc4ccccc4)C3)ccc2[nH]1
57,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2nc(NCC3CCC[NH+](Cc4ccccc4)C3)ccc2[nH]1,Nc1cc2nc(NC[C@H]3CCC[N@H+](Cc4ccccc4)C3)ccc2[nH]1
58,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2nc(NCC3CCC[NH+](Cc4ccccc4)C3)ccc2[nH]1,Nc1cc2nc(NC[C@@H]3CCC[N@@H+](Cc4ccccc4)C3)ccc2[nH]1
59,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2nc(NCC3CCC[NH+](Cc4ccccc4)C3)ccc2[nH]1,Nc1cc2nc(NC[C@H]3CCC[N@@H+](Cc4ccccc4)C3)ccc2[nH]1
60,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(=NCC3CCC[NH+](Cc4ccccc4)C3)ccc2[nH]1,Nc1cc2[nH]/c(=N/C[C@@H]3CCC[N@H+](Cc4ccccc4)C3)ccc2[nH]1
61,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(=NCC3CCC[NH+](Cc4ccccc4)C3)ccc2[nH]1,Nc1cc2[nH]/c(=N/C[C@H]3CCC[N@H+](Cc4ccccc4)C3)ccc2[nH]1
62,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(=NCC3CCC[NH+](Cc4ccccc4)C3)ccc2[nH]1,Nc1cc2[nH]/c(=N/C[C@@H]3CCC[N@@H+](Cc4ccccc4)C3)ccc2[nH]1
63,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(=NCC3CCC[NH+](Cc4ccccc4)C3)ccc2[nH]1,Nc1cc2[nH]/c(=N/C[C@H]3CCC[N@@H+](Cc4ccccc4)C3)ccc2[nH]1
64,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(=NCC3CCC[NH+](Cc4ccccc4)C3)ccc2[nH]1,Nc1cc2[nH]/c(=N\C[C@@H]3CCC[N@H+](Cc4ccccc4)C3)ccc2[nH]1
65,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(=NCC3CCC[NH+](Cc4ccccc4)C3)ccc2[nH]1,Nc1cc2[nH]/c(=N\C[C@H]3CCC[N@H+](Cc4ccccc4)C3)ccc2[nH]1
66,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(=NCC3CCC[NH+](Cc4ccccc4)C3)ccc2[nH]1,Nc1cc2[nH]/c(=N\C[C@@H]3CCC[N@@H+](Cc4ccccc4)C3)ccc2[nH]1
67,C(C1CCCN(Cc2ccccc2)C1)Nc1[nH]c2cc(N)nc-2cc1,Nc1cc2[nH]c(=NCC3CCC[NH+](Cc4ccccc4)C3)ccc2[nH]1,Nc1cc2[nH]/c(=N\C[C@H]3CCC[N@@H+](Cc4ccccc4)C3)ccc2[nH]1
68,C([C@H]1CC[C@H](OC(NC(=O)NC(C)C)=O)CC1)Nc1[nH]c2cc(N)nc-2cc1,CC(C)NC(=O)NC(=O)O[C@H]1CC[C@H](CNc2ccc3nc(N)cc-3[nH]2)CC1,CC(C)NC(=O)NC(=O)O[C@H]1CC[C@H](CNc2ccc3nc(N)cc-3[nH]2)CC1
69,C([C@H]1CC[C@H](OC(NC(=O)NC(C)C)=O)CC1)Nc1[nH]c2cc(N)nc-2cc1,CC(C)NC(=O)NC(=O)O[C@H]1CC[C@H](CNc2ccc3[nH]c(=N)cc-3[nH]2)CC1,CC(C)NC(=O)NC(=O)O[C@H]1CC[C@H](CNc2ccc3[nH]c(=N)cc-3[nH]2)CC1
70,C([C@H]1CC[C@H](OC(NC(=O)NC(C)C)=O)CC1)Nc1[nH]c2cc(N)nc-2cc1,CC(C)NC(=O)NC(=O)O[C@H]1CC[C@H](CNc2ccc3[nH]c(N)cc3n2)CC1,CC(C)NC(=O)NC(=O)O[C@H]1CC[C@H](CNc2ccc3[nH]c(N)cc3n2)CC1
71,C([C@H]1CC[C@H](OC(NC(=O)NC(C)C)=O)CC1)Nc1[nH]c2cc(N)nc-2cc1,CC(C)NC(=O)NC(=O)O[C@H]1CC[C@H](CN=c2ccc3[nH]c(N)cc3[nH]2)CC1,CC(C)NC(=O)NC(=O)O[C@H]1CC[C@H](C/N=c2\ccc3[nH]c(N)cc3[nH]2)CC1
72,C([C@H]1CC[C@H](OC(NC(=O)NC(C)C)=O)CC1)Nc1[nH]c2cc(N)nc-2cc1,CC(C)NC(=O)NC(=O)O[C@H]1CC[C@H](CN=c2ccc3[nH]c(N)cc3[nH]2)CC1,CC(C)NC(=O)NC(=O)O[C@H]1CC[C@H](C/N=c2/ccc3[nH]c(N)cc3[nH]2)CC1
73,C1CCN(c2cn(C)nc2)C1,Cn1cc(N2CCCC2)cn1,Cn1cc(N2CCCC2)cn1
74,[C@H]12CC[C@@H](O)[C@@H]1Oc1sc3cc(N)nc-3cc12,Nc1cc2sc3c(cc-2n1)[C@H]1CC[C@@H](O)[C@@H]1O3,Nc1cc2sc3c(cc-2n1)[C@H]1CC[C@@H](O)[C@@H]1O3
75,[C@H]12CC[C@@H](O)[C@@H]1Oc1sc3cc(N)nc-3cc12,N=c1cc2sc3c(cc-2[nH]1)[C@H]1CC[C@@H](O)[C@@H]1O3,N=c1cc2sc3c(cc-2[nH]1)[C@H]1CC[C@@H](O)[C@@H]1O3
76,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@@H]1C[N@H+](C)C[C@](C)(O)C[C@@H]1CNc1ccc2nc(N)cc-2[nH]1
77,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@H]1C[N@H+](C)C[C@](C)(O)C[C@@H]1CNc1ccc2nc(N)cc-2[nH]1
78,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@@H]1C[N@@H+](C)C[C@](C)(O)C[C@@H]1CNc1ccc2nc(N)cc-2[nH]1
79,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@H]1C[N@@H+](C)C[C@](C)(O)C[C@@H]1CNc1ccc2nc(N)cc-2[nH]1
80,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@@H]1C[N@H+](C)C[C@@](C)(O)C[C@@H]1CNc1ccc2nc(N)cc-2[nH]1
81,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@H]1C[N@H+](C)C[C@@](C)(O)C[C@@H]1CNc1ccc2nc(N)cc-2[nH]1
82,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@@H]1C[N@@H+](C)C[C@@](C)(O)C[C@@H]1CNc1ccc2nc(N)cc-2[nH]1
83,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@H]1C[N@@H+](C)C[C@@](C)(O)C[C@@H]1CNc1ccc2nc(N)cc-2[nH]1
84,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@@H]1C[N@H+](C)C[C@](C)(O)C[C@H]1CNc1ccc2nc(N)cc-2[nH]1
85,C(C1C(C)CN(C)CC(C)(O)C1)Nc1[nH]c2cc(N)nc-2cc1,CC1C[NH+](C)CC(C)(O)CC1CNc1ccc2nc(N)cc-2[nH]1,C[C@H]1C[N@H+](C)C[C@](C)(O)C[C@H]1CNc1ccc2nc(N)cc-2[nH]1
