sdf_number,annalog,protonated,isomers
11,C1[C@H]2C[C@H]3C[C@]1(NC(c1cc(-c4ccccc4)[nH]n1)=O)C[C@H](C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n[nH]1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n[nH]1
12,C1[C@H]2C[C@H]3C[C@]1(NC(c1cc(-c4ccccc4)n(CC)n1)=O)C[C@H](C3)C2,CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1
13,C1[C@H]2C[C@H]3C[C@]1(NC(c1ccn(Cc4ccccc4)n1)=O)C[C@H](C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccn(Cc2ccccc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccn(Cc2ccccc2)n1
14,C1[C@H]2C[C@H]3C[C@]1(NC(c1cc(-c4ccccc4)n(CCC)n1)=O)C[C@H](C3)C2,CCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,CCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1
15,C1[C@H]2C[C@H]3C[C@]1(NC(c1cc(-c4ccccc4)n(CCCC)n1)=O)C[C@H](C3)C2,CCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,CCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1
16,C1[C@H]2C[C@H]3C[C@]1(NC(c1cc(C)n(-c4ccccc4)n1)=O)C[C@H](C3)C2,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1-c1ccccc1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1-c1ccccc1
17,c1ccccc1Cn1c(-c2ccccc2)cc(C(NC23CC4CC(C2)CC(C4)C3)=O)n1,O=C(NC12CC3CC(CC(C3)C1)C2)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(Cc2ccccc2)n1
18,c1ccccc1Cn1c(C)cc(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)=O)n1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1Cc1ccccc1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1Cc1ccccc1
19,c1ccccc1Cn1c(-c2ccccc2)cc(C(N2CCCCC2)=O)n1,O=C(c1cc(-c2ccccc2)n(Cc2ccccc2)n1)N1CCCCC1,O=C(c1cc(-c2ccccc2)n(Cc2ccccc2)n1)N1CCCCC1
20,c1ccccc1Cn1c(-c2ccccc2)cc(C(NC2CCCC2)=O)n1,O=C(NC1CCCC1)c1cc(-c2ccccc2)n(Cc2ccccc2)n1,O=C(NC1CCCC1)c1cc(-c2ccccc2)n(Cc2ccccc2)n1
21,c1ccccc1-c1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1CC(C)C,CC(C)Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1,CC(C)Cn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1-c1ccccc1
22,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4ccc(-c5ccccc5)nn4)=O)(C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nn1
23,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4ccc(-c5ccccc5)cn4)=O)(C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)cn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)cn1
24,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4cc5c(cc4)OCO5)=O)(C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2c(c1)OCO2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2c(c1)OCO2
25,[C@H]12C[C@H]3C[C@H](C[C@](NC(/C=C/c4ccccc4)=O)(C3)C1)C2,O=C(/C=C/c1ccccc1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,O=C(/C=C/c1ccccc1)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
26,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4ccc(-c5ccccc5)c(C)n4)=O)(C3)C1)C2,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)ccc1-c1ccccc1,Cc1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)ccc1-c1ccccc1
27,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4ccc(-c5ccccc5)nc4)=O)(C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)nc1
28,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4cc(C)c(-c5ccccc5)cn4)=O)(C3)C1)C2,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)ncc1-c1ccccc1,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)ncc1-c1ccccc1
29,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4ccc(-c5ccc(F)cc5)nn4)=O)(C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccc(F)cc2)nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccc(F)cc2)nn1
30,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4nc5c(cc4)OCO5)=O)(C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2c(n1)OCO2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc2c(n1)OCO2
31,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4nc(C)cc(C)c4)=O)(C3)C1)C2,Cc1cc(C)nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1,Cc1cc(C)nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1
32,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4ccc(-c5ccccc5)cc4)=O)(C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)cc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccc(-c2ccccc2)cc1
33,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4nc(C)c(C)cc4)=O)(C3)C1)C2,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1C,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1C
34,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4nccc(-c5ccccc5)c4)=O)(C3)C1)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)ccn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)ccn1
35,[C@H]12C[C@H]3C[C@H](C[C@](NC(c4nc(C)c(C)c(C)c4)=O)(C3)C1)C2,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(C)c1C,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc(C)c1C
36,c1ccc(-c2c(C)cc(C(NC3CCCCC3)=O)nc2C)cc1,Cc1cc(C(=O)NC2CCCCC2)nc(C)c1-c1ccccc1,Cc1cc(C(=O)NC2CCCCC2)nc(C)c1-c1ccccc1
37,c1ccc(-c2c(C)cc(C(NCc3ccccc3)=O)nc2C)cc1,Cc1cc(C(=O)NCc2ccccc2)nc(C)c1-c1ccccc1,Cc1cc(C(=O)NCc2ccccc2)nc(C)c1-c1ccccc1
38,c1ccc(-c2c(C)cc(C(NC3CCCC3)=O)nc2C)cc1,Cc1cc(C(=O)NC2CCCC2)nc(C)c1-c1ccccc1,Cc1cc(C(=O)NC2CCCC2)nc(C)c1-c1ccccc1
39,c1ccc(-c2c(C)cc(C(N[C@H]3CC[C@H](C)CC3)=O)nc2C)cc1,Cc1cc(C(=O)N[C@H]2CC[C@H](C)CC2)nc(C)c1-c1ccccc1,Cc1cc(C(=O)N[C@H]2CC[C@H](C)CC2)nc(C)c1-c1ccccc1
40,c1ccc(-c2c(C)cc(C(NC3CCCCCC3)=O)nc2C)cc1,Cc1cc(C(=O)NC2CCCCCC2)nc(C)c1-c1ccccc1,Cc1cc(C(=O)NC2CCCCCC2)nc(C)c1-c1ccccc1
41,c1ccc(-c2c(C)cc(C(NC3CC3)=O)nc2C)cc1,Cc1cc(C(=O)NC2CC2)nc(C)c1-c1ccccc1,Cc1cc(C(=O)NC2CC2)nc(C)c1-c1ccccc1
42,n1c(C(=O)NC23CC4CC(CC(C4)C2)C3)c(C)c(-c2ccccc2)n1CC1CC1,Cc1c(C(=O)NC23CC4CC(CC(C4)C2)C3)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CC2CC2)c1-c1ccccc1
43,n1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c(-c2ccccc2)n1C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C)c1-c1ccccc1
44,n1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c(-c2ccccc2)n1C1CC1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CC2)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C2CC2)c1-c1ccccc1
45,n1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c(-c2ccccc2)n1CCC,CCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,CCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1
46,n1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c(-c2ccccc2)n1C(C)C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C(C)C)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(C(C)C)c1-c1ccccc1
47,n1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c(-c2ccccc2)n1CC(C)C,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CC(C)C)c1-c1ccccc1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CC(C)C)c1-c1ccccc1
48,n1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c(-c2ccccc2)n1CC,CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,CCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1
49,c1cc(-c2c(C)c(C(=O)NC3CCCCC3)nn2CC2CC2)ccc1,Cc1c(C(=O)NC2CCCCC2)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(CC2CC2)c1-c1ccccc1
50,c1cc(-c2c(C)c(C(=O)NC3CC3)nn2CC2CC2)ccc1,Cc1c(C(=O)NC2CC2)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)NC2CC2)nn(CC2CC2)c1-c1ccccc1
51,c1cc(-c2n(CCCC)nc(C(N[C@]34C[C@@H]5C[C@H](C3)C[C@H](C4)C5)=O)c2C)ccc1,CCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1,CCCCn1nc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(C)c1-c1ccccc1
52,c1cc(-c2n(CC3CC3)nc(C(NC34CC5CC(C3)CC(C4)C5)=O)c2)ccc1,O=C(NC12CC3CC(CC(C3)C1)C2)c1cc(-c2ccccc2)n(CC2CC2)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc(-c2ccccc2)n(CC2CC2)n1
53,C1(Cn2c(-c3ccccc3)c(C)c(C(NCc3ccccc3)=O)n2)CC1,Cc1c(C(=O)NCc2ccccc2)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)NCc2ccccc2)nn(CC2CC2)c1-c1ccccc1
54,C1(Cn2c(-c3ccccc3)c(C)c(C(NCCCC)=O)n2)CC1,CCCCNC(=O)c1nn(CC2CC2)c(-c2ccccc2)c1C,CCCCNC(=O)c1nn(CC2CC2)c(-c2ccccc2)c1C
55,C1(Cn2c(-c3ccccc3)c(C)c(C(NCC(C)(C)C)=O)n2)CC1,Cc1c(C(=O)NCC(C)(C)C)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)NCC(C)(C)C)nn(CC2CC2)c1-c1ccccc1
56,C1(Cn2c(-c3ccccc3)c(C)c(C(NCC3CCCCC3)=O)n2)CC1,Cc1c(C(=O)NCC2CCCCC2)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)NCC2CCCCC2)nn(CC2CC2)c1-c1ccccc1
57,C1(Cn2c(-c3ccccc3)c(C)c(C(NCC(C)C)=O)n2)CC1,Cc1c(C(=O)NCC(C)C)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)NCC(C)C)nn(CC2CC2)c1-c1ccccc1
58,C1(Cn2c(-c3ccccc3)c(C)c(C(NC(C)(C)C)=O)n2)CC1,Cc1c(C(=O)NC(C)(C)C)nn(CC2CC2)c1-c1ccccc1,Cc1c(C(=O)NC(C)(C)C)nn(CC2CC2)c1-c1ccccc1
59,n1(C)c(-c2ccccc2)c(C)c(C(NC2CCCCC2)=O)n1,Cc1c(C(=O)NC2CCCCC2)nn(C)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(C)c1-c1ccccc1
60,n1(CC)c(-c2ccccc2)c(C)c(C(NC2CCCCC2)=O)n1,CCn1nc(C(=O)NC2CCCCC2)c(C)c1-c1ccccc1,CCn1nc(C(=O)NC2CCCCC2)c(C)c1-c1ccccc1
61,n1(Cc2ccccc2)c(-c2ccccc2)c(C)c(C(OCC)=O)n1,CCOC(=O)c1nn(Cc2ccccc2)c(-c2ccccc2)c1C,CCOC(=O)c1nn(Cc2ccccc2)c(-c2ccccc2)c1C
62,n1(Cc2ccccc2)c(-c2ccccc2)c(C)c(C(N)=O)n1,Cc1c(C(N)=O)nn(Cc2ccccc2)c1-c1ccccc1,Cc1c(C(N)=O)nn(Cc2ccccc2)c1-c1ccccc1
63,n1(Cc2ccccc2)c(-c2ccccc2)c(C)c(C(NCCCC)=O)n1,CCCCNC(=O)c1nn(Cc2ccccc2)c(-c2ccccc2)c1C,CCCCNC(=O)c1nn(Cc2ccccc2)c(-c2ccccc2)c1C
64,n1(CC(C)C)c(-c2ccccc2)c(C)c(C(NC2CCCCC2)=O)n1,Cc1c(C(=O)NC2CCCCC2)nn(CC(C)C)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(CC(C)C)c1-c1ccccc1
65,n1(Cc2ccccc2)c(-c2ccccc2)c(C)c(C(O)=O)n1,Cc1c(C(=O)[O-])nn(Cc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)[O-])nn(Cc2ccccc2)c1-c1ccccc1
66,n1(Cc2ccccc2)c(-c2ccccc2)c(C)c(C(NC2CC2)=O)n1,Cc1c(C(=O)NC2CC2)nn(Cc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)NC2CC2)nn(Cc2ccccc2)c1-c1ccccc1
67,n1n(CC=C)c(-c2ccccc2)c(C)c1C(NC1CCCCC1)=O,C=CCn1nc(C(=O)NC2CCCCC2)c(C)c1-c1ccccc1,C=CCn1nc(C(=O)NC2CCCCC2)c(C)c1-c1ccccc1
68,n1n(CCC)c(-c2ccccc2)c(C)c1C(NC1CCCCC1)=O,CCCn1nc(C(=O)NC2CCCCC2)c(C)c1-c1ccccc1,CCCn1nc(C(=O)NC2CCCCC2)c(C)c1-c1ccccc1
69,n1n(CCCC)c(-c2ccccc2)c(C)c1C(NC1CCCCC1)=O,CCCCn1nc(C(=O)NC2CCCCC2)c(C)c1-c1ccccc1,CCCCn1nc(C(=O)NC2CCCCC2)c(C)c1-c1ccccc1
70,C(c1nn(C2CCCCC2)c(-c2ccccc2)c1C)(=O)NC1CCCCC1,Cc1c(C(=O)NC2CCCCC2)nn(C2CCCCC2)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(C2CCCCC2)c1-c1ccccc1
71,C(c1nn(Cc2ccccc2)c(-c2ccccc2)c1C)(=O)N1CCOCC1,Cc1c(C(=O)N2CCOCC2)nn(Cc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)N2CCOCC2)nn(Cc2ccccc2)c1-c1ccccc1
72,C(c1nn(Cc2ccccc2)c(-c2ccccc2)c1C)(=O)NC1CCCC1,Cc1c(C(=O)NC2CCCC2)nn(Cc2ccccc2)c1-c1ccccc1,Cc1c(C(=O)NC2CCCC2)nn(Cc2ccccc2)c1-c1ccccc1
73,C1CC(NC(c2nn(C(C)C)c(-c3ccccc3)c2C)=O)CCC1,Cc1c(C(=O)NC2CCCCC2)nn(C(C)C)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)nn(C(C)C)c1-c1ccccc1
74,C1CN(c2nn(Cc3ccccc3)c(-c3ccccc3)c2C)CCC1,Cc1c(N2CCCCC2)nn(Cc2ccccc2)c1-c1ccccc1,Cc1c(N2CCCCC2)nn(Cc2ccccc2)c1-c1ccccc1
75,C(NC(c1nn(Cc2ccccc2)c(-c2ccccc2)c1C)=O)C,CCNC(=O)c1nn(Cc2ccccc2)c(-c2ccccc2)c1C,CCNC(=O)c1nn(Cc2ccccc2)c(-c2ccccc2)c1C
76,C1(NC(c2c(C)c(-c3ccccc3)[nH]n2)=O)CCCCC1,Cc1c(C(=O)NC2CCCCC2)n[nH]c1-c1ccccc1,Cc1c(C(=O)NC2CCCCC2)n[nH]c1-c1ccccc1
77,C1(NC(c2c(C)c(-c3ccccc3)[nH]n2)=O)CCCCC1,Cc1c(-c2ccccc2)n[nH]c1C(=O)NC1CCCCC1,Cc1c(-c2ccccc2)n[nH]c1C(=O)NC1CCCCC1
78,C1(NC(c2c(C)c(C)n(-c3ccccc3)n2)=O)CCCCC1,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccccc2)c1C,Cc1c(C(=O)NC2CCCCC2)nn(-c2ccccc2)c1C
79,C1(NC(c2c(C)c(-c3ccccc3)n(C)n2)=O)CCCCCC1,Cc1c(C(=O)NC2CCCCCC2)nn(C)c1-c1ccccc1,Cc1c(C(=O)NC2CCCCCC2)nn(C)c1-c1ccccc1
80,C1[C@H]2C[C@]3(NC(=O)c4ncc(-c5ccccc5)nc4)C[C@@H](C[C@H]1C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc(-c2ccccc2)cn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc(-c2ccccc2)cn1
81,C1[C@H]2C[C@]3(NC(=O)c4nnc(-c5ccccc5)s4)C[C@@H](C[C@H]1C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccccc2)s1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1nnc(-c2ccccc2)s1
82,C1[C@H]2C[C@]3(NC(=O)c4cnc(-c5ccccc5)nc4)C[C@@H](C[C@H]1C3)C2,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc(-c2ccccc2)nc1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cnc(-c2ccccc2)nc1
83,C1[C@H]2C[C@]3(NC(=O)c4nnc(C)cc4)C[C@@H](C[C@H]1C3)C2,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1,Cc1ccc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1
84,c1cc(-c2nnc(C(=O)NC3CCCCC3)cc2C)ccc1,Cc1cc(C(=O)NC2CCCCC2)nnc1-c1ccccc1,Cc1cc(C(=O)NC2CCCCC2)nnc1-c1ccccc1
85,c1cc(-c2nnc(C(=O)NC3CCCCCC3)cc2C)ccc1,Cc1cc(C(=O)NC2CCCCCC2)nnc1-c1ccccc1,Cc1cc(C(=O)NC2CCCCCC2)nnc1-c1ccccc1
86,c1cc(-c2nnc(C(=O)NC(C)(C)C)cc2C)ccc1,Cc1cc(C(=O)NC(C)(C)C)nnc1-c1ccccc1,Cc1cc(C(=O)NC(C)(C)C)nnc1-c1ccccc1
87,c1cc(-c2nnc(C(=O)NCc3ccccc3)cc2C)ccc1,Cc1cc(C(=O)NCc2ccccc2)nnc1-c1ccccc1,Cc1cc(C(=O)NCc2ccccc2)nnc1-c1ccccc1
88,c1cc(-c2nnc(C(=O)NC3CC3)cc2C)ccc1,Cc1cc(C(=O)NC2CC2)nnc1-c1ccccc1,Cc1cc(C(=O)NC2CC2)nnc1-c1ccccc1
89,c1cc(-c2nnc(C(=O)NC3CCCCC3)cc2)ccc1,O=C(NC1CCCCC1)c1ccc(-c2ccccc2)nn1,O=C(NC1CCCCC1)c1ccc(-c2ccccc2)nn1
90,c1cc(-c2nnc(C(=O)NC3CCCCC3)cc2C)ccc1F,Cc1cc(C(=O)NC2CCCCC2)nnc1-c1ccc(F)cc1,Cc1cc(C(=O)NC2CCCCC2)nnc1-c1ccc(F)cc1
91,c1cc(-c2nnc(C(=O)N3CCCCC3)cc2C)ccc1,Cc1cc(C(=O)N2CCCCC2)nnc1-c1ccccc1,Cc1cc(C(=O)N2CCCCC2)nnc1-c1ccccc1
92,C1[C@H]2C[C@H]3C[C@@H]1C[C@@](NC(c1nnc(C)c(C)c1)=O)(C2)C3,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1C,Cc1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nnc1C
93,C1[C@H]2C[C@H]3C[C@@H]1C[C@@](C(OC)=O)(C2)C3,COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,COC(=O)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
94,C1[C@H]2C[C@H]3C[C@@H]1C[C@@](NC(c1nnc4c(cccc4)c1)=O)(C2)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc2ccccc2nn1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cc2ccccc2nn1
