sdf_number,annalog,protonated,isomers,docking_energy,cluster
48,c1cccc(-n2cnc(C(=O)Nc3c(F)c(F)c(N4N=CCN(C(C=C)(C)C)C4=O)c(F)c3F)c2)c1Cl,C=CC(C)(C)N1C=CNN(c2c(F)c(F)c(NC(=O)c3cn(-c4ccccc4Cl)c[nH+]3)c(F)c2F)C1=O,C=CC(C)(C)N1C=CNN(c2c(F)c(F)c(NC(=O)c3cn(-c4ccccc4Cl)c[nH+]3)c(F)c2F)C1=O,-5.397,15
49,c12nn(-c3ccccc3)cc1cccc2NC(=O)c1c(Cl)cccc1,O=C(Nc1cccc2cn(-c3ccccc3)nc12)c1ccccc1Cl,O=C(Nc1cccc2cn(-c3ccccc3)nc12)c1ccccc1Cl,-10.755,32
50,c12nn(-c3ccccc3)cc1cccc2NC(=O)C(C)(C)C,CC(C)(C)C(=O)Nc1cccc2cn(-c3ccccc3)nc12,CC(C)(C)C(=O)Nc1cccc2cn(-c3ccccc3)nc12,-9.667,32
51,c12nn(-c3ccccc3)cc1cccc2NC(=O)c1c(F)cc(N(CCC)CCC)c(F)c1F,CCCN(CCC)c1cc(F)c(C(=O)Nc2cccc3cn(-c4ccccc4)nc23)c(F)c1F,CCCN(CCC)c1cc(F)c(C(=O)Nc2cccc3cn(-c4ccccc4)nc23)c(F)c1F,-10.474,3
52,c12nn(-c3ccccc3)cc1cccc2NC(=O)c1c(Cl)c(F)c(N2CCC2)c(F)c1F,O=C(Nc1cccc2cn(-c3ccccc3)nc12)c1c(F)c(F)c(N2CCC2)c(F)c1Cl,O=C(Nc1cccc2cn(-c3ccccc3)nc12)c1c(F)c(F)c(N2CCC2)c(F)c1Cl,-12.145,31
53,c1c(C(F)(F)F)sc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncc(C(F)(F)F)s1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncc(C(F)(F)F)s1,-9.031,14
54,c1c(Cc2ccccc2)sc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncc(Cc2ccccc2)s1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncc(Cc2ccccc2)s1,-10.567,9
55,c1c(Br)sc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)n1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncc(Br)s1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncc(Br)s1,-8.747,9
56,c1nc(NC23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)sc1,c1csc(NC23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)n1,c1csc(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)n1,-7.581,73
57,c1nc(NC23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)sc1,c1csc(=NC23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)[nH]1,c1cs/c(=N/[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]1,-7.92,30
58,c1nc(NC23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)sc1,c1csc(=NC23C[C@H]4C[C@@H](C2)C[C@@H](C3)C4)[nH]1,c1cs/c(=N\[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]1,-8.051,30
59,c1cccc2sc(C(=O)NCCCC)nc12,CCCCNC(=O)c1nc2ccccc2s1,CCCCNC(=O)c1nc2ccccc2s1,-7.491,72
60,c1c(OC(F)F)nc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)n1C,Cn1cc(OC(F)F)nc1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Cn1cc(OC(F)F)nc1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-9.58,71
61,c1c(OC(F)F)nc(C(=O)N[C@]23C[C@@H]4C[C@H](C2)C[C@@H](C4)C3)n1C,Cn1cc(OC(F)F)[nH+]c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,Cn1cc(OC(F)F)[nH+]c1C(=O)N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2,-9.652,70
62,c1c(SCC)[nH]c(C(=O)NC23CC4(O)CC(C2)CC(C4)C3)n1,CCSc1cnc(C(=O)NC23CC4CC(CC(O)(C4)C2)C3)[nH]1,CCSc1cnc(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@](O)(C4)C2)C3)[nH]1,-8.458,13
63,c1c(SCC)[nH]c(C(=O)NC23CC4(O)CC(C2)CC(C4)C3)n1,CCSc1c[nH]c(C(=O)NC23CC4CC(CC(O)(C4)C2)C3)n1,CCSc1c[nH]c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@](O)(C4)C2)C3)n1,-8.457,13
64,c1c(SCC)[nH]c(C(=O)NC23CC4(O)CC(C2)CC(C4)C3)n1,CCSc1c[nH+]c(C(=O)NC23CC4CC(CC(O)(C4)C2)C3)[nH]1,CCSc1c[nH+]c(C(=O)N[C@@]23C[C@@H]4C[C@@H](C[C@@](O)(C4)C2)C3)[nH]1,-8.587,13
65,c1c(CCC)sc(-c2nc(N(C)C)nc(C(=O)Nc3nnc(OCC)cn3)on2)n1,CCCc1cnc(C2=NOC(C(=O)Nc3ncc(OCC)nn3)=NC(N(C)C)=N2)s1,CCCc1cnc(C2=NOC(C(=O)Nc3ncc(OCC)nn3)=NC(N(C)C)=N2)s1,-8.478,69
66,c1c(CCC)sc(-c2nc(N(C)C)nc(C(=O)Nc3nnc(OCC)cn3)on2)n1,CCC=c1cnc(=C2N=C(N(C)C)N=C(C(=O)Nc3ncc(OCC)nn3)ON2)s1,CC/C=c1\cn/c(=C2\N=C(N(C)C)N=C(C(=O)Nc3ncc(OCC)nn3)ON2)s1,-0.481,10
67,c1c(CCC)sc(-c2nc(N(C)C)nc(C(=O)Nc3nnc(OCC)cn3)on2)n1,CCC=c1cnc(=C2N=C(N(C)C)N=C(C(=O)Nc3ncc(OCC)nn3)ON2)s1,CC/C=c1/cn/c(=C2\N=C(N(C)C)N=C(C(=O)Nc3ncc(OCC)nn3)ON2)s1,-7.647,10
68,c1c(CCC)sc(-c2nc(N(C)C)nc(C(=O)Nc3nnc(OCC)cn3)on2)n1,CCC=c1cnc(=C2N=C(N(C)C)N=C(C(=O)Nc3ncc(OCC)nn3)ON2)s1,CC/C=c1\cn/c(=C2/N=C(N(C)C)N=C(C(=O)Nc3ncc(OCC)nn3)ON2)s1,-8.327,10
69,c1c(CCC)sc(-c2nc(N(C)C)nc(C(=O)Nc3nnc(OCC)cn3)on2)n1,CCC=c1cnc(=C2N=C(N(C)C)N=C(C(=O)Nc3ncc(OCC)nn3)ON2)s1,CC/C=c1/cn/c(=C2/N=C(N(C)C)N=C(C(=O)Nc3ncc(OCC)nn3)ON2)s1,-8.132,10
70,C(c1ccco1)(N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2)=O,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccco1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ccco1,-8.858,68
71,C(c1ncc(C#C)s1)(N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2)=O,C#Cc1cnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)s1,C#Cc1cnc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)s1,-8.893,9
72,C(c1cn(CCC)nn1)(N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2)=O,CCCn1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1,CCCn1cc(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1,-8.613,67
73,C(c1ncc(OCc2cc(Cl)c(Cl)cc2)s1)(N[C@]12C[C@H]3C[C@H](C[C@@H](C1)C3)C2)=O,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncc(OCc2ccc(Cl)c(Cl)c2)s1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1ncc(OCc2ccc(Cl)c(Cl)c2)s1,-10.812,66
74,C(c1nc2cc(OC)ccc2s1)(NCCCn1cncn1)=O,COc1ccc2sc(C(=O)NCCCn3cncn3)nc2c1,COc1ccc2sc(C(=O)NCCCn3cncn3)nc2c1,-7.486,65
75,C(c1ccc[nH]1)(N[C@H]1CC[C@H](c2cc(F)ccc2F)CC1)=O,O=C(N[C@H]1CC[C@H](c2cc(F)ccc2F)CC1)c1ccc[nH]1,O=C(N[C@H]1CC[C@H](c2cc(F)ccc2F)CC1)c1ccc[nH]1,-10.067,64
76,C1[C@H]2C[C@@H]3C[C@H](C2)C[C@@]1(NC(c1cccs1)=O)C3,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccs1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccs1,-8.681,63
